spot_id,CD4 Naive,CD4 TCM,CD4 TEM
spot_0000,0.41722596568681125,0.3055408400970903,0.27723319421609843
spot_0001,0.5448108228339341,0.16408350997090526,0.2911056671951606
spot_0002,0.3334520006275057,0.47602967852792144,0.19051832084457285
spot_0003,0.1580233362240695,0.7411528527218718,0.1008238110540587
spot_0004,0.03230888551510454,0.42538791869850734,0.5423031957863881
spot_0005,0.28578697673207626,0.4400656934708842,0.27414732979703954
spot_0006,0.13520439420459096,0.3610435913896698,0.5037520144057392
spot_0007,0.5408550891002395,0.27659499893158335,0.18254991196817721
spot_0008,0.3714691499073501,0.36603371441161736,0.26249713568103256
spot_0009,0.3960737949177653,0.4122228811992612,0.19170332388297348
spot_0010,0.3569442662499477,0.3711274340466437,0.27192829970340854
spot_0011,0.2863858450162039,0.2727307692469938,0.4408833857368023
spot_0012,0.19086438235800565,0.5349695767161464,0.27416604092584795
spot_0013,0.3441421461944458,0.580161922286466,0.07569593151908825
spot_0014,0.3361503873984682,0.4794069801850386,0.18444263241649322
spot_0015,0.256288656493697,0.37431643743162996,0.36939490607467307
spot_0016,0.1605411667851226,0.43575299792426114,0.40370583529061627
spot_0017,0.199684908568606,0.20315816158381056,0.5971569298475834
spot_0018,0.18550242077412404,0.3910012676070271,0.4234963116188488
spot_0019,0.3512962458831837,0.49345970848565257,0.15524404563116373
spot_0020,0.29660256817400377,0.3338031013326439,0.3695943304933523
spot_0021,0.6059903540794215,0.1969983331692204,0.19701131275135814
spot_0022,0.22236041835797174,0.30870293464857235,0.46893664699345594
spot_0023,0.37774939571306,0.33008088043489564,0.2921697238520443
spot_0024,0.42834169832904617,0.3993765151251839,0.17228178654576992
spot_0025,0.012413573521711834,0.5262698309202906,0.4613165955579976
spot_0026,0.30781688194296836,0.6041580460613087,0.08802507199572285
spot_0027,0.2030244238821554,0.591855508588337,0.20512006752950762
spot_0028,0.4343244040647677,0.294583202926623,0.2710923930086094
spot_0029,0.5007685479833051,0.1869650309068668,0.31226642110982816
spot_0030,0.6180970604028899,0.1558714188261326,0.22603152077097746
spot_0031,0.22893356471860732,0.5454142303249989,0.22565220495639382
spot_0032,0.38503756332066125,0.463453748385448,0.15150868829389078
spot_0033,0.13806139448764054,0.5743365768233705,0.287602028688989
spot_0034,0.5982801421982888,0.2888046937724352,0.11291516402927597
spot_0035,0.203264403385936,0.4824607144840134,0.3142748821300506
spot_0036,0.01207816516825646,0.4047157074580006,0.5832061273737429
spot_0037,0.3337603432590199,0.32676056037996376,0.3394790963610164
spot_0038,0.4898063515393752,0.3935647293990147,0.11662891906161013
spot_0039,0.1477711586492466,0.48797894641442324,0.3642498949363302
spot_0040,0.1321313897663006,0.5979690548750294,0.26989955535867005
spot_0041,0.5411643257732527,0.4344040766489965,0.024431597577750774
spot_0042,0.31219024323963246,0.389042672682083,0.29876708407828456
spot_0043,0.18044560804688414,0.48002498786738973,0.3395294040857261
spot_0044,0.36831325671671783,0.44608992749560666,0.18559681578767553
spot_0045,0.2901639242337791,0.4866533135005932,0.22318276226562764
spot_0046,0.4030484117139313,0.3670851792359535,0.22986640905011518
spot_0047,0.5253487860390278,0.25503750745168086,0.2196137065092913
spot_0048,0.2840516025588409,0.32623528952073766,0.38971310792042146
spot_0049,0.483417414143076,0.20371848815803134,0.3128640976988927
