path	size_bytes	sha256
data/.DS_Store	10244	a803be1691f335993906ce99f2bd426799498558926e3010219b557b76cfc991
data/README.md	6801	a6d0bfb8d3b1b74b3e2d23e1a89da1aa21507d826d8e195c4df081cb4567f721
data/archive/README.md	417	3dabbf9587210d5a51fc5197bf0f992868ec71e73fac9f1b61afe88cc48197ef
data/archive/legacy_results/cell2location_results/deconvolution_plot.png	1398406	1db25527338874b2cac1d24c8de1b1efe4fc3f71024f4fac6688e3e0d4616fbb
data/archive/legacy_results/cell2location_results/means_cell_abundance_w_sf.csv	38777	bc15177fe53f28b694c581fa676a763fcb73bd19f544879207b9fa31ab123cbe
data/archive/legacy_results/cell2location_results/q05_cell_abundance_w_sf.csv	70506	40751efc8a9e42c723417a8d53c320ab3d53a8416d65f6bde3dea67f1699ff46
data/archive/legacy_results/deconvolution_results/cell2location/atac/Brain_1_highly_accessible/means_cell_abundance_w_sf.csv	145053	bff00e4f2d5694faa7051dae73483cff07512db9f6bd151dba12592e25c51fc8
data/archive/legacy_results/deconvolution_results/cell2location/atac/Brain_1_highly_accessible/q05_cell_abundance_w_sf.csv	263434	d98faa875bdfe5d56214692e6dcab84626eb4a6832501b04daf91328112867ed
data/archive/legacy_results/deconvolution_results/cell2location/atac/Brain_1_highly_variable/means_cell_abundance_w_sf.csv	145028	3ca272cad962d1bf7e5b4ce2679bfe9d34440223379aab996831465ad1cbd18e
data/archive/legacy_results/deconvolution_results/cell2location/atac/Brain_1_highly_variable/q05_cell_abundance_w_sf.csv	263851	54df495496a47ea3ae4ed4d14516b3c45cc512a1ee950da4633abbca18a6b426
data/archive/legacy_results/deconvolution_results/cell2location/atac/Brain_2_highly_accessible/means_cell_abundance_w_sf.csv	141129	3852847504093687068ef1ef994d02d634a2303bf29c8babc6681fa479f132ef
data/archive/legacy_results/deconvolution_results/cell2location/atac/Brain_2_highly_accessible/q05_cell_abundance_w_sf.csv	253597	d06009f06a135edc84a9410c45b7926873b9195115dbe3e5df6f9aeb1e0fdba8
data/archive/legacy_results/deconvolution_results/cell2location/atac/Brain_2_highly_variable/means_cell_abundance_w_sf.csv	141163	2607717dafb64df77a5fb8b6c8dfe0e705940d1e86338ccc4bc6aa265b2c3c94
data/archive/legacy_results/deconvolution_results/cell2location/atac/Brain_2_highly_variable/q05_cell_abundance_w_sf.csv	254330	56fb7e3bf83f763a29eeb97a743b698b0abbb1f1acc3efefe3b6721356b98600
data/archive/legacy_results/deconvolution_results/cell2location/atac/Brain_3_highly_accessible/means_cell_abundance_w_sf.csv	143653	cb44592a328e99b85267f8ce25ffc3b49bc1b362ab1d42c48fa418bbcf8f6c4c
data/archive/legacy_results/deconvolution_results/cell2location/atac/Brain_3_highly_accessible/q05_cell_abundance_w_sf.csv	257684	17d1a774a29478695716306ac9be6a98234c6b4167dddf4995df66aaa264843f
data/archive/legacy_results/deconvolution_results/cell2location/atac/Brain_3_highly_variable/means_cell_abundance_w_sf.csv	143971	a59aedaa01691dc760a82ec3d7d04334344a457e615f2ad7fab2f4f8c3d33d56
data/archive/legacy_results/deconvolution_results/cell2location/atac/Brain_3_highly_variable/q05_cell_abundance_w_sf.csv	258570	8da813be521df4484a420c7482b5e7139215639987fa78c80ebbd2ee1a465a59
data/archive/legacy_results/deconvolution_results/cell2location/atac/Brain_4_highly_accessible/means_cell_abundance_w_sf.csv	145658	b2bbd000d0c5ff968e0870cd80f235d4c6120c25c92dd6786f29da666c430162
data/archive/legacy_results/deconvolution_results/cell2location/atac/Brain_4_highly_accessible/q05_cell_abundance_w_sf.csv	263087	a426d90e605238fbbbcb9fbfc6ffe6024d46ca2606272851a1b1cabd234c9e5c
data/archive/legacy_results/deconvolution_results/cell2location/atac/Brain_4_highly_variable/means_cell_abundance_w_sf.csv	145839	1c6e398460310fe069b88389f3d3b43e9f7bf1169fa56a0980cbf9c2fbad4e8c
data/archive/legacy_results/deconvolution_results/cell2location/atac/Brain_4_highly_variable/q05_cell_abundance_w_sf.csv	263816	1f7b103aa58f90e2c3ab398280ae14790792f72c3a41ea8ff28dca076d2431f3
data/archive/legacy_results/deconvolution_results/cell2location/atac/Heart_1_highly_accessible/means_cell_abundance_w_sf.csv	132340	df63d970f9545e19545295360734408bc0380091a6ac44debc679d9c2444eca3
data/archive/legacy_results/deconvolution_results/cell2location/atac/Heart_1_highly_accessible/q05_cell_abundance_w_sf.csv	241115	06cfe15036e5442fb39b59bbefe729b3a775da3f9d3aa7dcc74ef09c29403712
data/archive/legacy_results/deconvolution_results/cell2location/atac/Heart_1_highly_variable/means_cell_abundance_w_sf.csv	131931	56e9db17ee29eedb0676e35b2ae907ac2a90c173aef1d0661d65ba879a9be020
data/archive/legacy_results/deconvolution_results/cell2location/atac/Heart_1_highly_variable/q05_cell_abundance_w_sf.csv	241483	808bf22921c44d42119a98ae510f949cadf2f21a9f920c56b429dd83dbcc1716
data/archive/legacy_results/deconvolution_results/cell2location/atac/Heart_2_highly_accessible/means_cell_abundance_w_sf.csv	127937	ec67d5571b0b29d832eab9427e5907a665c532ba2fc36da50f149285f30185a6
