path	other_machine_size_bytes	current_repo_size_bytes	current_minus_other_bytes	other_machine_sha256	current_repo_sha256
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_4409/signal_audit_summary.yaml	5816	5817	1	921f5e12747a5695c84d897bca220cfbc11bb1368ee61da5f1f319ba6911156b	80ba1d826186976e148740c87759267f9dd27d8dd42c0c4238e9b79edac9538c
data/processed/shapemix/pbmc_granulocyte_sorted_10k/split_2203/signal_audit_summary.yaml	5813	5814	1	f7fc5463ec261b3d458f8f14f3a296273f695f96fc66917d18f2b50562945a59	befcbd089d6564b091a2a8671bf656172c8a5787b4530bca3e70e8c9523ec89b
data/processed/shapemix/pbmc_granulocyte_sorted_10k/smoke/split_000/signal_audit_summary.yaml	2510	2510	0	2493f800f18eeb6d7d57617afc0ad0ac3da8c8e0dce14a746f2af80990ca0e9e	d95b75855952d56c6260b55040072f8000d4ecfd35548882a15a29379ba1f874
data/processed/datasets/human_cardiac_niches_sim_1zone_3ct_low_density/dataset.yaml	1900	1862	-38	b167eae4c6b289023f3c7c72a603fdf90e4c7f7ce73f2d591f0233adfd046d9a	56e7ac0619316225398e90ae059f3eae7138eaed37f5bb4f6abff2da159e427c
data/processed/datasets/human_cardiac_niches_sim_4zone_stripes/dataset.yaml	1900	1862	-38	06ac2a2a82f6e2644942aa277e151679ef5bb307e63c5ae6e1254ee8df6d4a5b	d154793d7346f4189fea0a1aea469171cd962b1e75d3ffc3750736e635746342
data/processed/datasets/human_cardiac_niches_sim_4zone_circles/dataset.yaml	1898	1860	-38	b5e1c6195c9a13394a686473d996731e55b2a38d32840b59b5d37cccf7310d05	b43ab90c31c11ff2973472fb7899eb966687dac30a6ab634dff4256974af7f41
data/processed/datasets/human_cardiac_niches_sim_1zone_10ct/dataset.yaml	1792	1754	-38	b8a61b5dc9ec80d3f95c652f719c675cc551240d212de7f06dac44d1fd56c28e	b0d850e77775afadc8ca152a62be1b6052e2e05eb174c54db53b09f4e78160ad
data/raw/sources/snapatac2/pbmc10k_multiome/manifest.yaml	1741	1741	0	efb6d77c121df2dfdfc0dbbd26d7d9aee496b856d76032752acb7abd262b6970	d6d72c99cd23dfd5451fd925ce7d22bbabdc75ecd0573b0709814a5599689fbf
data/raw/sources/celltypist/pbmc_granulocyte_sorted_10k/manifest.yaml	1200	1200	0	6b4cc25c2536d018c3b5f7e9008760642abd49620976f49891b055039ce9c895	61851f0e5015014c416754325aba3a63d659f0db0a04c13175525bf97959fe9e
data/raw/references/pbmc_granulocyte_sorted_10k_multiome/reference.yaml	1003	1003	0	0b1b1c7b769b65e3db521b89d5e9b0e4d8db81131a18fcbba31e043f5663e82a	17c717cdc85a1aab07e9a3034f1dddc6a331e1a3a27bdae8e6fc1f1fceff68e7
data/raw/references/russell_250/reference.yaml	365	373	8	ca1bdf5fd2eb93617d375f255befd68fa5895989d02cfb09a3e9a41025696c59	c5493d65ce1cde680a9081344a8a0f091450b8f83f74e262739b31284892df2b
