restart_index,seed_tuple,converged,stopping_reason,steps,count_log_likelihood,shape_log_likelihood,abundance_log_prior,total_log_objective,nonfinite_events,runtime_seconds,best_step,final_gradient_norm,history_rows,selected
0,"[20260822,0,0,0,0]",True,objective_patience,1290,-14285628.826049805,-5458516.238983154,-411301.4421386719,-20155446.50717163,[],7492.527563022995,1290,45.10807418823242,1291,True
1,"[20260822,0,0,0,1]",True,objective_patience,1308,-14285618.787109375,-5458516.632568359,-411314.32177734375,-20155449.741455078,[],7586.459078189,1308,46.19019317626953,1309,False
2,"[20260822,0,0,0,2]",True,objective_patience,1308,-14285620.284545898,-5458516.511779785,-411314.8908691406,-20155451.687194824,[],7578.911978331998,1308,46.41361999511719,1309,False
