"","Adipocyte","Atrial Cardiomyocyte","Endothelial cell","Fibroblast","Lymphatic Endothelial cell","Lymphoid","Mast cell","Mesothelial cell","Mural cell","Myeloid","Neural cell","Ventricular Cardiomyocyte"
"5",0.000139154517272213,0.000139154517272214,0.00742811767078267,0.000139154517272217,0.00013915451727221,0.0619392509133436,0.000139154517272214,0.224951801776951,0.643333598993419,0.000139154517272214,0.0613731490245982,0.000139154517272213
"6",0.000198573109168968,0.000198573109168957,0.0409576128721585,0.0257326056856055,0.0267229754779094,0.00020657413998126,0.425605021107639,0.171481466573747,0.22986687447101,0.0578238511288712,0.000198573109168964,0.0210072992155704
"7",0.000138754446496946,0.000138754446496943,0.0901204310794449,0.113984108221636,0.000138754446496949,0.00956471757332814,0.159169337205749,0.372177625208268,0.251109491960932,0.000138754446496946,0.00318051651815768,0.000138754446496949
"8",9.77975519672725e-05,9.77975519672235e-05,0.000106205692859948,9.77975519672939e-05,9.77975519672689e-05,0.0430797943450673,0.110358047580783,9.77975519672642e-05,0.845665438322474,0.000105931195045608,9.7797551967266e-05,9.77975519672692e-05
"9",0.00013836997797923,0.000138369977979233,0.000138369977979231,0.00013836997797923,0.00248201317914313,0.0865974869745624,0.197681735587326,0.439951068160707,0.0795405485140348,0.192916927716351,0.000138369977979234,0.000138369977979231
"10",0.000139044764686561,0.0199987398515654,0.000139044764686577,0.000139044764686592,0.000139044764686552,0.000139044764686568,0.098183788730582,0.287578964090278,0.593126149210082,0.000139044764686566,0.000139044764686573,0.00013904476468657
"11",9.66848009655645e-05,9.66848009655591e-05,9.66848009655641e-05,9.66848009655525e-05,9.66848009655643e-05,0.0123214443224554,0.0961332711859919,0.630752665917945,0.0259479744572203,0.234167850509628,9.66848009655643e-05,9.66848009655642e-05
"12",0.000138991408121476,0.000138991408121494,0.0794330895981569,0.000138991408121552,0.000138991408121497,0.154586104825243,0.410503722533369,0.123616054584466,0.000138991408121493,0.225324763034376,0.00570231697565966,0.000138991408121484
"13",9.6982745458753e-05,9.69827454587643e-05,9.69827454587696e-05,9.69827454587533e-05,9.6982745458762e-05,0.108528008084783,0.182869454229607,0.382802246454806,9.69827454587644e-05,0.325024429267134,9.69827454587423e-05,9.698274545876e-05
"14",9.76723779658921e-05,9.76723779658616e-05,9.76723779658824e-05,9.76723779658637e-05,9.76723779658974e-05,0.0451124842091491,0.317375833453269,0.00906059667043125,0.613464613617191,0.014302765404199,9.76723779658756e-05,9.7672377965882e-05
"15",0.0151308238865584,0.000138630599981027,0.000138630599981027,0.000138630599981027,0.000138630599981027,0.0208050527164135,0.385298916124135,0.328757770109316,0.18293622182984,0.0662394317338507,0.000138630599981029,0.000138630599981027
"16",0.000139273933132499,0.00846118012311651,0.000139273933132498,0.000139273933132498,0.0172824670422221,0.000171654862614806,0.000139273933132501,0.158548259547103,0.697562504631019,0.00866623378078992,0.108611330347473,0.000139273933132502
"17",0.000139028025086005,0.000139028025086015,0.0518898203104946,0.000139028025086015,0.000139028025086013,0.00013902802508601,0.378515880156606,0.187007640802964,0.381474434529247,0.000139028025086012,0.000139028025086012,0.000139028025086012
"18",0.00383261728446223,0.102590607582229,0.0193423675911316,0.000138754714358022,0.000138754714358019,0.0185150694996271,0.326334059372379,0.34800076761549,0.0517580681268899,0.0238532624688027,0.105356916315914,0.000138754714358022
"19",0.000197935741045645,0.000197935741045645,0.0603654102643444,0.0690116627979608,0.0123821553159116,0.113672089377931,0.189601144531442,0.303853706364608,0.0183880312340948,0.203132079268019,0.0289999136225517,0.000197935741045646
"20",0.000198988513908107,0.0254453440849127,0.0724891067630477,0.247146743071881,0.000198988513908106,0.0787354326183826,0.157771376007966,0.142804894335444,0.228866035623994,0.0050041171421332,0.0411399848105146,0.000198988513908109
"21",9.75103722893156e-05,9.75103722893072e-05,9.9838874872657e-05,9.75103722893222e-05,0.00721883644022763,0.0230354651277349,9.75103722893104e-05,0.180399705382496,0.775191049363979,0.0134605888821367,0.000106964067107022,9.75103722893162e-05
"22",9.75548624571726e-05,9.75548624571668e-05,0.0312918476028469,9.75548624571707e-05,0.0357471891779482,0.0432282057658503,9.75548624571701e-05,0.143855214238214,0.734039168260314,9.75548624571589e-05,0.0112530457800836,9.75548624571654e-05
"23",9.71987598380893e-05,9.71987598380953e-05,0.00422349396938207,9.71987598381063e-05,9.71987598380892e-05,0.0381760474009443,0.585435878753123,0.189146355281503,0.0644314970470889,0.118003534988931,9.71987598380937e-05,9.71987598380935e-05
"24",0.000198049418354944,0.000198049418354944,0.0537519931318711,0.000198049418354946,0.000198049418354943,0.0938186708504374,0.317902448554195,0.247899492163184,0.0110835984099621,0.269734972204183,0.00481857759439331,0.000198049418354942
"25",0.000199147016852922,0.00019914701685293,0.0346620802685031,0.000199147016852933,0.00559215522129161,0.112011846717662,0.14574130726827,0.0399956286371903,0.543682815341313,0.0492186288530171,0.0449440969040203,0.0235539997381746
"26",0.000139033924199072,0.00013903392419907,0.055297235976711,0.00013903392419907,0.000139033924199069,0.117585870379929,0.326902968826462,0.133295975398766,0.365944711948738,0.00013903392419907,0.000139033924199069,0.000139033924199069
"27",0.00538495891547217,9.74501277806818e-05,9.74501277806959e-05,9.74501277806907e-05,0.000192619084023105,0.0496088200453838,0.0372359455598477,0.106121244155803,0.795883410987481,0.0050857506130859,9.74501277806982e-05,9.7450127780693e-05
"28",9.74820577960762e-05,9.7482057796048e-05,9.74820577960749e-05,9.74820577960604e-05,9.74820577960619e-05,0.0342044614144768,0.769889486427411,0.0155796231331103,0.179546572562634,9.7482057796061e-05,9.74820577960607e-05,9.74820577960614e-05
"29",9.66955762809322e-05,9.66955762809479e-05,9.66955762809225e-05,9.66955762809236e-05,9.66955762809314e-05,0.000128860382244766,0.339991756279808,0.659009123151419,9.66955762809152e-05,9.66955762809282e-05,9.669557628093e-05,9.6695576280932e-05
"30",0.0248265173475837,0.000139026131468565,0.000139026131468563,0.147620261786175,0.000139026131468565,0.000139026131468566,0.0971209694462347,0.330901573551424,0.16419158328962,0.0729954644082084,0.000139026131468561,0.161648499513411
"31",0.000138966616601636,0.00013896661660162,0.000138966616601624,0.000138966616601624,0.000138966616601616,0.0729716587959894,0.358599615280221,0.215063321410468,0.337029949786624,0.000138966616601629,0.0153626884104862,0.000138966616601623
