spot,Dendritic cells,Monocytes,B cells,Regulatory T cells,Naive CD4 T cells,Memory CD4 T cells,NK cells,Naive CD8 T cells,Memory CD8 T cells
GSM3722011,0.06722671538591385,6.145028114318848,10.73451042175293,40.45643997192383,161.666259765625,1.8830536603927612,179.14195251464844,3911.253173828125,636.3781127929688
