run_id,dataset_id,modality,feature_set,method,status,metric,value,run_dir,error
russell_250__atac__highly_variable__nnls,russell_250,atac,highly_variable,nnls,success,rmse,0.09902766378011692,/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/smoke_multi_methods_multi_datasets/russell_250__atac__highly_variable__nnls,
russell_250__atac__highly_variable__nnls,russell_250,atac,highly_variable,nnls,success,jsd,0.315102922480109,/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/smoke_multi_methods_multi_datasets/russell_250__atac__highly_variable__nnls,
russell_250__atac__highly_variable__tangram,russell_250,atac,highly_variable,tangram,success,rmse,0.1701215963581805,/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/smoke_multi_methods_multi_datasets/russell_250__atac__highly_variable__tangram,
russell_250__atac__highly_variable__tangram,russell_250,atac,highly_variable,tangram,success,jsd,0.5572369358123824,/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/smoke_multi_methods_multi_datasets/russell_250__atac__highly_variable__tangram,
human_cardiac_niches_sim_1zone_3ct_low_density__atac__highly_variable__nnls,human_cardiac_niches_sim_1zone_3ct_low_density,atac,highly_variable,nnls,success,rmse,0.09457286011358879,/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/smoke_multi_methods_multi_datasets/human_cardiac_niches_sim_1zone_3ct_low_density__atac__highly_variable__nnls,
human_cardiac_niches_sim_1zone_3ct_low_density__atac__highly_variable__nnls,human_cardiac_niches_sim_1zone_3ct_low_density,atac,highly_variable,nnls,success,jsd,0.3193323761357653,/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/smoke_multi_methods_multi_datasets/human_cardiac_niches_sim_1zone_3ct_low_density__atac__highly_variable__nnls,
human_cardiac_niches_sim_1zone_3ct_low_density__atac__highly_variable__tangram,human_cardiac_niches_sim_1zone_3ct_low_density,atac,highly_variable,tangram,success,rmse,0.2293573102820919,/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/smoke_multi_methods_multi_datasets/human_cardiac_niches_sim_1zone_3ct_low_density__atac__highly_variable__tangram,
human_cardiac_niches_sim_1zone_3ct_low_density__atac__highly_variable__tangram,human_cardiac_niches_sim_1zone_3ct_low_density,atac,highly_variable,tangram,success,jsd,0.9337460704636783,/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/smoke_multi_methods_multi_datasets/human_cardiac_niches_sim_1zone_3ct_low_density__atac__highly_variable__tangram,
