restart_index,selected,step,count_log_likelihood,shape_log_likelihood,abundance_log_prior,total_log_objective
0,False,0,-12854111.71484375,0.0,-30929.631469726562,-12885041.346313477
0,False,1,-12829896.5390625,0.0,-31049.032958984375,-12860945.572021484
0,False,2,-12810118.8828125,0.0,-31165.967041015625,-12841284.849853516
0,False,3,-12794192.05859375,0.0,-31278.560546875,-12825470.619140625
0,False,4,-12781521.140625,0.0,-31385.144287109375,-12812906.28491211
0,False,5,-12771535.4609375,0.0,-31484.5654296875,-12803020.026367188
0,False,6,-12763705.515625,0.0,-31575.934448242188,-12795281.450073242
0,False,7,-12757557.328125,0.0,-31658.67919921875,-12789216.007324219
0,False,8,-12752686.60546875,0.0,-31732.520629882812,-12784419.126098633
0,False,9,-12748769.17578125,0.0,-31797.47021484375,-12780566.645996094
0,False,10,-12745555.98828125,0.0,-31853.810546875,-12777409.798828125
0,False,11,-12742859.8046875,0.0,-31902.030151367188,-12774761.834838867
0,False,12,-12740540.609375,0.0,-31942.735717773438,-12772483.345092773
0,False,13,-12738495.859375,0.0,-31976.607177734375,-12770472.466552734
0,False,14,-12736652.58203125,0.0,-32004.348510742188,-12768656.930541992
0,False,15,-12734961.75,0.0,-32026.647583007812,-12766988.397583008
0,False,16,-12733392.203125,0.0,-32044.14306640625,-12765436.346191406
0,False,17,-12731924.91015625,0.0,-32057.433471679688,-12763982.34362793
0,False,18,-12730547.8515625,0.0,-32067.080932617188,-12762614.932495117
0,False,19,-12729252.9375,0.0,-32073.6240234375,-12761326.561523438
0,False,20,-12728033.3828125,0.0,-32077.578369140625,-12760110.96118164
0,False,21,-12726883.234375,0.0,-32079.42333984375,-12758962.657714844
0,False,22,-12725796.6328125,0.0,-32079.59716796875,-12757876.229980469
0,False,23,-12724768.75390625,0.0,-32078.4794921875,-12756847.233398438
0,False,24,-12723796.5625,0.0,-32076.387817382812,-12755872.950317383
0,False,25,-12722877.3125,0.0,-32073.58349609375,-12754950.895996094
0,False,26,-12722009.1796875,0.0,-32070.283325195312,-12754079.463012695
0,False,27,-12721190.07421875,0.0,-32066.666381835938,-12753256.740600586
0,False,28,-12720417.43359375,0.0,-32062.884887695312,-12752480.318481445
0,False,29,-12719688.4140625,0.0,-32059.052856445312,-12751747.466918945
0,False,30,-12719000.21484375,0.0,-32055.252319335938,-12751055.467163086
0,False,31,-12718349.796875,0.0,-32051.524291992188,-12750401.321166992
0,False,32,-12717734.1875,0.0,-32047.876342773438,-12749782.063842773
0,False,33,-12717151.03515625,0.0,-32044.290649414062,-12749195.325805664
0,False,34,-12716598.046875,0.0,-32040.729614257812,-12748638.776489258
0,False,35,-12716074.171875,0.0,-32037.138793945312,-12748111.310668945
0,False,36,-12715578.05859375,0.0,-32033.45263671875,-12747611.511230469
0,False,37,-12715108.5078125,0.0,-32029.604370117188,-12747138.112182617
0,False,38,-12714663.52734375,0.0,-32025.533325195312,-12746689.060668945
0,False,39,-12714240.859375,0.0,-32021.194213867188,-12746262.053588867
0,False,40,-12713838.8984375,0.0,-32016.5595703125,-12745855.458007812
0,False,41,-12713455.6640625,0.0,-32011.621948242188,-12745467.286010742
0,False,42,-12713089.734375,0.0,-32006.38916015625,-12745096.123535156
0,False,43,-12712740.0078125,0.0,-32000.881103515625,-12744740.888916016
0,False,44,-12712405.46875,0.0,-31995.123779296875,-12744400.592529297
0,False,45,-12712085.24609375,0.0,-31989.135864257812,-12744074.381958008
0,False,46,-12711778.2890625,0.0,-31982.932006835938,-12743761.221069336
0,False,47,-12711483.4140625,0.0,-31976.508911132812,-12743459.922973633
0,False,48,-12711199.546875,0.0,-31969.866088867188,-12743169.412963867
0,False,49,-12710926.3359375,0.0,-31963.009155273438,-12742889.345092773
0,False,50,-12710662.546875,0.0,-31955.95068359375,-12742618.497558594
0,False,51,-12710408.26953125,0.0,-31948.712890625,-12742356.982421875
0,False,52,-12710162.98828125,0.0,-31941.31396484375,-12742104.302246094
0,False,53,-12709926.30078125,0.0,-31933.772338867188,-12741860.073120117
0,False,54,-12709697.76171875,0.0,-31926.097534179688,-12741623.85925293
0,False,55,-12709476.9609375,0.0,-31918.304321289062,-12741395.265258789
0,False,56,-12709263.6796875,0.0,-31910.411010742188,-12741174.090698242
0,False,57,-12709057.51171875,0.0,-31902.444946289062,-12740959.956665039
0,False,58,-12708858.13671875,0.0,-31894.43505859375,-12740752.571777344
0,False,59,-12708665.2734375,0.0,-31886.404663085938,-12740551.678100586
0,False,60,-12708478.12109375,0.0,-31878.369384765625,-12740356.490478516
0,False,61,-12708296.6484375,0.0,-31870.333862304688,-12740166.982299805
0,False,62,-12708120.11328125,0.0,-31862.298828125,-12739982.412109375
0,False,63,-12707948.671875,0.0,-31854.257446289062,-12739802.929321289
0,False,64,-12707782.04296875,0.0,-31846.207397460938,-12739628.250366211
0,False,65,-12707620.06640625,0.0,-31838.15380859375,-12739458.220214844
