component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,12490000,1102647.0,12490000.0,2497829.0,2126929.9624480205,370899.03755197953,3210579.1447774973,9818061.585276108,0.25705197316072836,0.8866080226632113
shape_bin,short,fragment_length_lt_100,12490000,,,1137391.0,1210344.5389505401,-72953.53895054013,1900599.2073669413,2774852.4225348854,0.15216967232721706,0.4713448064252178
shape_bin,mono,fragment_length_100_249,12490000,,,879724.0,639153.0117559141,240570.98824408592,1257210.5286549304,3345945.890423072,0.10065736818694399,0.5175808953394843
shape_bin,long,fragment_length_ge_250,12490000,,,480714.0,277432.4117415668,203281.5882584332,648669.7786396862,807140.6912648464,0.05193513039549129,0.25421045152416333
