restart_index,seed_tuple,converged,stopping_reason,steps,count_log_likelihood,shape_log_likelihood,abundance_log_prior,total_log_objective,nonfinite_events,runtime_seconds,best_step,final_gradient_norm,history_rows,selected
0,"[20260822,0,0,0,0]",True,objective_patience,885,-5078675.037658691,-2111924.102661133,-64359.034118652344,-7254958.174438477,[],1313.0062047100073,885,12.21776008605957,886,True
1,"[20260822,0,0,0,1]",True,objective_patience,868,-5078731.066162109,-2111936.7684783936,-64315.937438964844,-7254983.772079468,[],1289.8516094780061,868,17.179399490356445,869,False
2,"[20260822,0,0,0,2]",True,objective_patience,863,-5078726.814361572,-2111951.0005111694,-64309.19528198242,-7254987.010154724,[],1272.8839154559973,863,17.667387008666992,864,False
