,meanscell_abundance_w_sf_Adipocyte,meanscell_abundance_w_sf_Atrial Cardiomyocyte,meanscell_abundance_w_sf_Endothelial cell,meanscell_abundance_w_sf_Fibroblast,meanscell_abundance_w_sf_Lymphatic Endothelial cell,meanscell_abundance_w_sf_Lymphoid,meanscell_abundance_w_sf_Mast cell,meanscell_abundance_w_sf_Mesothelial cell,meanscell_abundance_w_sf_Mural cell,meanscell_abundance_w_sf_Myeloid,meanscell_abundance_w_sf_Neural cell,meanscell_abundance_w_sf_Ventricular Cardiomyocyte
0,0.01973432,0.015237883,1.354555,0.08700075,0.46362758,1.1861358,0.08892187,1.1557218,0.36307162,0.2456928,0.34035954,0.31561297
1,0.10042027,0.050493117,0.6908178,0.4438248,0.31655258,0.24580304,1.0838152,0.20071408,0.824951,1.087789,0.30764818,1.4443586
2,0.027015107,0.08292401,0.31213138,0.40898046,0.8493489,1.1995298,0.17300269,0.17914937,0.39539498,1.087327,0.6505805,0.34430274
3,0.015967948,0.010380864,0.32088473,0.25443247,0.9700935,1.0042871,0.13485691,2.1433716,1.8693027,0.6221129,1.3880981,0.012431519
4,0.08804191,0.11498402,0.47443807,0.2712825,2.597424,0.38466173,0.44325963,0.6449122,0.11841487,0.5378063,0.2735579,0.47847626
5,0.013855908,0.0334096,1.2118113,0.07247058,0.3252902,0.7789679,0.057598133,1.5258096,0.379701,0.14465266,1.1639696,1.1807275
6,0.020649955,0.038954668,1.133649,0.08140574,1.091278,0.34533042,0.07207936,0.34943026,0.1829571,0.13328575,1.0021013,3.042796
7,0.024072211,0.0022415158,0.34571272,0.4452384,1.7874941,0.23932515,0.638407,0.32408214,0.061104093,0.7956268,0.57007945,0.0016143083
8,0.16208917,0.23141754,0.17448257,0.25653073,1.2903535,1.2940907,0.2300504,0.6728453,0.121020444,0.6652806,2.3703618,0.4437872
9,0.045933127,0.010870754,1.745683,0.25395122,0.819542,1.0828366,0.25907597,0.17068653,1.4538813,1.3169186,0.579362,0.007926242
10,0.4218539,0.35280085,0.47476238,1.0840877,0.52810717,0.47188663,0.1733106,1.84875,0.7662553,0.541163,0.70386994,1.8110975
11,0.012044998,0.16947843,2.2631302,0.19109982,0.22906365,0.8408566,1.6949415,0.08169542,1.1463565,0.32238996,0.2407268,0.0940872
12,0.64042264,0.017474698,0.7744947,0.2573431,0.6407316,0.95346814,0.16702382,0.35121533,0.41188616,0.50538146,0.77534086,0.38894895
13,0.48965368,0.048874922,0.15984283,3.1886103,0.37957948,0.26474792,0.8265332,0.31635392,0.13284385,0.28447822,0.23261537,0.64420253
14,0.02806136,0.012657996,0.4678865,0.91078377,1.4068081,0.3162523,0.5679447,0.1039734,0.1880628,1.5453359,0.5640668,0.15675654
15,0.19359331,0.0050090393,2.0860803,0.40862653,0.34589013,0.6563955,0.11412009,0.91473395,1.0602319,0.2549597,0.29913172,0.003619105
16,0.017995723,0.042405814,0.5218424,0.08615151,0.3886916,0.8495165,0.41807067,0.5042729,0.09269388,1.4776406,0.07458062,0.4259427
17,0.016759988,0.018788295,0.8423691,0.15051897,1.3443009,0.44366387,0.06303468,1.9393475,0.98610693,0.30812502,0.27236703,0.649513
18,0.0076108654,0.0020727802,0.5518699,0.03615964,0.79529214,0.64619654,1.4522779,0.31969455,0.071311384,0.6976579,0.79150385,0.0018696723
19,0.35888496,0.29551762,0.22284576,0.10524021,1.3312413,0.80437034,1.392627,0.6930006,0.11125652,0.7027081,0.059421517,0.2620175
20,0.12258274,0.09172587,0.21476617,0.0888603,0.5023054,0.28650868,2.1294346,0.2010526,0.14385419,1.3054711,0.6461391,0.7256979
21,0.023027027,0.0026148146,0.547682,0.6629458,1.8388907,0.829709,0.13391998,1.2502497,1.5689354,0.57341707,0.39485604,0.0013875907
22,0.08162174,0.007280989,0.25310245,0.94453245,0.67670935,0.36036325,0.28501317,0.06312819,0.4596197,0.55581886,1.5386915,0.08746364
23,0.02193907,0.042961806,0.71655,0.10603093,0.43784696,1.4062631,0.44461215,0.06746095,0.19472685,0.24190745,0.871821,1.0653875
24,0.008290266,0.0018635625,1.314538,0.20758332,0.14221877,0.7806621,1.2525755,0.18315828,2.7042835,1.0441804,0.99264187,0.0010142562
25,0.43802577,0.49370193,0.2920453,1.761456,0.1159326,0.1136299,0.21456774,0.4044842,1.3872039,0.18901242,1.0771263,0.39791274
26,0.052397124,0.0022945981,1.3522906,1.651348,0.15220028,0.6538271,0.07022024,1.459278,0.1412572,0.5530294,0.95636886,0.0015453227
27,0.015165457,0.10695288,0.6156346,0.06292632,0.22979248,0.78321844,0.083909474,0.10807158,1.3718703,0.4087035,1.2466124,0.47006837
28,0.08622506,0.0155635895,0.19722947,0.54651254,0.34928533,0.5895462,0.8371486,0.27047405,0.132199,0.41608837,2.267924,0.013911955
29,0.003943763,0.0073955,3.3862402,0.027285729,0.33893234,0.47462803,0.046244133,0.016810082,0.12787126,0.0910798,0.25782818,0.18293168
30,0.019414116,0.06611564,0.5341452,0.069701396,0.59313023,1.7008253,0.6815278,0.112085134,1.9689853,0.1990871,0.5602507,1.3177667
31,0.12257817,0.029782522,0.16182394,1.2323052,0.14626728,0.18966794,2.0132434,0.6726515,0.2153914,0.73773706,1.4713813,0.01573511
32,0.050696343,0.017266838,0.10862194,0.07395123,1.5502605,0.34372124,0.6166593,0.028734602,0.08348033,1.9049531,0.046368744,0.6031697
33,0.017292464,0.0020073184,1.8690885,0.091535635,0.44277197,1.1412369,0.44132772,0.063280694,0.07520253,0.6022353,1.5279931,0.0018554836
34,0.018706543,0.0023575034,0.27941668,0.90770704,1.532864,0.7921948,0.47143543,1.0554646,0.34365645,0.9137613,0.507256,0.0020181683
35,0.39874107,0.16399911,0.06455011,1.1117036,0.10464621,0.13681567,0.6738286,0.21495996,0.050531913,0.4168247,0.052336603,0.7361326
36,0.0072579584,0.0026045362,0.8445783,0.060350217,0.14740042,0.5936168,1.5143732,0.8828005,1.1699336,0.6286095,1.2307824,0.0015585159
37,0.42525947,0.12350766,1.4250635,0.7495371,0.19069481,0.13936767,0.8920077,0.24752851,0.26065516,0.19778442,0.50393945,0.045574702
38,0.076205574,0.023653485,0.16651493,1.1041238,1.2134142,1.5942427,0.63263726,0.53572667,0.20013775,0.6068683,0.3969058,0.13365741
39,0.02865396,0.015323649,0.743646,0.33063492,0.99243397,0.8570939,0.39064682,2.715275,0.67119354,0.31077662,0.44624105,0.13706028
40,0.04742335,0.041204743,2.2711675,0.13626775,0.749551,0.5891644,0.38810438,0.71120393,0.80081797,0.47689632,0.12552759,1.2316399
41,0.026502846,0.05882841,0.386644,0.19335616,0.21164495,0.9300142,0.27480093,0.7806452,1.2651224,0.12684686,0.16705365,1.1367339
42,0.15473656,0.014509742,0.2114042,0.2765313,0.9432219,1.5595558,0.6101269,0.5369046,1.7057296,0.4979022,1.1868939,0.14499052
43,0.021040723,0.002515069,0.511602,1.2669059,0.73694927,1.5813367,1.0222292,0.06258674,0.27272147,1.5123734,0.87420726,0.0015242737
44,0.041181866,0.17161478,0.30611783,0.2228235,0.84368014,1.5806266,0.6809105,0.20124301,0.2668566,0.7164317,0.18572459,0.21868509
45,0.052891456,0.22578466,0.72728884,1.0080502,0.09543954,0.19303225,0.67326766,0.19194992,0.5995255,0.19283636,0.45705265,1.5120156
46,0.088374056,0.019671442,0.5983298,0.68515486,0.083058655,0.16572101,0.099030755,0.87351066,0.653602,0.26222348,1.1016481,0.60577714
47,0.023368327,0.0023453438,0.17656474,1.1807301,0.68238425,2.2275648,0.14775375,1.6964583,0.3676354,0.31821024,0.7408597,0.0015671122
48,0.04117063,0.025676476,0.4721528,0.39359543,0.09026236,1.1068145,0.18417734,1.7304368,0.85605675,0.15642023,0.88207895,0.6847748
49,0.007472516,0.0019355553,0.17342597,0.049441498,1.1844275,0.85400826,1.8714614,1.2508827,0.09704342,1.873987,0.08480253,0.0013982032
50,0.05793118,0.006492489,0.065352306,0.11731726,0.07554523,3.790514,0.63728815,1.1842387,0.03949765,0.10596023,0.13924862,0.08347009
51,0.0156332,0.03321541,0.24174507,0.097987376,0.21303266,1.3368477,0.18528785,1.9838778,0.3764922,0.8138348,1.0673887,0.90417576
52,0.18192469,0.17805575,0.09920709,0.08840891,0.5492074,0.15104862,0.26053363,0.2498314,1.5664108,0.16195287,0.08867126,1.9620292
53,0.023640363,0.10500862,0.22124018,0.24436612,0.11442114,0.62845725,0.29416713,0.084454395,0.88566315,0.78660077,1.461448,1.469918
54,0.1341815,0.049536742,1.7068886,0.94176394,0.35762212,2.5740678,1.0947694,0.20072798,0.2979268,0.26443407,1.6472255,0.19016705
55,0.24416079,0.023056466,0.13702486,0.11500771,1.527443,0.38610342,0.24064218,1.0134296,0.14424086,1.858965,0.6634238,1.2733568
56,0.025417034,0.0015371545,1.0965682,1.4036708,0.14901695,0.34432325,0.0810216,2.1078415,0.4802232,1.3031453,1.7082844,0.0011430396
57,0.050733186,0.011061593,0.22128321,1.6092174,0.36346617,0.32885432,0.14846015,2.177266,0.30625188,0.5012368,0.33996198,0.10337602
58,0.5445389,0.33025324,0.15041512,0.16972838,0.0966346,0.148365,0.8315478,0.17854886,0.81464124,0.4504977,1.1092356,1.1111889
59,0.1714092,0.116991945,0.77649575,0.36404425,1.513885,0.67989975,1.7219838,1.1902115,0.1882718,2.053528,0.15049794,0.45479712
