,meanscell_abundance_w_sf_Atrial Cardiomyocyte,meanscell_abundance_w_sf_Ventricular Cardiomyocyte,meanscell_abundance_w_sf_Fibroblast,meanscell_abundance_w_sf_Endothelial cell,meanscell_abundance_w_sf_Lymphatic Endothelial cell,meanscell_abundance_w_sf_Mural cell,meanscell_abundance_w_sf_Mesothelial cell,meanscell_abundance_w_sf_Neural cell,meanscell_abundance_w_sf_Adipocyte,meanscell_abundance_w_sf_Myeloid,meanscell_abundance_w_sf_Lymphoid,meanscell_abundance_w_sf_Mast cell
0,0.006063038,0.01674434,0.50261635,0.164407,0.015184478,5.2829814,1.7140495,0.3761058,0.021152252,0.0041315323,0.014104379,0.0071094753
1,0.0014692036,0.003100572,0.002124613,0.004513943,0.0013194076,1.0492564,0.00077360036,0.003184025,0.0013593598,0.0048444127,0.022933183,3.8416655
2,0.024322703,0.03916558,0.031065376,1.061877,0.078508094,3.2182212,2.011736,0.048356935,0.012256922,0.007369236,0.021050632,0.011835175
3,0.007987518,0.011467179,0.013048458,0.010800378,0.018650927,0.0038549139,4.6445374,0.10555761,0.005650802,2.291257,0.0104019195,0.009807231
4,0.020376492,0.09186684,0.035940487,0.026512003,0.115143135,0.3583207,4.5007906,0.085789055,0.08639654,1.0954374,0.03558525,1.6735327
5,0.0041818814,0.0058317953,0.010398207,0.011488093,0.008820163,2.5256872,0.9331314,0.008902299,0.005328644,0.004988865,0.009591626,0.0072386386
6,0.026372641,0.005278832,0.0059193345,0.008679423,0.03707779,0.96460134,0.12504803,0.004624467,0.002336407,0.0025139595,0.012943886,3.1424685
7,0.019150494,0.052408174,0.08663606,0.017663749,0.020747704,1.0326139,2.833622,0.0905133,0.048046436,0.03249519,0.091764085,2.7449434
8,0.0048953625,0.010768389,0.010634702,0.011205515,0.003655078,4.6424074,0.0016576408,0.003593599,0.012957048,0.012732171,0.030812016,1.6983843
9,0.031069018,0.083845414,0.048968308,0.019031594,0.11302999,1.3298545,3.579781,0.15782219,0.017015964,0.012457974,0.023550687,1.3312597
10,0.07633149,0.036635786,0.2567081,0.22051688,0.11423296,2.493224,0.22229886,0.14160927,0.0194348,0.009911722,0.04877622,1.7636386
11,0.0059117433,0.0111251045,0.012812107,0.0094164945,0.010474304,0.00332089,3.2183828,0.04401425,0.004375533,1.2311951,0.013651099,0.9019345
12,0.09425061,0.023392668,0.0022506095,0.0055462806,0.041748796,0.004476215,0.2876978,0.0076420493,0.0011413115,0.16358687,0.16274947,3.0504434
13,0.016927093,0.012476885,0.02259858,0.012811123,0.013662436,0.006769015,4.565452,0.07570042,0.009287171,1.1378506,0.019185249,0.46743158
14,0.0021603564,0.0060326513,0.0020584033,0.00517683,0.0015532768,4.925216,0.00090527826,0.0021205037,0.00087845273,0.0017940095,0.015449308,1.768145
15,0.09688209,0.009981172,0.016465945,0.12569417,0.017805982,2.167346,0.4796814,0.01667649,0.008254677,0.027391067,0.061646324,3.4107478
16,0.030323932,0.0183664,0.20686826,0.015209984,0.0062014787,3.8089628,0.67420965,0.54796624,0.021299394,0.0035884937,0.0083999,0.0047654477
17,0.017217929,0.013037739,0.16164665,0.008266292,0.0020915433,2.0344424,0.0014023018,0.08712917,0.015292861,0.0040455987,0.022887098,2.7886944
18,0.1685701,0.045777407,0.47168487,0.05402317,0.022853775,2.114354,2.4392664,0.28736845,0.016586939,0.049324814,0.031644497,0.83195436
19,0.071781345,0.07071923,0.0145491995,0.009843682,0.018336989,0.0075234976,2.3360958,0.024026327,0.0064182114,0.012446064,0.019873245,1.4237375
20,0.04764652,0.07256658,0.06396083,0.02237785,0.014412225,6.2218833,0.44103673,0.016650243,0.028352529,0.025290884,0.036301408,0.63899064
21,0.007354114,0.013343312,0.009245563,0.01794874,0.013865505,3.7068343,0.8011375,0.111226745,0.0057721813,0.006249693,0.008691464,0.013876978
22,0.033105392,0.013986695,0.0068049035,0.021810753,0.022440318,4.5681133,0.1470154,0.005581921,0.048369322,0.0013377846,0.014898981,0.018787667
23,0.013798415,0.02241106,0.007756396,0.016281536,0.11926539,0.53826064,0.6954143,0.035650674,0.0030707193,0.013772463,0.117238775,2.7592015
24,0.011953675,0.0075212205,0.013675083,0.015889544,0.011352423,0.88481987,1.4163524,0.012971444,0.006423073,0.010523993,0.031567603,3.3277209
25,0.06501046,0.021004036,0.02538316,0.006018826,0.0015036352,1.8179785,0.001971227,0.006107239,0.010056529,0.012603829,0.43102577,2.0478647
26,0.0072197597,0.068586946,0.005349864,0.012314288,0.007882388,0.17746061,0.93646306,0.0139812,0.00651417,0.01665504,0.059360895,4.714769
27,0.10634393,0.086655214,0.4367903,0.018391807,0.006483098,2.8775172,0.8123825,0.09196257,0.0065734372,0.004377909,0.008500794,0.0066315797
28,0.0036092002,0.004705097,0.0025163717,0.009687007,0.0022971102,1.5453682,0.0008467524,0.003821621,0.0014330444,0.0035020479,0.100409016,4.0495214
29,0.008679412,0.017637959,0.028045442,0.013194838,0.0147630535,0.0080632055,5.2148714,0.10183461,0.0050537284,0.013758791,0.02266106,0.6482967
30,0.35451624,1.5897951,0.03920487,0.034960866,0.08998749,5.7027097,0.8645082,0.038526528,0.033705704,0.028685926,0.060644306,2.40893
31,0.039356817,0.012857568,0.052742127,0.67735875,0.019096747,2.1880481,0.43386814,0.0106785325,0.0074322275,0.011401868,0.0187237,1.756535
32,0.0054079215,0.009811395,0.004118963,0.0071536084,0.0015906629,3.3612595,0.00057556626,0.0013722469,0.0010749049,0.0027017295,0.02614475,1.8884083
