,meanscell_abundance_w_sf_endothelial cell,meanscell_abundance_w_sf_astrocyte,meanscell_abundance_w_sf_oligodendrocyte,meanscell_abundance_w_sf_microglial cell,meanscell_abundance_w_sf_vascular associated smooth muscle cell,meanscell_abundance_w_sf_inhibitory interneuron,meanscell_abundance_w_sf_pericyte,meanscell_abundance_w_sf_glutamatergic neuron,meanscell_abundance_w_sf_radial glial cell,meanscell_abundance_w_sf_oligodendrocyte precursor cell,meanscell_abundance_w_sf_neural progenitor cell,meanscell_abundance_w_sf_medial ganglionic eminence derived interneuron,meanscell_abundance_w_sf_caudal ganglionic eminence derived interneuron
0,0.0004267124,0.9828352,0.028590683,0.0014345986,0.0011719678,0.0060766134,0.0005822477,0.019107478,0.002677701,0.0015772786,0.010922353,0.020920834,1.0124072
1,0.10997857,0.85207325,0.0017348998,0.002550681,0.0014001507,0.010442663,0.005030097,0.46182978,0.0037133235,0.8629041,0.0039051876,0.2392294,0.19759506
2,0.0009532441,0.7957571,0.09375981,0.0013276023,0.002154083,0.008991483,0.00070997956,0.0055876374,0.013627228,1.464567,0.70530885,0.00166282,0.002006945
3,0.0007782235,0.0010348349,0.0010705092,0.0010939082,0.0016398235,0.20436609,0.0002832681,0.006462997,0.0031033247,0.004205554,0.41829842,0.02855518,1.7237704
4,1.0177153,0.56818426,0.0027817502,0.021182882,0.0022856991,0.0137773175,0.0014741756,0.009813171,0.0050899065,0.6627326,0.8004503,0.006995619,0.0052074855
5,0.0006974744,0.20796221,0.0016877988,0.000688886,0.001057734,0.01011992,0.0008741974,0.011478492,0.071169436,0.7465665,1.1418937,0.0031358204,0.0047167814
6,0.3774526,0.7340066,0.05361674,0.0036267147,0.008909741,0.11882849,0.0181803,0.05515931,0.08626506,0.0068855113,0.66867065,0.101511665,1.0272697
7,1.6919724,0.0039512455,0.035244644,0.0014251533,0.0031152803,0.0021297908,0.001725018,0.012076087,0.07534884,0.0024891174,0.54492027,0.001899869,0.0010615976
8,0.006008858,0.68878233,0.007154816,0.0033879466,0.0024689161,0.041761123,0.0018665626,0.014379481,0.010128424,0.3852766,0.006505341,0.026834968,1.0806805
9,1.203212,0.7058313,0.01082347,0.0009627722,0.0017712683,0.0026844805,0.0032361457,0.0030825206,0.0033625339,0.002910191,0.003748405,0.009678572,1.1927207
10,0.0011102341,0.03188869,0.0027419564,0.0017229269,0.00084166334,0.004228344,0.00079004216,0.004667343,0.00797001,1.38715,0.9777575,0.002203999,0.0010923155
11,0.8508295,0.0028532285,0.0113051515,0.003221904,0.0013709835,0.2913763,0.0013709816,0.10766419,0.030735344,0.004269029,0.40343374,0.01534175,0.5039011
12,2.0314982,0.43706897,0.003988628,0.0010076255,0.0023096362,0.014612223,0.00609482,0.18376046,0.022595698,0.5446992,0.33232385,0.0021889405,0.003008522
13,0.8492136,0.99404675,0.008422666,0.0007250871,0.002733883,0.0046960334,0.002108175,0.004055755,0.012879286,0.022796856,0.5911151,0.003719168,0.0018277013
