,Ventricular Cardiomyocyte,Fibroblast,Myeloid,Endothelial cell,Neural cell,Lymphatic Endothelial cell,Mural cell,Lymphoid,Mast cell,Adipocyte,Atrial Cardiomyocyte,Mesothelial cell
0,0.0,0.0,0.0,0.0,0.0,0.0,0.9317389762199475,0.0,0.0,0.0,0.0,0.06826102378005254
1,0.0,0.053537248574412465,0.0,0.031062935729890023,0.0,0.0,0.11241783642155631,0.0,0.8029819792741412,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.010609125059315556,0.04929389103958042,0.0077219895637895926,0.0,0.0,0.0,0.9323749943373144
3,0.0,0.0,0.19979110039406783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8002088996059322
4,0.0,0.0,0.1801100068447285,0.0,0.0,0.0,0.0,0.0,0.04427202793662329,0.0,0.0,0.7756179652186482
5,0.0,0.0,0.0,0.0,0.0,0.0,0.6212234417127936,0.0,0.0,0.0,0.0,0.3787765582872063
6,0.0,0.05252181189746302,0.0,0.0,0.0,0.02460972387571305,0.11830208240280166,0.0,0.5514657047635931,0.0,0.0027851729341234212,0.25031550412630577
7,0.0,0.07669377384629729,0.0,0.01490421115011904,0.0,0.0,0.2626150576671592,0.0,0.12413383104810244,0.0,0.0,0.5216531262883222
8,0.0,0.0,0.0,0.0,0.0,0.0003559541003140476,0.8903712208715668,0.014957759211624485,0.09431506581649464,0.0,0.0,0.0
9,0.0,0.0,0.022692423074401183,0.0,0.0,0.0,0.026371462999002917,0.010120007781227134,0.3632498040961147,0.0,0.0,0.5775663020492542
10,0.0,0.0,0.0,0.0,0.0,0.0,0.738336047625571,0.0,0.11111304068668758,0.0,0.05430396520300295,0.0962469464847385
11,0.0,0.0,0.2420001531469788,0.0,0.0,0.0,0.0,0.0,0.05102846744677508,0.0,0.0,0.7069713794062462
12,0.0,0.0,0.05837017471787667,0.0,0.01646636552874378,0.0,0.022231566206425024,0.0,0.7779969048868701,0.0,0.0,0.1249349886600844
13,0.0,0.0,0.1943819452241602,0.0,0.0,0.0,0.0,0.0,0.33408087990241386,0.0,0.0,0.4715371748734261
14,0.0,0.0,0.0,0.0,0.0,0.0,0.5419137182488809,0.0,0.458086281751119,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.13466395148368918,0.0,0.5960132035386505,0.0,0.002387640058102048,0.2669352049195583
16,0.0,0.0,0.0,0.0,0.06593174127946615,0.0,0.7667344406657038,0.0,0.0,0.0,0.0,0.16733381805483002
