,Ventricular Cardiomyocyte,Fibroblast,Myeloid,Endothelial cell,Neural cell,Lymphatic Endothelial cell,Mural cell,Lymphoid,Mast cell,Adipocyte,Atrial Cardiomyocyte,Mesothelial cell
0,0.0,0.0,0.0,0.0,0.0,0.0,4.82629274995309,0.0,0.0,0.0,0.0,0.35358366729554225
1,0.0,0.17098912876428674,0.0,0.09920988580375915,0.0,0.0,0.35904400056291025,0.0,2.564591806743119,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.04663513471980015,0.21668396183862973,0.03394398893394242,0.0,0.0,0.0,4.098493818028265
3,0.0,0.0,1.2739880331867774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.102612479418461
4,0.0,0.0,0.6662788426790408,0.0,0.0,0.0,0.0,0.0,0.16377499536767615,0.0,0.0,2.869234471088904
5,0.0,0.0,0.0,0.0,0.0,0.0,4.892522061935265,0.0,0.0,0.0,0.0,2.98310164029649
6,0.0,0.1615520318414485,0.0,0.0,0.0,0.07569713898942036,0.363885804635964,0.0,1.696255362807432,0.0,0.008566923536756005,0.7699463676532935
7,0.0,0.41383281052753185,0.0,0.08042180322630346,0.0,0.0,1.4170475900567157,0.0,0.6698151571878368,0.0,0.0,2.814794064052857
8,0.0,0.0,0.0,0.0,0.0,0.0018776360554045907,4.696653600922382,0.07890126277244039,0.4975061896707096,0.0,0.0,0.0
9,0.0,0.0,0.10081464513899918,0.0,0.0,0.0,0.11715935646554498,0.04495972025214177,1.6137941715916622,0.0,0.0,2.565928794577443
10,0.0,0.0,0.0,0.0,0.0,0.0,2.016054438181505,0.0,0.3033983502994828,0.0,0.14827902607551957,0.2628059191285443
11,0.0,0.0,0.6987422872990761,0.0,0.0,0.0,0.0,0.0,0.14733770866446744,0.0,0.0,2.041283000351153
12,0.0,0.0,0.2945096487941739,0.0,0.08308187447144295,0.0,0.11217048410844355,0.0,3.925422466673086,0.0,0.0,0.6303657614565391
13,0.0,0.0,0.8637491710553898,0.0,0.0,0.0,0.0,0.0,1.4845107283415495,0.0,0.0,2.095306966133289
14,0.0,0.0,0.0,0.0,0.0,0.0,1.5249223904207274,0.0,1.2890355129671083,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.43038949637744106,0.0,1.90487372217334,0.0,0.007630959813782175,0.8531318674742218
16,0.0,0.0,0.0,0.0,0.3809073160641935,0.0,4.4296533393531305,0.0,0.0,0.0,0.0,0.9667373299283728
