source_run_group,run_id,dataset_id,outer_split_seed,inner_mixture_seed,condition,method_run_id,component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_length,shape_bin,short,fragment_length_lt_100,5120000,,,20138384.0,19832325.45931017,306058.54068982974,10563690.921878008,44494738.302143335,2.0632208831792984,2.9479448052223383
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_length,shape_bin,mono,fragment_length_100_249,5120000,,,11959847.0,11831660.977356637,128186.0226433631,7982834.234336195,24217929.727670804,1.559147311393788,2.174871122603752
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_length,shape_bin,long,fragment_length_ge_250,5120000,,,4646170.0,4603837.972549587,42332.02745041344,4386077.021563675,7904137.671538045,0.8566556682741553,1.2424881846409142
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_count_only,total_count,,,5120000,4107504.0,5120000.0,36330379.0,35838542.779908806,491836.2200911939,14427926.92683552,80380073.70027967,2.8179544778975627,3.9622257816265183
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_count_only,shape_bin,short,fragment_length_lt_100,5120000,,,19896782.0,19601288.194000464,295493.80599953607,10498544.307692476,43855218.29584883,2.050496935096187,2.9266828190646104
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_count_only,shape_bin,mono,fragment_length_100_249,5120000,,,11830279.0,11689130.040859573,141148.9591404274,7940237.11763034,23956365.33313626,1.550827562037176,2.163094451041881
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_count_only,shape_bin,long,fragment_length_ge_250,5120000,,,4603318.0,4548124.545048783,55193.4549512174,4362950.144466454,7840744.841424381,0.8521387000911044,1.237495647200708
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_length,total_count,,,5120000,4107504.0,5120000.0,36330379.0,35838167.673600234,492211.3263997659,14436569.663270129,80430760.77372009,2.819642512357447,3.963474859718074
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_length,shape_bin,short,fragment_length_lt_100,5120000,,,19896782.0,19585871.801402982,310910.19859701395,10497730.34108906,43838024.58238382,2.0503379572439573,2.9261090506416263
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_length,shape_bin,mono,fragment_length_100_249,5120000,,,11830279.0,11697925.976556014,132353.02344398573,7940547.30128517,23933124.08319629,1.5508881447822598,2.1620449341998595
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_211,4409,211,equal_celltype,shapemix_length,shape_bin,long,fragment_length_ge_250,5120000,,,4603318.0,4554369.89564126,48948.10435874015,4363142.63924536,7829653.154790257,0.8521762967276094,1.2366200434227856
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_count_only,total_count,,,5120000,4086505.0,5120000.0,35888867.0,35387784.25042276,501082.7495772392,14366948.29878704,81140562.07179946,2.8060445896068433,3.980925273055038
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_count_only,shape_bin,short,fragment_length_lt_100,5120000,,,19623152.0,19376135.22810434,247016.77189565825,10439179.94097415,43500705.38670249,2.0389023322215136,2.9148295869296255
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_count_only,shape_bin,mono,fragment_length_100_249,5120000,,,11685518.0,11526400.112204112,159117.8877958879,7884635.353215126,24192614.01996461,1.539967842424829,2.1737340973022294
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_count_only,shape_bin,long,fragment_length_ge_250,5120000,,,4580197.0,4485248.910114324,94948.08988567628,4343122.459568708,7849418.247797282,0.8482661053845133,1.238179914843924
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_length,total_count,,,5120000,4086505.0,5120000.0,35888867.0,35384593.29694388,504273.7030561194,14375426.043402355,81193670.92902803,2.807700399102023,3.982227875615079
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_length,shape_bin,short,fragment_length_lt_100,5120000,,,19623152.0,19356999.769803613,266152.2301963866,10437947.56563549,43483171.88909861,2.0386616339131813,2.914242098657826
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_length,shape_bin,mono,fragment_length_100_249,5120000,,,11685518.0,11534239.324690854,151278.67530914582,7885205.155784476,24171873.177462246,1.5400791319891554,2.1728021032696687
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_101,5501,101,equal_celltype,shapemix_length,shape_bin,long,fragment_length_ge_250,5120000,,,4580197.0,4493354.202449404,86842.7975505963,4343616.409696104,7837797.911500852,0.8483625800187703,1.237263070082515
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_count_only,total_count,,,5120000,4096184.0,5120000.0,36076356.0,35581357.62125065,494998.3787493482,14401786.235919343,81637631.51496354,2.812848874202997,3.9931002874040513
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_count_only,shape_bin,short,fragment_length_lt_100,5120000,,,19729863.0,19477548.347167984,252314.65283201635,10472182.208373535,43816711.00322684,2.045348087572956,2.9253976426834254
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_count_only,shape_bin,mono,fragment_length_100_249,5120000,,,11749424.0,11592548.520079214,156875.47992078587,7902803.147005062,24317210.82874253,1.5435162396494262,2.1793244916690986
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_count_only,shape_bin,long,fragment_length_ge_250,5120000,,,4597069.0,4511260.754003446,85808.24599655438,4356487.794049115,7877325.84309491,0.8508765222752177,1.240379056470027
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_length,total_count,,,5120000,4096184.0,5120000.0,36076356.0,35578595.28852953,497760.71147046983,14410508.507540297,81692901.60847585,2.814552442878964,3.994451757801744
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_length,shape_bin,short,fragment_length_lt_100,5120000,,,19729863.0,19459204.235915188,270658.76408481225,10470893.706772132,43800052.31494617,2.045096427103932,2.92484148592072
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_length,shape_bin,mono,fragment_length_100_249,5120000,,,11749424.0,11600202.957142208,149221.04285779223,7903026.142965883,24296051.455486696,1.543559793548024,2.178376126820101
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_length,shape_bin,long,fragment_length_ge_250,5120000,,,4597069.0,4519188.095472117,77880.90452788305,4356952.691962097,7865885.809983194,0.850967322648847,1.239478044284102
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101,1103,101,observed_abundance,shapemix_count_only,total_count,,,5120000,4050988.0,5120000.0,33963322.0,33453531.050171304,509790.9498286955,13970123.803785024,76651965.37694614,2.7285398054267627,3.8692488919278367
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101,1103,101,observed_abundance,shapemix_count_only,shape_bin,short,fragment_length_lt_100,5120000,,,18319167.0,18074353.47151656,244813.52848343924,10055947.059025995,40473941.8504961,1.964052159966015,2.811595057556301
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101,1103,101,observed_abundance,shapemix_count_only,shape_bin,mono,fragment_length_100_249,5120000,,,11194972.0,11014474.523377985,180497.47662201524,7724075.988679828,23137555.414110977,1.5086085915390288,2.125806621454207
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101,1103,101,observed_abundance,shapemix_count_only,shape_bin,long,fragment_length_ge_250,5120000,,,4449183.0,4364703.055276742,84479.9447232578,4302664.741223749,7612782.840734799,0.8403642072702634,1.21937346558838
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101,1103,101,observed_abundance,shapemix_length,total_count,,,5120000,4050988.0,5120000.0,33963322.0,33454537.31745158,508784.68254841864,13974236.159524208,76680100.77650766,2.7293429999070717,3.8699589381428394
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101,1103,101,observed_abundance,shapemix_length,shape_bin,short,fragment_length_lt_100,5120000,,,18319167.0,18067525.62197846,251641.37802153823,10055085.118605183,40465840.63723667,1.9638838122275748,2.811313660810598
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101,1103,101,observed_abundance,shapemix_length,shape_bin,mono,fragment_length_100_249,5120000,,,11194972.0,11019075.990134712,175896.0098652877,7724005.553632164,23128468.90797112,1.508594834693782,2.12538916050405
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101,1103,101,observed_abundance,shapemix_length,shape_bin,long,fragment_length_ge_250,5120000,,,4449183.0,4367935.705338409,81247.29466159083,4302742.863635385,7608446.958725397,0.8403794655537862,1.2190261673262204
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211,1103,211,observed_abundance,shapemix_count_only,total_count,,,5120000,4036611.0,5120000.0,33955595.0,33456321.357365325,499273.6426346749,13920260.714943163,76558142.90700749,2.718800920887337,3.866880174834087
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211,1103,211,observed_abundance,shapemix_count_only,shape_bin,short,fragment_length_lt_100,5120000,,,18320043.0,18075928.93189023,244114.06810976565,10024436.116212323,40462500.26684524,1.9578976789477192,2.811197624388618
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211,1103,211,observed_abundance,shapemix_count_only,shape_bin,mono,fragment_length_100_249,5120000,,,11190369.0,11014905.088526107,175463.91147389263,7696727.423833827,23082234.178220738,1.5032670749675443,2.1232637290110095
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211,1103,211,observed_abundance,shapemix_count_only,shape_bin,long,fragment_length_ge_250,5120000,,,4445183.0,4365487.336948975,79695.66305102501,4291674.887205237,7597535.104185551,0.8382177514072727,1.2181517044425298
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211,1103,211,observed_abundance,shapemix_length,total_count,,,5120000,4036611.0,5120000.0,33955595.0,33455617.09788123,499977.90211876854,13924594.696697868,76587869.65881313,2.719647401698802,3.867630837184042
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211,1103,211,observed_abundance,shapemix_length,shape_bin,short,fragment_length_lt_100,5120000,,,18320043.0,18068534.33070273,251508.6692972742,10023692.289590592,40455181.380475394,1.9577524003106623,2.8109433671588087
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211,1103,211,observed_abundance,shapemix_length,shape_bin,mono,fragment_length_100_249,5120000,,,11190369.0,11018784.538916271,171584.46108372696,7696773.627016881,23073882.010179203,1.5032760990267344,2.122879549129702
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211,1103,211,observed_abundance,shapemix_length,shape_bin,long,fragment_length_ge_250,5120000,,,4445183.0,4368298.228262208,76884.7717377916,4291684.051649436,7593087.793552248,0.8382195413377805,1.2177951222098788
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101,2203,101,observed_abundance,shapemix_count_only,total_count,,,5120000,4055678.0,5120000.0,33785926.0,33268566.185788915,517359.81421108544,13946482.375358876,76341780.83303252,2.7239223389372804,3.861412185839743
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101,2203,101,observed_abundance,shapemix_count_only,shape_bin,short,fragment_length_lt_100,5120000,,,18226071.0,17956837.120585658,269233.87941434234,10039674.020576164,40202674.085646376,1.960873832143782,2.802157165890737
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101,2203,101,observed_abundance,shapemix_count_only,shape_bin,mono,fragment_length_100_249,5120000,,,11148720.0,10977055.83148942,171664.16851057857,7719949.690439163,23215636.766973794,1.507802673913899,2.1293905362919148
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101,2203,101,observed_abundance,shapemix_count_only,shape_bin,long,fragment_length_ge_250,5120000,,,4411135.0,4334673.233713842,76461.766286158,4293404.46552453,7549534.724414385,0.8385555596727597,1.2142975339109376
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101,2203,101,observed_abundance,shapemix_length,total_count,,,5120000,4055678.0,5120000.0,33785926.0,33267354.329979613,518571.6700203866,13951108.418300856,76370247.46105753,2.724825862949386,3.862132048135822
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101,2203,101,observed_abundance,shapemix_length,shape_bin,short,fragment_length_lt_100,5120000,,,18226071.0,17950280.710132256,275790.28986774385,10039215.640935136,40195360.8376106,1.9607843048701437,2.801902284805061
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101,2203,101,observed_abundance,shapemix_length,shape_bin,mono,fragment_length_100_249,5120000,,,11148720.0,10980163.981090603,168556.01890939474,7720102.987145703,23206423.471951462,1.5078326146768952,2.1289679622684603
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101,2203,101,observed_abundance,shapemix_length,shape_bin,long,fragment_length_ge_250,5120000,,,4411135.0,4336909.638756751,74225.36124324892,4293319.520257243,7545169.670044033,0.8385389688002428,1.213946436701585
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_211,2203,211,observed_abundance,shapemix_count_only,total_count,,,5120000,4019828.0,5120000.0,33294360.0,32792142.838977635,502217.1610223651,13786851.79137832,74815658.10921387,2.6927444905035784,3.82262125045836
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_211,2203,211,observed_abundance,shapemix_count_only,shape_bin,short,fragment_length_lt_100,5120000,,,17934820.0,17695659.54820009,239160.45179991052,9919632.68600758,39440977.23439252,1.9374282589858551,2.7754847983896953
