effect_level,outer_split_seed,inner_mixture_seed,condition,aggregation,cell_type,metric,n_inner_expected,n_inner_available,shapemix_length_run_id,shapemix_length_status,shapemix_length_value,shapemix_count_only_run_id,shapemix_count_only_status,shapemix_count_only_value,effect_status,unavailable_reason,delta_length_minus_count_only
inner_pair,1103,101.0,equal_celltype,per_type,cDC,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.6705202312138728,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.6605113636363636,complete,,0.010008867577509184
inner_pair,1103,101.0,equal_celltype,per_type,cDC,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.9893390191897654,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.9914712153518124,complete,,-0.002132196162046962
inner_pair,1103,101.0,equal_celltype,per_type,cDC,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7993109388458225,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7928388746803069,complete,,0.006472064165515601
inner_pair,1103,101.0,equal_celltype,per_type,cDC,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.9736847247383928,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.9775118595131321,complete,,-0.0038271347747392825
inner_pair,1103,101.0,equal_celltype,per_type,Treg,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.5707070707070707,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.5885416666666666,complete,,-0.01783459595959591
inner_pair,1103,101.0,equal_celltype,per_type,Treg,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.9617021276595744,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.9617021276595744,complete,,0.0
inner_pair,1103,101.0,equal_celltype,per_type,Treg,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7163232963549919,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7302100161550887,complete,,-0.013886719800096814
inner_pair,1103,101.0,equal_celltype,per_type,Treg,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.8677493668341659,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.9073455214215886,complete,,-0.039596154587422716
inner_pair,1103,101.0,equal_celltype,per_type,gdT,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.5591274397244547,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.5712616822429907,complete,,-0.01213424251853601
inner_pair,1103,101.0,equal_celltype,per_type,gdT,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.974,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.978,complete,,-0.0040000000000000036
inner_pair,1103,101.0,equal_celltype,per_type,gdT,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7104303428154632,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7212389380530975,complete,,-0.010808595237634222
inner_pair,1103,101.0,equal_celltype,per_type,gdT,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7161267254519453,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7602750011096722,complete,,-0.04414827565772683
inner_pair,1103,101.0,equal_celltype,per_type,MAIT,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.5320886814469078,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.5435041716328963,complete,,-0.01141549018598853
inner_pair,1103,101.0,equal_celltype,per_type,MAIT,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.9934640522875817,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.9934640522875817,complete,,0.0
inner_pair,1103,101.0,equal_celltype,per_type,MAIT,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.6930091185410335,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7026194144838213,complete,,-0.009610295942787728
inner_pair,1103,101.0,equal_celltype,per_type,MAIT,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.8876069502960235,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.9092315603216077,complete,,-0.021624610025584134
inner_pair,1103,101.0,equal_celltype,per_type,Naive B,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.6256410256410256,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.6490066225165563,complete,,-0.023365596875530636
inner_pair,1103,101.0,equal_celltype,per_type,Naive B,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.9740518962075848,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.9780439121756487,complete,,-0.003992015968063867
inner_pair,1103,101.0,equal_celltype,per_type,Naive B,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.761904761904762,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7802547770700637,complete,,-0.01835001516530177
inner_pair,1103,101.0,equal_celltype,per_type,Naive B,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.8803899832098864,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.9215303749314067,complete,,-0.041140391721520286
inner_pair,1103,101.0,equal_celltype,pooled_micro,,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.5879258517034068,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.5996940336562978,complete,,-0.011768181952890977
inner_pair,1103,101.0,equal_celltype,pooled_micro,,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.9783243017924135,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.980408503543143,complete,,-0.002084201750729542
inner_pair,1103,101.0,equal_celltype,pooled_micro,,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7344703489281803,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7441860465116279,complete,,-0.009715697583447591
inner_pair,1103,101.0,equal_celltype,pooled_micro,,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.8685971972193006,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.8969380832231375,complete,,-0.028340886003836885
inner_pair,1103,101.0,equal_celltype,macro_evaluable_types,,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.5916168897466664,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.6025651013390947,complete,,-0.010948211592428314
inner_pair,1103,101.0,equal_celltype,macro_evaluable_types,,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.9785114190689013,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.9805362614949233,complete,,-0.0020248424260220776
inner_pair,1103,101.0,equal_celltype,macro_evaluable_types,,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.7361956916924146,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7454324040884756,complete,,-0.009236712396060942
inner_pair,1103,101.0,equal_celltype,macro_evaluable_types,,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.8651115501060828,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.8951788634594815,complete,,-0.03006731335339874
inner_pair,1103,101.0,observed_abundance,per_type,cDC,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.27071005917159763,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.27232142857142855,complete,,-0.0016113693998309198
inner_pair,1103,101.0,observed_abundance,per_type,cDC,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.9945652173913043,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.9945652173913043,complete,,0.0
inner_pair,1103,101.0,observed_abundance,per_type,cDC,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.4255813953488372,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.4275700934579439,complete,,-0.001988698109106679
inner_pair,1103,101.0,observed_abundance,per_type,cDC,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.9059844866837656,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.9076224031170043,complete,,-0.0016379164332386287
inner_pair,1103,101.0,observed_abundance,per_type,Treg,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.2167352537722908,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.2248939179632249,complete,,-0.008158664190934084
inner_pair,1103,101.0,observed_abundance,per_type,Treg,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.9753086419753086,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.9814814814814815,complete,,-0.006172839506172867
inner_pair,1103,101.0,observed_abundance,per_type,Treg,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.3546576879910213,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.3659378596087457,complete,,-0.011280171617724377
inner_pair,1103,101.0,observed_abundance,per_type,Treg,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.5407282895925671,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.6398314774589458,complete,,-0.09910318786637862
inner_pair,1103,101.0,observed_abundance,per_type,gdT,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.27703984819734345,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.29583333333333334,complete,,-0.018793485135989885
inner_pair,1103,101.0,observed_abundance,per_type,gdT,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.9240506329113924,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.8987341772151899,complete,,0.025316455696202556
inner_pair,1103,101.0,observed_abundance,per_type,gdT,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.4262773722627737,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.445141065830721,complete,,-0.018863693567947315
inner_pair,1103,101.0,observed_abundance,per_type,gdT,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.43054493009767303,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.4880474117923918,complete,,-0.05750248169471878
inner_pair,1103,101.0,observed_abundance,per_type,MAIT,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.21832358674463936,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.22828282828282828,complete,,-0.009959241538188918
inner_pair,1103,101.0,observed_abundance,per_type,MAIT,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.9824561403508771,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.9912280701754386,complete,,-0.00877192982456143
inner_pair,1103,101.0,observed_abundance,per_type,MAIT,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.3572567783094099,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.3711001642036125,complete,,-0.013843385894202642
inner_pair,1103,101.0,observed_abundance,per_type,MAIT,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.6895038200414206,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7576521660682912,complete,,-0.06814834602687059
inner_pair,1103,101.0,observed_abundance,per_type,Naive B,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.31690140845070425,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.3278301886792453,complete,,-0.010928780228541046
inner_pair,1103,101.0,observed_abundance,per_type,Naive B,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.9574468085106383,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.9858156028368794,complete,,-0.028368794326241065
inner_pair,1103,101.0,observed_abundance,per_type,Naive B,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.4761904761904763,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.49203539823008846,complete,,-0.015844922039612186
inner_pair,1103,101.0,observed_abundance,per_type,Naive B,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.6589927618066747,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.784074315882714,complete,,-0.12508155407603938
inner_pair,1103,101.0,observed_abundance,pooled_micro,,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.255660048763497,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.26493880489560834,complete,,-0.009278756132111321
inner_pair,1103,101.0,observed_abundance,pooled_micro,,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.9670619235836627,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.9696969696969697,complete,,-0.0026350461133070047
inner_pair,1103,101.0,observed_abundance,pooled_micro,,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.4044077134986226,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.4161718970879276,complete,,-0.011764183589305033
inner_pair,1103,101.0,observed_abundance,pooled_micro,,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.6633696954171423,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.721299476303089,complete,,-0.05792978088594669
inner_pair,1103,101.0,observed_abundance,macro_evaluable_types,,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.2599420312673151,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.2698323393660121,complete,,-0.00989030809869701
inner_pair,1103,101.0,observed_abundance,macro_evaluable_types,,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.9667654882279042,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.9703649098200587,complete,,-0.003599421592154539
inner_pair,1103,101.0,observed_abundance,macro_evaluable_types,,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.4079927420205037,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.4203569162662223,complete,,-0.012364174245718618
inner_pair,1103,101.0,observed_abundance,macro_evaluable_types,,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,success,0.6451508576444203,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,success,0.7154455548638694,complete,,-0.07029469721944914
inner_pair,1103,211.0,equal_celltype,per_type,cDC,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,success,0.6588579795021962,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,success,0.6613372093023255,complete,,-0.002479229800129379
inner_pair,1103,211.0,equal_celltype,per_type,cDC,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,success,0.982532751091703,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,success,0.9934497816593887,complete,,-0.01091703056768567
inner_pair,1103,211.0,equal_celltype,per_type,cDC,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,success,0.7887817703768624,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,success,0.794066317626527,complete,,-0.005284547249664651
