effect_level,outer_split_seed,inner_mixture_seed,condition,aggregation,cell_type,metric,n_inner_expected,n_inner_available,shapemix_length_run_id,shapemix_length_status,shapemix_length_value,shapemix_count_only_run_id,shapemix_count_only_status,shapemix_count_only_value,effect_status,unavailable_reason,delta_length_minus_count_only
inner_pair,1103,211.0,equal_celltype,per_type,cDC,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,success,0.9676531998958491,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,success,0.9720315393691006,complete,,-0.004378339473251502
inner_pair,1103,211.0,equal_celltype,per_type,Treg,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,success,0.5856777493606138,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,success,0.6084656084656085,complete,,-0.0227878591049947
inner_pair,1103,211.0,equal_celltype,per_type,Treg,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,success,0.9723991507430998,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,success,0.9766454352441614,complete,,-0.00424628450106157
inner_pair,1103,211.0,equal_celltype,per_type,Treg,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,success,0.7310454908220271,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,success,0.7497962510187449,complete,,-0.01875076019671784
inner_pair,1103,211.0,equal_celltype,per_type,Treg,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,success,0.8806601780105456,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,success,0.8970391997903486,complete,,-0.016379021779802994
inner_pair,1103,211.0,equal_celltype,per_type,gdT,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,success,0.5272305909617613,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,success,0.5465538089480049,complete,,-0.01932321798624359
inner_pair,1103,211.0,equal_celltype,per_type,gdT,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,success,0.9722222222222222,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,success,0.9658119658119658,complete,,0.0064102564102563875
inner_pair,1103,211.0,equal_celltype,per_type,gdT,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,success,0.6836964688204358,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,success,0.698069498069498,complete,,-0.014373029249062252
inner_pair,1103,211.0,equal_celltype,per_type,gdT,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,success,0.7016685487134579,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,success,0.7481382528464745,complete,,-0.046469704133016654
inner_pair,1103,211.0,equal_celltype,per_type,MAIT,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,success,0.5195266272189349,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,success,0.5276442307692307,complete,,-0.008117603550295782
inner_pair,1103,211.0,equal_celltype,per_type,MAIT,recall,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,success,0.9909706546275395,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,success,0.9909706546275395,complete,,0.0
inner_pair,1103,211.0,equal_celltype,per_type,MAIT,f1,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,success,0.6816770186335405,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,success,0.6886274509803921,complete,,-0.006950432346851665
inner_pair,1103,211.0,equal_celltype,per_type,MAIT,auprc,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,success,0.8631266243794963,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,success,0.8947217946374488,complete,,-0.031595170257952554
inner_pair,1103,211.0,equal_celltype,per_type,Naive B,precision,1,1,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_length,success,0.6026731470230863,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_1103_mix_211__atac__highly_variable__shapemix_count_only,success,0.6181592039800995,complete,,-0.015486056957013217
