source_run_group,run_id,dataset_id,outer_split_seed,inner_mixture_seed,condition,method_run_id,aggregation,cell_type,n_types_in_aggregate,true_presence_rule,predicted_presence_threshold,n_pairs,truth_positives,truth_negatives,predicted_positives,tp,fp,fn,tn,precision,precision_defined,precision_undefined_reason,recall,recall_defined,recall_undefined_reason,f1,f1_defined,f1_undefined_reason,auprc,auprc_defined,auprc_undefined_reason,has_both_truth_classes,precision_n_types_expected,precision_n_types_defined,recall_n_types_expected,recall_n_types_defined,f1_n_types_expected,f1_n_types_defined,auprc_n_types_expected,auprc_n_types_defined
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_count_only,per_type,MAIT,1,truth_proportion > 0,0.01,1024.0,483.0,541.0,774.0,481.0,293.0,2.0,248.0,0.6214470284237726,True,,0.9958592132505176,True,,0.7653142402545744,True,,0.9285607439090316,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_count_only,per_type,Naive B,1,truth_proportion > 0,0.01,1024.0,467.0,557.0,761.0,466.0,295.0,1.0,262.0,0.6123521681997371,True,,0.9978586723768736,True,,0.7589576547231269,True,,0.930377605421847,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_count_only,pooled_micro,,5,truth_proportion > 0,0.01,5120.0,2333.0,2787.0,3881.0,2315.0,1566.0,18.0,1221.0,0.5964957485184231,True,,0.992284612087441,True,,0.7450917283553268,True,,0.899917041172841,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_count_only,macro_evaluable_types,,5,truth_proportion > 0,0.01,,,,,,,,,0.5993133475752093,True,,0.9922347721229494,True,,0.7466053381685482,True,,0.8901759377652125,True,,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_length,per_type,cDC,1,truth_proportion > 0,0.01,1024.0,450.0,574.0,688.0,449.0,239.0,1.0,335.0,0.6526162790697675,True,,0.9977777777777778,True,,0.7891036906854131,True,,0.9843456442881928,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_length,per_type,Treg,1,truth_proportion > 0,0.01,1024.0,455.0,569.0,812.0,437.0,375.0,18.0,194.0,0.5381773399014779,True,,0.9604395604395605,True,,0.6898184688239938,True,,0.8186811415899123,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_length,per_type,gdT,1,truth_proportion > 0,0.01,1024.0,478.0,546.0,886.0,472.0,414.0,6.0,132.0,0.5327313769751693,True,,0.9874476987447699,True,,0.6920821114369501,True,,0.6835678535965991,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_length,per_type,MAIT,1,truth_proportion > 0,0.01,1024.0,483.0,541.0,811.0,481.0,330.0,2.0,211.0,0.593094944512947,True,,0.9958592132505176,True,,0.7434312210200926,True,,0.893396116130406,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_length,per_type,Naive B,1,truth_proportion > 0,0.01,1024.0,467.0,557.0,802.0,465.0,337.0,2.0,220.0,0.5798004987531172,True,,0.9957173447537473,True,,0.7328605200945627,True,,0.8968210005941651,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_length,pooled_micro,,5,truth_proportion > 0,0.01,5120.0,2333.0,2787.0,3999.0,2304.0,1695.0,29.0,1092.0,0.5761440360090022,True,,0.9875696528075439,True,,0.7277321541377132,True,,0.8659540756481388,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_2203_mix_211,2203,211,equal_celltype,shapemix_length,macro_evaluable_types,,5,truth_proportion > 0,0.01,,,,,,,,,0.5792840878424956,True,,0.9874483189932747,True,,0.7294592024122024,True,,0.855362351239855,True,,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_count_only,per_type,cDC,1,truth_proportion > 0,0.01,1024.0,465.0,559.0,693.0,459.0,234.0,6.0,325.0,0.6623376623376623,True,,0.9870967741935484,True,,0.7927461139896375,True,,0.9772109482336649,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_count_only,per_type,Treg,1,truth_proportion > 0,0.01,1024.0,486.0,538.0,788.0,465.0,323.0,21.0,215.0,0.5901015228426396,True,,0.9567901234567902,True,,0.7299843014128728,True,,0.8831409988789711,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_count_only,per_type,gdT,1,truth_proportion > 0,0.01,1024.0,506.0,518.0,873.0,499.0,374.0,7.0,144.0,0.5715922107674685,True,,0.9861660079051383,True,,0.7237128353879623,True,,0.814288753071326,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_count_only,per_type,MAIT,1,truth_proportion > 0,0.01,1024.0,524.0,500.0,840.0,524.0,316.0,0.0,184.0,0.6238095238095238,True,,1.0,True,,0.7683284457478006,True,,0.9467868771010227,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_count_only,per_type,Naive B,1,truth_proportion > 0,0.01,1024.0,461.0,563.0,724.0,459.0,265.0,2.0,298.0,0.6339779005524862,True,,0.9956616052060737,True,,0.7746835443037974,True,,0.9199536402149,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_count_only,pooled_micro,,5,truth_proportion > 0,0.01,5120.0,2442.0,2678.0,3918.0,2406.0,1512.0,36.0,1166.0,0.6140888208269525,True,,0.9852579852579852,True,,0.7566037735849057,True,,0.9125235799072116,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_count_only,macro_evaluable_types,,5,truth_proportion > 0,0.01,,,,,,,,,0.6163637640619561,True,,0.9851429021523102,True,,0.757891048168414,True,,0.908276243499977,True,,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_length,per_type,cDC,1,truth_proportion > 0,0.01,1024.0,465.0,559.0,692.0,458.0,234.0,7.0,325.0,0.661849710982659,True,,0.9849462365591398,True,,0.7917026793431289,True,,0.9736597282144329,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_length,per_type,Treg,1,truth_proportion > 0,0.01,1024.0,486.0,538.0,787.0,461.0,326.0,25.0,212.0,0.5857687420584498,True,,0.948559670781893,True,,0.7242733699921444,True,,0.83629839127247,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_length,per_type,gdT,1,truth_proportion > 0,0.01,1024.0,506.0,518.0,897.0,498.0,399.0,8.0,119.0,0.5551839464882943,True,,0.9841897233201581,True,,0.7099073414112615,True,,0.7743580535317416,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_length,per_type,MAIT,1,truth_proportion > 0,0.01,1024.0,524.0,500.0,874.0,524.0,350.0,0.0,150.0,0.5995423340961098,True,,1.0,True,,0.7496423462088697,True,,0.924370930449254,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_length,per_type,Naive B,1,truth_proportion > 0,0.01,1024.0,461.0,563.0,761.0,458.0,303.0,3.0,260.0,0.6018396846254928,True,,0.9934924078091106,True,,0.7495908346972175,True,,0.8903379304771655,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_length,pooled_micro,,5,truth_proportion > 0,0.01,5120.0,2442.0,2678.0,4011.0,2399.0,1612.0,43.0,1066.0,0.5981052106706557,True,,0.9823914823914824,True,,0.7435301410196808,True,,0.8858506137084946,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_101,3301,101,equal_celltype,shapemix_length,macro_evaluable_types,,5,truth_proportion > 0,0.01,,,,,,,,,0.6008368836502012,True,,0.9822376076940603,True,,0.7450233143305245,True,,0.8798050067890127,True,,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_count_only,per_type,cDC,1,truth_proportion > 0,0.01,1024.0,462.0,562.0,685.0,456.0,229.0,6.0,333.0,0.6656934306569343,True,,0.987012987012987,True,,0.7951176983435049,True,,0.9775616941323877,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_count_only,per_type,Treg,1,truth_proportion > 0,0.01,1024.0,453.0,571.0,765.0,439.0,326.0,14.0,245.0,0.5738562091503268,True,,0.9690949227373068,True,,0.7208538587848932,True,,0.8774657647927192,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_count_only,per_type,gdT,1,truth_proportion > 0,0.01,1024.0,447.0,577.0,848.0,443.0,405.0,4.0,172.0,0.5224056603773585,True,,0.9910514541387024,True,,0.6841698841698841,True,,0.7727780831047928,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_count_only,per_type,MAIT,1,truth_proportion > 0,0.01,1024.0,466.0,558.0,822.0,464.0,358.0,2.0,200.0,0.5644768856447688,True,,0.9957081545064378,True,,0.7204968944099379,True,,0.9529840341340053,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_count_only,per_type,Naive B,1,truth_proportion > 0,0.01,1024.0,429.0,595.0,739.0,428.0,311.0,1.0,284.0,0.5791610284167794,True,,0.9976689976689976,True,,0.732876712328767,True,,0.9147530389872699,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_count_only,pooled_micro,,5,truth_proportion > 0,0.01,5120.0,2257.0,2863.0,3859.0,2230.0,1629.0,27.0,1234.0,0.5778699144856181,True,,0.9880372175454143,True,,0.7292347939829954,True,,0.9078228012330284,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_count_only,macro_evaluable_types,,5,truth_proportion > 0,0.01,,,,,,,,,0.5811186428492336,True,,0.9881073032128864,True,,0.7307030096073974,True,,0.8991085230302349,True,,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_length,per_type,cDC,1,truth_proportion > 0,0.01,1024.0,462.0,562.0,685.0,457.0,228.0,5.0,334.0,0.6671532846715329,True,,0.9891774891774892,True,,0.7968613775065388,True,,0.9767021318480045,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_length,per_type,Treg,1,truth_proportion > 0,0.01,1024.0,453.0,571.0,785.0,435.0,350.0,18.0,221.0,0.554140127388535,True,,0.9602649006622517,True,,0.7027463651050082,True,,0.8429946985311333,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_length,per_type,gdT,1,truth_proportion > 0,0.01,1024.0,447.0,577.0,882.0,442.0,440.0,5.0,137.0,0.5011337868480725,True,,0.9888143176733781,True,,0.6651617757712566,True,,0.7093983114335647,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_length,per_type,MAIT,1,truth_proportion > 0,0.01,1024.0,466.0,558.0,846.0,464.0,382.0,2.0,176.0,0.5484633569739953,True,,0.9957081545064378,True,,0.7073170731707317,True,,0.9268134841804406,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_length,per_type,Naive B,1,truth_proportion > 0,0.01,1024.0,429.0,595.0,766.0,427.0,339.0,2.0,256.0,0.5574412532637075,True,,0.9953379953379954,True,,0.7146443514644352,True,,0.8645716758450356,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_length,pooled_micro,,5,truth_proportion > 0,0.01,5120.0,2257.0,2863.0,3964.0,2225.0,1739.0,32.0,1124.0,0.5613017154389506,True,,0.9858218874612317,True,,0.7153190805336762,True,,0.8759860916371136,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_3301_mix_211,3301,211,equal_celltype,shapemix_length,macro_evaluable_types,,5,truth_proportion > 0,0.01,,,,,,,,,0.5656663618291687,True,,0.9858605714715105,True,,0.7173461886035941,True,,0.8640960603676359,True,,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_count_only,per_type,cDC,1,truth_proportion > 0,0.01,1024.0,468.0,556.0,676.0,467.0,209.0,1.0,347.0,0.6908284023668639,True,,0.9978632478632479,True,,0.8164335664335663,True,,0.9802347220804538,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_count_only,per_type,Treg,1,truth_proportion > 0,0.01,1024.0,458.0,566.0,746.0,440.0,306.0,18.0,260.0,0.5898123324396782,True,,0.9606986899563319,True,,0.7308970099667774,True,,0.8830283317637794,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_count_only,per_type,gdT,1,truth_proportion > 0,0.01,1024.0,490.0,534.0,829.0,480.0,349.0,10.0,185.0,0.5790108564535585,True,,0.9795918367346939,True,,0.7278241091736164,True,,0.8003674436601744,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_count_only,per_type,MAIT,1,truth_proportion > 0,0.01,1024.0,439.0,585.0,841.0,438.0,403.0,1.0,182.0,0.5208085612366231,True,,0.9977220956719818,True,,0.6843750000000001,True,,0.8943141960733699,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_count_only,per_type,Naive B,1,truth_proportion > 0,0.01,1024.0,487.0,537.0,767.0,486.0,281.0,1.0,256.0,0.6336375488917861,True,,0.997946611909651,True,,0.7751196172248802,True,,0.9527175857596626,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_count_only,pooled_micro,,5,truth_proportion > 0,0.01,5120.0,2342.0,2778.0,3859.0,2311.0,1548.0,31.0,1230.0,0.5988598082404768,True,,0.9867634500426985,True,,0.7453636510240284,True,,0.9029140752537591,True,,True,,,,,,,,
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_4409_mix_101,4409,101,equal_celltype,shapemix_count_only,macro_evaluable_types,,5,truth_proportion > 0,0.01,,,,,,,,,0.602819540277702,True,,0.9867644964271813,True,,0.7469298605597681,True,,0.902132455867488,True,,True,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
