condition,metric,analysis_status,reporting_scope,n_outer_expected,n_outer_available,bootstrap_seed_tuple,bootstrap_replicates,sign_flip_label,unavailable_reason,mean_outer_effect,median_outer_effect,sd_outer_effect,min_outer_effect,max_outer_effect,bootstrap_percentile_95_lower,bootstrap_percentile_95_upper,n_outer_improved,exploratory_sign_flip_pvalue,directional_support_rule_met
observed_abundance,rmse_v1,complete,"one-donor conditional resampling variability; not biological replication, donor-level uncertainty, or population-level generalization",5,5,"[20260822, 9001]",10000,exploratory_exact_two_sided_paired_sign_flip,,2.5006160704518084e-05,0.00010566741152540776,0.0001495442338243244,-0.00021450809090579545,0.00013572897995367886,-0.00010734147295379456,0.00012624690426837892,2,0.75,False
observed_abundance,jsd_v2,complete,"one-donor conditional resampling variability; not biological replication, donor-level uncertainty, or population-level generalization",5,5,"[20260822, 9001]",10000,exploratory_exact_two_sided_paired_sign_flip,,0.00576731276267452,0.005752787518418699,0.000357889330094051,0.005286844277196792,0.0061176313885953765,0.005492310658531503,0.006042314866817537,0,0.0625,False
equal_celltype,rmse_v1,complete,"one-donor conditional resampling variability; not biological replication, donor-level uncertainty, or population-level generalization",5,5,"[20260822, 9001]",10000,exploratory_exact_two_sided_paired_sign_flip,,0.005230050568218967,0.005290348740813633,0.00027166395446017724,0.004889413122639064,0.005497844334616114,0.005017262939896289,0.005442838196541644,0,0.0625,False
equal_celltype,jsd_v2,complete,"one-donor conditional resampling variability; not biological replication, donor-level uncertainty, or population-level generalization",5,5,"[20260822, 9001]",10000,exploratory_exact_two_sided_paired_sign_flip,,0.02705363512878446,0.027309400269308712,0.0008366076743771882,0.025789231340058574,0.02797821962303386,0.026397298911758627,0.027640329479191227,0,0.0625,False
