source_run_group,run_id,dataset_id,outer_split_seed,inner_mixture_seed,condition,method_run_id,metric,value,metric_name,metric_version,n_spots,n_cell_types,cell_type_universe
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_equal_celltype_split_5501_mix_211,5501,211,equal_celltype,shapemix_length,jsd_v2,0.18486794331664583,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101,1103,101,observed_abundance,shapemix_count_only,rmse_v1,0.047354511251370836,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101,1103,101,observed_abundance,shapemix_count_only,jsd_v2,0.12374910622032903,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101,1103,101,observed_abundance,shapemix_length,rmse_v1,0.04757879364656492,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_101,1103,101,observed_abundance,shapemix_length,jsd_v2,0.1306361947628299,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211,1103,211,observed_abundance,shapemix_count_only,rmse_v1,0.046966891712475964,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211,1103,211,observed_abundance,shapemix_count_only,jsd_v2,0.12262538404885912,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211,1103,211,observed_abundance,shapemix_length,rmse_v1,0.047014067277189237,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_1103_mix_211,1103,211,observed_abundance,shapemix_length,jsd_v2,0.127973558283549,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101,2203,101,observed_abundance,shapemix_count_only,rmse_v1,0.04545599660589132,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101,2203,101,observed_abundance,shapemix_count_only,jsd_v2,0.12069074001955034,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101,2203,101,observed_abundance,shapemix_length,rmse_v1,0.04536481085601438,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_101,2203,101,observed_abundance,shapemix_length,jsd_v2,0.12634055595838825,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_211,2203,211,observed_abundance,shapemix_count_only,rmse_v1,0.04592736365995601,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_211,2203,211,observed_abundance,shapemix_count_only,jsd_v2,0.11956014824972469,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_211,2203,211,observed_abundance,shapemix_length,rmse_v1,0.04622988423288377,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_2203_mix_211,2203,211,observed_abundance,shapemix_length,jsd_v2,0.12541590734772418,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_101,3301,101,observed_abundance,shapemix_count_only,rmse_v1,0.04721544688885463,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_101,3301,101,observed_abundance,shapemix_count_only,jsd_v2,0.12286820467237364,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_101,3301,101,observed_abundance,shapemix_length,rmse_v1,0.04700829459411361,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_101,3301,101,observed_abundance,shapemix_length,jsd_v2,0.12845286926838428,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_211,3301,211,observed_abundance,shapemix_count_only,rmse_v1,0.04673592588560085,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_211,3301,211,observed_abundance,shapemix_count_only,jsd_v2,0.1251098457362364,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_211,3301,211,observed_abundance,shapemix_length,rmse_v1,0.046514061998530275,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_00_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_3301_mix_211,3301,211,observed_abundance,shapemix_length,jsd_v2,0.13009886969461934,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_101,4409,101,observed_abundance,shapemix_count_only,rmse_v1,0.045504496410557045,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_101,4409,101,observed_abundance,shapemix_count_only,jsd_v2,0.1197515882416792,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_101,4409,101,observed_abundance,shapemix_length,rmse_v1,0.045725660027877306,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_01_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_101,4409,101,observed_abundance,shapemix_length,jsd_v2,0.12571924397474726,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_211,4409,211,observed_abundance,shapemix_count_only,rmse_v1,0.04749803615969185,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_211,4409,211,observed_abundance,shapemix_count_only,jsd_v2,0.12388410423206178,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_211,4409,211,observed_abundance,shapemix_length,rmse_v1,0.04753098169228072,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_02_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_4409_mix_211,4409,211,observed_abundance,shapemix_length,jsd_v2,0.13013997253747195,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_101,5501,101,observed_abundance,shapemix_count_only,rmse_v1,0.047094972101526536,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_101__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_101,5501,101,observed_abundance,shapemix_count_only,jsd_v2,0.1221974079469097,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_101,5501,101,observed_abundance,shapemix_length,rmse_v1,0.04711385159296723,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_03_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_101__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_101,5501,101,observed_abundance,shapemix_length,jsd_v2,0.1276842524981445,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_211,5501,211,observed_abundance,shapemix_count_only,rmse_v1,0.04756945227710233,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_211__atac__highly_variable__shapemix_count_only,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_211,5501,211,observed_abundance,shapemix_count_only,jsd_v2,0.12254523146671119,jsd,v2,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
/Users/rzhuang/Documents/VscodeProjects/deconvATAC/results/primary/shapemix_primary_ablation_protocol_v1__shard_04_of_05,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_211__atac__highly_variable__shapemix_length,pbmc_granulocyte_sorted_10k_shapemix_observed_abundance_split_5501_mix_211,5501,211,observed_abundance,shapemix_length,rmse_v1,0.04749274864165111,rmse,v1,1024,16,"[""CD14 Mono"",""CD4 Naive"",""CD8 Naive"",""CD4 TCM"",""CD16 Mono"",""NK"",""CD8 TEM_1"",""CD8 TEM_2"",""Intermediate B"",""Memory B"",""CD4 TEM"",""cDC"",""Treg"",""gdT"",""MAIT"",""Naive B""]"
