restart_index,selected,step,count_log_likelihood,shape_log_likelihood,abundance_log_prior,total_log_objective
0,True,0,-7002572.634765625,-4724871.41796875,-44261.152099609375,-11771705.204833984
0,True,1,-6958098.21484375,-4724871.41015625,-44670.615234375,-11727640.240234375
0,True,2,-6918558.916015625,-4724870.236328125,-45080.228759765625,-11688509.381103516
0,True,3,-6883728.0234375,-4724866.689453125,-45487.80615234375,-11654082.519042969
0,True,4,-6853256.275390625,-4724860.095703125,-45891.015625,-11624007.38671875
0,True,5,-6826698.73046875,-4724850.205078125,-46287.50390625,-11597836.439453125
0,True,6,-6803564.287109375,-4724837.005859375,-46675.098388671875,-11575076.391357422
0,True,7,-6783362.314453125,-4724820.55859375,-47051.937744140625,-11555234.810791016
0,True,8,-6765637.4296875,-4724801.15625,-47416.53369140625,-11537855.119628906
0,True,9,-6749990.916015625,-4724779.166015625,-47767.80517578125,-11522537.887207031
0,True,10,-6736087.75,-4724754.97265625,-48105.057373046875,-11508947.780029297
0,True,11,-6723653.56640625,-4724728.921875,-48427.952880859375,-11496810.44116211
0,True,12,-6712466.892578125,-4724701.236328125,-48736.453369140625,-11485904.58227539
0,True,13,-6702350.48046875,-4724672.212890625,-49030.765869140625,-11476053.459228516
0,True,14,-6693162.08203125,-4724642.03125,-49311.299560546875,-11467115.412841797
0,True,15,-6684786.8671875,-4724610.876953125,-49578.61181640625,-11458976.355957031
0,True,16,-6677131.169921875,-4724578.919921875,-49833.367431640625,-11451543.45727539
0,True,17,-6670117.203125,-4724546.30859375,-50076.292724609375,-11444739.80444336
0,True,18,-6663678.533203125,-4724513.203125,-50308.155029296875,-11438499.891357422
0,True,19,-6657756.205078125,-4724479.71875,-50529.728759765625,-11432765.65258789
0,True,20,-6652295.560546875,-4724445.921875,-50741.77880859375,-11427483.261230469
0,True,21,-6647245.828125,-4724411.96875,-50945.0556640625,-11422602.852539062
0,True,22,-6642559.8359375,-4724377.8359375,-51140.257080078125,-11418077.928955078
0,True,23,-6638194.296875,-4724343.634765625,-51328.044677734375,-11413865.97631836
0,True,24,-6634110.5546875,-4724309.375,-51509.021484375,-11409928.951171875
0,True,25,-6630274.1484375,-4724275.10546875,-51683.738037109375,-11406232.99194336
0,True,26,-6626655.478515625,-4724240.84375,-51852.69287109375,-11402749.015136719
0,True,27,-6623229.259765625,-4724206.54296875,-52016.333251953125,-11399452.135986328
0,True,28,-6619974.451171875,-4724172.263671875,-52175.055908203125,-11396321.770751953
0,True,29,-6616873.6875,-4724138.044921875,-52329.207763671875,-11393340.940185547
0,True,30,-6613912.38671875,-4724103.763671875,-52479.095703125,-11390495.24609375
0,True,31,-6611078.0078125,-4724069.478515625,-52624.97900390625,-11387772.465332031
0,True,32,-6608359.267578125,-4724035.18359375,-52767.086669921875,-11385161.537841797
0,True,33,-6605745.7265625,-4724000.85546875,-52905.612060546875,-11382652.194091797
0,True,34,-6603227.830078125,-4723966.458984375,-53040.7275390625,-11380235.016601562
0,True,35,-6600796.91796875,-4723932.0546875,-53172.5849609375,-11377901.557617188
0,True,36,-6598445.955078125,-4723897.580078125,-53301.3212890625,-11375644.856445312
