component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,12500000,895109.0,12500000.0,1527578.0,1496701.7955365418,30876.204463458154,2401116.851938891,2607330.328334603,0.1920893481551113,0.4567126298524798
shape_bin,short,fragment_length_lt_100,12500000,,,532203.0,610218.4460682054,-78015.4460682054,1057253.7100401549,1054173.2016337048,0.08458029680321238,0.2904029203205374
shape_bin,mono,fragment_length_100_249,12500000,,,510605.0,543107.4210022534,-32502.421002253424,970445.195588543,928863.1980042708,0.07763561564708343,0.27259687423068824
shape_bin,long,fragment_length_ge_250,12500000,,,484770.0,343375.9284660823,141394.07153391768,762797.4760592558,594457.8517523753,0.06102379808474046,0.21807482234359385
