,Adipocyte,Atrial Cardiomyocyte,Endothelial cell,Fibroblast,Lymphatic Endothelial cell,Lymphoid,Mast cell,Mesothelial cell,Mural cell,Myeloid,Neural cell,Ventricular Cardiomyocyte
0,8.975906e-06,5.672043e-06,0.29895937,0.22810864,2.6103107e-05,0.14147127,0.08388824,2.5308216e-05,6.521938e-06,0.2474717,2.285264e-05,5.3102826e-06
1,4.2737456e-06,3.6117879e-06,0.3424295,0.28508627,1.47724595e-05,0.059320446,0.08440536,1.5361595e-05,3.935031e-06,0.22869961,1.35205155e-05,3.4399693e-06
2,1.057804e-05,6.720233e-06,0.2828053,0.26704183,2.9103694e-05,0.1369249,0.06845306,2.9846578e-05,7.3944666e-06,0.24465771,2.7263897e-05,6.3841003e-06
3,7.641428e-06,5.3706376e-06,0.2884933,0.30196258,2.3355597e-05,0.097131714,0.07419062,2.3712302e-05,5.879726e-06,0.23812935,2.119272e-05,5.2809087e-06
4,5.7373854e-06,4.313848e-06,0.32219997,0.27658746,1.8629522e-05,0.083489686,0.07926211,1.8855195e-05,4.7891895e-06,0.23838761,1.6714204e-05,4.119323e-06
5,5.0566205e-06,3.7676975e-06,0.33186936,0.26506084,1.666162e-05,0.07976292,0.0851818,1.649009e-05,4.2212296e-06,0.23806049,1.4895681e-05,3.5945145e-06
6,5.0484728e-06,4.2699003e-06,0.33330423,0.31376493,1.6766771e-05,0.056415573,0.070043676,1.8212573e-05,4.53723e-06,0.22640227,1.6254826e-05,4.198834e-06
7,4.63662e-06,3.468474e-06,0.30499253,0.23961997,1.6686468e-05,0.09011283,0.13013394,1.5117887e-05,4.084794e-06,0.23508056,1.3010707e-05,3.2304063e-06
8,8.63346e-06,5.7644793e-06,0.28536695,0.27997604,2.5767817e-05,0.114404716,0.07809566,2.5406003e-05,6.4200517e-06,0.24205633,2.2757378e-05,5.561221e-06
9,6.035845e-06,4.3054583e-06,0.31716496,0.25953305,1.9482768e-05,0.09634895,0.08462559,1.9087656e-05,4.874206e-06,0.24225256,1.7037939e-05,4.106355e-06
10,5.875108e-06,4.622983e-06,0.31679893,0.30990157,1.8941451e-05,0.0702457,0.07109551,2.001538e-05,4.9888436e-06,0.23188156,1.7845607e-05,4.5398315e-06
11,3.9660854e-06,3.4761554e-06,0.22527868,0.21221289,1.581975e-05,0.103379786,0.25308096,1.3068264e-05,3.9640927e-06,0.20599318,1.1553103e-05,2.7488359e-06
12,6.558448e-06,4.7122967e-06,0.31387016,0.27528659,2.0624295e-05,0.0936165,0.07593135,2.0699172e-05,5.2537525e-06,0.24121454,1.8504265e-05,4.5059833e-06
13,8.012613e-06,6.4353144e-06,0.26441187,0.39502522,2.4711395e-05,0.06468554,0.059155576,2.8634931e-05,6.764388e-06,0.21661507,2.5144427e-05,6.9887633e-06
14,5.2925866e-06,3.866246e-06,0.30734676,0.25746748,1.7997154e-05,0.093007855,0.10357536,1.6992073e-05,4.442964e-06,0.23853548,1.4814128e-05,3.6323354e-06
15,5.6526233e-06,4.01357e-06,0.31485835,0.2594645,1.8406305e-05,0.09569254,0.088495374,1.7807031e-05,4.5599686e-06,0.24141897,1.5917023e-05,3.821283e-06
16,9.031621e-06,5.74241e-06,0.29793578,0.23544706,2.6254762e-05,0.13754597,0.08192365,2.547434e-05,6.5726904e-06,0.24704602,2.3074113e-05,5.382081e-06
17,5.8526794e-06,4.3528316e-06,0.3256522,0.2757778,1.8784183e-05,0.08345764,0.07573132,1.9078021e-05,4.8208326e-06,0.23930696,1.7062468e-05,4.172117e-06
18,3.1753787e-06,3.1078291e-06,0.19533941,0.17735636,1.3410825e-05,0.10096798,0.3373823,1.1056191e-05,3.4907978e-06,0.18890722,1.025143e-05,2.2884497e-06
19,5.6219983e-06,4.4568596e-06,0.22830984,0.19408071,2.0368445e-05,0.13695642,0.22652271,1.7128956e-05,5.2276314e-06,0.21405853,1.5412923e-05,3.5606918e-06
20,3.2253338e-06,3.125236e-06,0.21573749,0.20913935,1.3606547e-05,0.08945594,0.28998294,1.12839e-05,3.4802401e-06,0.19563714,1.0033744e-05,2.3755e-06
21,6.9160556e-06,4.8750703e-06,0.29955375,0.28551084,2.1522199e-05,0.09840848,0.07621995,2.1627584e-05,5.390721e-06,0.24022269,1.9235984e-05,4.713559e-06
22,7.593198e-06,5.705313e-06,0.27538252,0.3412288,2.3844552e-05,0.08127682,0.072268456,2.5255844e-05,6.12816e-06,0.22974664,2.2368184e-05,5.8595174e-06
23,7.416035e-06,4.981406e-06,0.28965,0.2462415,2.3524603e-05,0.12173887,0.09919031,2.1794523e-05,5.787077e-06,0.24309199,1.9268073e-05,4.6120467e-06
24,4.9306914e-06,3.9764595e-06,0.2556073,0.2588898,1.9004585e-05,0.09236394,0.17033984,1.6928832e-05,4.665232e-06,0.2227321,1.3846261e-05,3.6330637e-06
25,5.124477e-06,4.3905043e-06,0.31466022,0.33722544,1.7183585e-05,0.054474574,0.071247235,1.8906538e-05,4.6419555e-06,0.22232105,1.6786751e-05,4.455117e-06
26,1.0597257e-05,7.312072e-06,0.24780215,0.36763042,2.9924304e-05,0.09885322,0.05883443,3.3182965e-05,7.718291e-06,0.22675383,2.9505958e-05,7.726466e-06
27,8.374332e-06,5.8165438e-06,0.29653123,0.29699102,2.478731e-05,0.09863555,0.06747568,2.560854e-05,6.312231e-06,0.24026674,2.3195164e-05,5.7157545e-06
28,6.612312e-06,4.9076857e-06,0.23941949,0.24611177,2.3564366e-05,0.12580548,0.16203071,2.0504109e-05,5.7783527e-06,0.22654966,1.721311e-05,4.319898e-06
29,4.332334e-06,3.522027e-06,0.35826442,0.26498944,1.4753781e-05,0.0625997,0.080365,1.5304266e-05,3.874964e-06,0.23372231,1.3907488e-05,3.4121524e-06
30,5.6368135e-06,4.0025666e-06,0.3069822,0.24895507,1.8830058e-05,0.09850316,0.10544341,1.7513605e-05,4.6303962e-06,0.24004638,1.5485288e-05,3.7393625e-06
31,3.122891e-06,3.068564e-06,0.2186425,0.22353886,1.3444986e-05,0.08475082,0.2755835,1.1301915e-05,3.406071e-06,0.19743799,9.648631e-06,2.3648147e-06
32,6.01094e-06,4.030975e-06,0.30690295,0.21157597,2.001613e-05,0.11845583,0.119944856,1.8018674e-05,4.844655e-06,0.24304764,1.603668e-05,3.7654465e-06
33,7.3303445e-06,4.8911566e-06,0.2974208,0.25101808,2.2798344e-05,0.11763649,0.089195795,2.1714986e-05,5.595417e-06,0.24464254,1.934936e-05,4.640005e-06
34,5.0774493e-06,3.735876e-06,0.3100815,0.27229127,1.705498e-05,0.08881687,0.09102192,1.6574695e-05,4.212468e-06,0.2377237,1.4502102e-05,3.5490723e-06
35,4.612359e-06,3.910371e-06,0.3235143,0.31345654,1.579231e-05,0.057597574,0.080219194,1.67547e-05,4.211522e-06,0.22514847,1.4749853e-05,3.838719e-06
36,3.4170396e-06,3.1179306e-06,0.22592333,0.20842254,1.4086431e-05,0.09484216,0.26818815,1.1608905e-05,3.5409066e-06,0.20257533,1.0298688e-05,2.4374776e-06
37,4.167947e-06,3.3356255e-06,0.28180826,0.22727887,1.5812975e-05,0.09057417,0.17479642,1.3776762e-05,3.922466e-06,0.22548649,1.1850553e-05,2.9157513e-06
38,8.772983e-06,6.0863968e-06,0.23362559,0.21473071,2.7981418e-05,0.17242298,0.15043285,2.5213663e-05,7.169293e-06,0.2286855,2.2076647e-05,5.1109473e-06
39,6.4279097e-06,4.4389726e-06,0.29380605,0.24876462,2.1173724e-05,0.111049265,0.10461577,1.9541063e-05,5.165266e-06,0.2416864,1.7049442e-05,4.162659e-06
40,4.7316908e-06,3.540244e-06,0.33469343,0.2534133,1.5953538e-05,0.07939579,0.0947468,1.5477957e-05,4.0199775e-06,0.23768966,1.3977504e-05,3.3681174e-06
41,6.4202413e-06,4.629137e-06,0.31657115,0.2733266,2.0211413e-05,0.09181625,0.07753095,2.0222984e-05,5.161176e-06,0.24067591,1.8103363e-05,4.402359e-06
42,8.8296165e-06,5.755495e-06,0.27375105,0.2625099,2.6788866e-05,0.12897642,0.09201296,2.5410764e-05,6.565366e-06,0.24264841,2.2465745e-05,5.4782176e-06
43,8.834768e-06,6.03606e-06,0.23133937,0.25351807,2.8568193e-05,0.14941436,0.13493216,2.5990901e-05,7.027543e-06,0.23069185,2.2243554e-05,5.4508037e-06
44,8.3142295e-06,5.5983987e-06,0.2565688,0.20507377,2.6480893e-05,0.1643775,0.139353,2.3911172e-05,6.7023498e-06,0.23453009,2.1018868e-05,4.8563465e-06
45,4.3289133e-06,3.671671e-06,0.34216768,0.29088983,1.4859964e-05,0.057714414,0.081568666,1.5590429e-05,3.988831e-06,0.22759964,1.3769834e-05,3.5175044e-06
46,5.045492e-06,4.394928e-06,0.31862494,0.33980435,1.6928881e-05,0.05158863,0.068925075,1.8853747e-05,4.611813e-06,0.22098596,1.67998e-05,4.4697913e-06
47,1.5536174e-05,9.423834e-06,0.22691576,0.29365614,3.9496415e-05,0.1811496,0.06431971,4.2322827e-05,1.0192184e-05,0.23379472,3.8118036e-05,8.95308e-06
48,6.7087562e-06,4.6516643e-06,0.3083619,0.26402298,2.1010106e-05,0.10277165,0.08186083,2.0479461e-05,5.254892e-06,0.24290176,1.8364877e-05,4.4126546e-06
