spot_id,CD14 Mono,CD4 Naive,CD8 Naive
spot_0000,0.2764470716994316,0.30531602779875167,0.4182369005018168
spot_0001,0.5116098910151765,0.3676454195725699,0.12074468941225362
spot_0002,0.41263771323534776,0.18989353404504183,0.39746875271961046
spot_0003,0.6938406024905649,0.16297110301482012,0.14318829449461498
spot_0004,0.5686601807885255,0.2718912246614183,0.15944859455005617
spot_0005,0.06652284028471236,0.23274517043178475,0.7007319892835029
spot_0006,0.19768499231120154,0.44137058183309746,0.36094442585570097
spot_0007,0.19766437088529504,0.3577241889162792,0.44461144019842574
spot_0008,0.6028428352067738,0.06053785153233172,0.33661931326089445
spot_0009,0.14379665040816234,0.21290228004102957,0.6433010695508081
spot_0010,0.3241245830638061,0.4153776307949042,0.2604977861412897
spot_0011,0.4087272489545395,0.39370919618701145,0.19756355485844904
spot_0012,0.5256525176368222,0.3931894967448677,0.08115798561831013
spot_0013,0.47763759915552,0.09449741792867984,0.42786498291580016
spot_0014,0.32440664620614235,0.19720730821504934,0.4783860455788083
spot_0015,0.2258375326938568,0.40612588397644517,0.368036583329698
spot_0016,0.12679335817654053,0.35281017396369996,0.5203964678597596
spot_0017,0.24012984480396482,0.36627674598187915,0.39359340921415603
spot_0018,0.4117735576838382,0.3795707909473526,0.2086556513688092
spot_0019,0.1986700642228501,0.5450133125727724,0.25631662320437754
spot_0020,0.22716703850062042,0.4294832276830775,0.34334973381630207
spot_0021,0.13674989724581815,0.4229116019366884,0.44033850081749343
spot_0022,0.47856604415739856,0.27946166185416454,0.2419722939884369
spot_0023,0.35133835053949763,0.2501947548623518,0.39846689459815055
spot_0024,0.1883643361871833,0.4002413999223774,0.4113942638904393
spot_0025,0.4738893095547289,0.15879412898372175,0.36731656146154934
spot_0026,0.41460527231393834,0.39524302995823374,0.19015169772782792
spot_0027,0.37453501156838703,0.2900550267369299,0.33540996169468307
spot_0028,0.6178088404032414,0.19218277245048776,0.1900083871462709
spot_0029,0.47606632450552616,0.42997535754784244,0.09395831794663144
spot_0030,0.3632403358155668,0.1975319901210683,0.43922767406336494
spot_0031,0.424275133009141,0.22534586185653277,0.35037900513432624
