component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5120000,3847241.0,5120000.0,33435668.0,32990842.131460913,444825.8685390875,13474014.577704014,75047004.76451354,2.6316434722078155,3.8285268861624897
shape_bin,short,fragment_length_lt_100,5120000,,,18049290.0,17816466.278575264,232823.72142473608,9632091.259513723,39753137.276941724,1.881267824123774,2.786446594572141
shape_bin,mono,fragment_length_100_249,5120000,,,10988818.0,10853349.233849313,135468.7661506869,7437920.597591727,22673906.926290944,1.4527188667171342,2.1043995453670865
shape_bin,long,fragment_length_ge_250,5120000,,,4397560.0,4321026.619036333,76533.3809636673,4185709.827746637,7501577.764376067,0.8175214507317651,1.2104345943109445
