,meanscell_abundance_w_sf_T_CD4,meanscell_abundance_w_sf_T_CD8,meanscell_abundance_w_sf_T_reg,meanscell_abundance_w_sf_mDC,meanscell_abundance_w_sf_mono-mac,meanscell_abundance_w_sf_myeloid,meanscell_abundance_w_sf_pDC,meanscell_abundance_w_sf_plasma,meanscell_abundance_w_sf_tumour_1,meanscell_abundance_w_sf_tumour_2
0,0.0040216185,0.04815446,0.005247712,0.004557854,0.00700966,0.004139672,0.0025471966,0.0027552827,2.4720168,0.20940723
1,0.024413675,2.6547127,0.041034166,0.0048085963,3.1034763,0.05421319,0.010329143,0.007484058,4.4810624,0.8244341
2,0.019729279,0.38077858,0.02073694,0.0015890681,0.013185378,0.3383471,0.0028688307,2.4040618,2.8396,0.02172368
3,0.019911665,4.9442434,0.030594712,0.0027234587,2.4717777,0.034853827,0.005257481,0.003650213,0.00096127164,0.001533546
4,0.003408532,0.0043799723,0.0019530494,0.00062002067,0.0009915394,0.0020734586,0.00097561936,0.0033439596,0.0036058638,4.0320773
5,0.015121463,2.2113442,0.014120153,0.97551924,0.0011429822,0.009330899,0.002909555,0.0033759715,0.07051811,4.7584906
6,0.17770833,0.06669716,0.041555554,0.0027569921,1.137058,0.019687101,0.0070194914,0.06846849,7.4615226,1.4430637
7,0.0182509,1.2192138,0.030665526,0.00056856725,0.00058494956,0.0055609276,0.00092951336,0.0015661032,0.00068075594,0.0008316814
8,0.0042612953,0.0033549953,0.0023294175,0.0015017384,1.8155737,0.0033541035,0.0017220374,0.0024549756,0.0010279724,0.0016295718
9,0.02869124,1.608246,0.04773664,0.0012462806,0.043117344,0.020895798,0.0029074359,0.0047870455,2.7776606,0.015653232
10,0.008705146,0.0071114064,0.0066968347,0.00088903576,0.0069238883,0.005288327,0.0015416808,0.004069007,0.7770343,0.0061300066
11,1.104758,0.025285188,0.018713329,0.0015836029,0.5639952,0.80724204,0.0019693756,0.003489233,0.00020191824,0.00052387454
12,0.1580601,6.9769497,0.7951031,1.1229901,0.0028570546,0.011938904,1.0446677,0.005947338,0.0069130166,5.5882826
13,0.015772212,1.8368683,0.014069359,0.0012336416,0.002232589,0.0067253364,0.001489141,0.006322473,0.0017350974,4.7799635
14,0.0055646626,0.0053614597,0.0030896391,0.0015290511,0.001044074,0.0024242415,0.0010348206,0.0053822724,0.0014803882,6.6315413
