,q05cell_abundance_w_sf_T_CD4,q05cell_abundance_w_sf_T_CD8,q05cell_abundance_w_sf_T_reg,q05cell_abundance_w_sf_mDC,q05cell_abundance_w_sf_mono-mac,q05cell_abundance_w_sf_myeloid,q05cell_abundance_w_sf_pDC,q05cell_abundance_w_sf_plasma,q05cell_abundance_w_sf_tumour_1,q05cell_abundance_w_sf_tumour_2
0,5.822735020046821e-05,0.007321655657142401,0.00014653686885139904,0.00012257114103704226,0.0006954410346224904,7.387213045149112e-05,1.1804461792053189e-05,2.966015063066152e-05,2.341831421852112,0.12277346365153789
1,0.0010341847606468945,2.317260718345642,0.0030832063872367147,9.13813135412056e-05,2.9229992389678956,0.005787850916385651,0.00015682997182011604,0.00011328870605211706,4.243901586532592,0.6287210285663605
2,0.0004807167846593075,0.2345057509839535,0.0011984149750787765,1.4904400632076432e-05,0.0017762013943865896,0.2307022586464882,3.2100976022775284e-05,2.1766353249549866,2.687582278251648,0.0015162353753112258
3,0.001271179411560297,4.617796993255615,0.0028924011858180165,4.792082600033609e-05,2.330539786815643,0.00182991522597149,3.0077338396949927e-05,3.516149390634382e-05,7.099166055013485e-06,1.425638010914554e-05
4,4.3650018778862434e-05,8.372951415367425e-05,1.8872105101763736e-05,2.771733136341936e-06,4.8142963350983335e-06,1.2319978213781724e-05,2.4388484007431546e-06,2.4544287953176536e-05,9.001510716188933e-06,3.8454936861991884
5,0.0003679637738969177,1.9453951835632324,0.000746596249518916,0.8684765130281449,9.793106437427923e-06,0.0001574930320202839,9.433471132069827e-06,4.809295242012013e-05,0.025977089907974003,4.545999217033386
6,0.05646764263510704,0.010996363312005996,0.004107916750945151,2.2029477986507117e-05,1.0256612241268157,0.0008812440239125863,3.514291347528342e-05,0.015856566466391088,7.126363730430603,1.182012802362442
7,0.0008807427017018199,1.1104240477085114,0.003249554301146418,1.772756979789847e-06,2.4648756493661494e-06,0.00010201626937487163,3.55274137291417e-06,9.401269790032529e-06,1.5229511382131024e-05,1.6080175191746095e-05
8,1.9056630844715985e-05,5.53494066480198e-05,1.2687276785072755e-05,3.6554633766172635e-06,1.723997038602829,7.03957735822769e-05,4.346501850704954e-06,2.9434161206154386e-05,1.021958200908557e-05,3.1969073279469744e-05
9,0.0013839598803315311,1.418724822998047,0.004564740508794784,5.717306930819177e-06,0.02034088494256139,0.0009409464721102268,2.9502402594516755e-05,7.884393198764883e-05,2.6150539755821227,0.0006521217903355137
10,0.00015553817283944226,0.00013621464677271436,7.754568723612466e-05,4.233266986375384e-06,0.0014215170580428095,8.487380109727383e-05,8.261942275566982e-06,0.00011857218814839143,0.7189282000064849,0.00027586995565798134
11,0.9391286313533783,0.0022415002575144173,0.0007572547969175504,7.484411435143557e-06,0.5149515718221664,0.6810835212469101,1.0725253605414765e-05,4.556116673484212e-05,1.238227082467347e-06,2.72132098189104e-06
