component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,2560000,2071098.0,2560000.0,17285077.0,17032834.25614814,252242.74385185912,7155259.5882120095,39570037.943293475,2.795023276645316,3.9315449980381776
shape_bin,short,fragment_length_lt_100,2560000,,,9338320.0,9217265.174738744,121054.82526125573,5168896.669895786,20781109.92668793,2.0191002616780414,2.8491439179361358
shape_bin,mono,fragment_length_100_249,2560000,,,5745610.0,5654628.283263171,90981.71673682891,3962714.0990045527,12018852.088903213,1.5479351949236535,2.1667635074524902
shape_bin,long,fragment_length_ge_250,2560000,,,2201147.0,2160940.798146213,40206.20185378706,2165268.2516965456,3767885.571479644,0.8458079108189631,1.2131901340512277
