,Adipocyte,Atrial Cardiomyocyte,Endothelial cell,Fibroblast,Lymphatic Endothelial cell,Lymphoid,Mast cell,Mesothelial cell,Mural cell,Myeloid,Neural cell,Ventricular Cardiomyocyte
0,8.173144e-07,3.9165735e-07,1.4600873e-06,1.1323157e-06,1.7735998e-06,0.13222745,0.0076969243,1.6169046e-06,0.860051,1.5232185e-05,1.7265668e-06,4.4497136e-07
1,4.3937183e-07,2.3347842e-07,7.9396307e-07,5.517057e-07,1.085374e-06,0.18207894,0.67398876,7.748472e-07,0.14389929,2.8087543e-05,7.7956554e-07,2.6126284e-07
2,3.8087646e-06,2.1541732e-06,5.0145854e-06,5.260565e-06,5.5018e-06,0.4925701,0.0408866,5.7673265e-06,0.46161795,0.004889541,6.4983747e-06,1.7908167e-06
3,4.467519e-06,2.8949992e-06,7.073409e-06,6.988815e-06,4.5361635e-06,0.30349603,0.27100298,3.2043552e-06,0.14122386,0.2842411,5.8842443e-06,8.479492e-07
4,2.8373152e-06,2.0358905e-06,3.96884e-06,4.7228355e-06,4.0875284e-06,0.43381518,0.21610153,3.3973108e-06,0.29574692,0.054309115,5.074289e-06,1.143131e-06
5,3.561005e-06,1.8434331e-06,5.056246e-06,4.764794e-06,5.7224424e-06,0.3168912,0.017786229,5.9596778e-06,0.6647978,0.0004894968,6.4564406e-06,1.9011825e-06
6,2.1996602e-06,1.0940198e-06,3.298382e-06,2.4183896e-06,4.4159187e-06,0.2772585,0.49965996,3.5856588e-06,0.22298515,7.4769756e-05,3.298256e-06,1.3066272e-06
7,2.8206064e-06,1.3225459e-06,4.068371e-06,3.232623e-06,5.2641326e-06,0.29780838,0.0741794,4.713535e-06,0.62790495,7.969638e-05,4.6090954e-06,1.5624454e-06
8,8.794675e-07,4.3099405e-07,1.45452e-06,1.2201222e-06,1.767292e-06,0.16727284,0.013221175,1.620704e-06,0.8194445,5.1874e-05,1.8198201e-06,4.5998507e-07
9,6.3871685e-06,3.4520003e-06,8.916255e-06,7.2583525e-06,1.0770919e-05,0.3784352,0.4237619,9.859806e-06,0.19732524,0.0004178322,8.934769e-06,4.15902e-06
10,1.6054975e-06,7.500078e-07,2.5717572e-06,2.0400137e-06,3.110965e-06,0.17492557,0.012315228,2.9509079e-06,0.8127127,2.9482333e-05,3.085166e-06,8.9213205e-07
11,2.7535082e-06,2.1524645e-06,3.952496e-06,4.8407255e-06,3.814362e-06,0.42839092,0.28935337,2.9830665e-06,0.21311276,0.06911672,4.5950374e-06,1.1836275e-06
12,2.5343181e-06,1.5300402e-06,4.3556865e-06,3.3206588e-06,4.3499413e-06,0.20935324,0.7773667,4.1145872e-06,0.013071636,0.0001827701,3.6727995e-06,1.8319079e-06
13,5.8706974e-06,4.3562163e-06,7.903e-06,8.993363e-06,8.190426e-06,0.3776405,0.5050882,7.1036693e-06,0.10431944,0.012896844,8.78086e-06,3.835676e-06
14,5.7693876e-07,2.9051554e-07,9.398664e-07,6.8674615e-07,1.3797404e-06,0.19498946,0.39067045,9.97571e-07,0.414289,4.4837063e-05,1.0769129e-06,3.008725e-07
15,2.5070851e-06,1.2690098e-06,3.7230789e-06,2.7322644e-06,4.819767e-06,0.2824585,0.5153453,4.033709e-06,0.20209359,7.829729e-05,3.7109203e-06,1.5291655e-06
16,1.9214528e-06,9.4556736e-07,3.0058413e-06,2.5437541e-06,3.5277767e-06,0.20622252,0.012350482,3.5230228e-06,0.7813353,7.146637e-05,3.6506344e-06,1.0701079e-06
17,4.0868295e-07,1.9430283e-07,6.9181795e-07,4.5856297e-07,1.0506513e-06,0.1605546,0.51656336,7.1770484e-07,0.3228641,1.3503941e-05,7.3060016e-07,2.1377146e-07
18,8.536843e-06,4.5708953e-06,1.1953303e-05,9.403861e-06,1.3571277e-05,0.3685198,0.54783416,1.3008116e-05,0.08327736,0.00029083452,1.1021337e-05,5.84065e-06
19,2.0906878e-06,1.2318674e-06,3.18868e-06,2.6563216e-06,3.9893057e-06,0.31114686,0.5184079,3.3388026e-06,0.17014572,0.00027841126,3.294521e-06,1.3322684e-06
20,1.071764e-06,5.401889e-07,1.6485943e-06,1.285012e-06,2.3338896e-06,0.25979596,0.2286136,1.8154834e-06,0.51149076,8.852162e-05,1.8836176e-06,5.6251486e-07
21,1.3077756e-06,6.2574776e-07,2.229439e-06,1.7875989e-06,2.5753914e-06,0.15482163,0.006982641,2.4798164e-06,0.83815134,3.0030009e-05,2.662503e-06,7.038813e-07
22,1.2690473e-06,6.203652e-07,2.1099136e-06,1.7458019e-06,2.480572e-06,0.18426552,0.011314173,2.3691239e-06,0.8043501,5.6463945e-05,2.5305874e-06,6.7603384e-07
23,4.0449305e-07,2.1700671e-07,7.325729e-07,5.081619e-07,9.989982e-07,0.1765037,0.6811798,7.346283e-07,0.1422875,2.4459849e-05,7.2308796e-07,2.4115457e-07
24,8.523243e-06,4.87574e-06,1.20958675e-05,9.870455e-06,1.289134e-05,0.31906837,0.6432496,1.2675778e-05,0.037211794,0.00039219318,1.0878547e-05,6.2583154e-06
25,1.1813371e-06,6.1046876e-07,1.8306627e-06,1.4171584e-06,2.5209636e-06,0.2641247,0.2964765,1.985305e-06,0.4392677,0.00011892051,2.0229525e-06,6.242999e-07
26,1.6715709e-06,8.63058e-07,2.5020936e-06,1.8776561e-06,3.3424974e-06,0.24594986,0.5015875,2.6919759e-06,0.25235847,8.765787e-05,2.623459e-06,9.728844e-07
27,1.4379737e-06,6.761208e-07,2.36678e-06,1.874677e-06,2.9031098e-06,0.16182001,0.010310968,2.7291135e-06,0.82782954,2.394487e-05,2.8261668e-06,8.0797525e-07
28,8.018138e-07,4.590413e-07,1.41915e-06,1.0474731e-06,1.6828058e-06,0.20016144,0.74391323,1.3793388e-06,0.05584581,7.0931026e-05,1.3223683e-06,5.2352965e-07
29,9.434542e-06,5.5217474e-06,1.26845e-05,1.1380352e-05,1.47021065e-05,0.3926399,0.42604852,1.3448512e-05,0.17995475,0.0012704185,1.2835256e-05,6.3858747e-06
30,3.540944e-06,1.6270536e-06,4.8631623e-06,3.8726994e-06,6.2392846e-06,0.29668927,0.09524818,5.6256995e-06,0.60793495,9.442563e-05,5.4918805e-06,1.9565628e-06
31,4.546218e-06,2.429248e-06,6.347651e-06,5.3138397e-06,7.9398815e-06,0.3520885,0.26145416,7.0271135e-06,0.38591197,0.00050205487,6.9610196e-06,2.7186054e-06
32,7.17554e-07,3.4163335e-07,1.2903068e-06,9.980755e-07,1.56305e-06,0.13053311,0.0075173103,1.4528933e-06,0.86192805,1.3256733e-05,1.5234151e-06,3.8845934e-07
33,9.3233975e-06,4.90863e-06,1.2319649e-05,1.1178343e-05,1.41003275e-05,0.42178857,0.10094179,1.39901185e-05,0.47578,0.0014044298,1.40759275e-05,5.383676e-06
34,4.5600706e-07,2.1235543e-07,8.7934194e-07,6.510561e-07,1.0819681e-06,0.09842293,0.004958169,9.518088e-07,0.89660776,5.628147e-06,1.032825e-06,2.4383732e-07
35,2.69564e-06,1.3863947e-06,3.9235897e-06,3.481616e-06,4.621156e-06,0.280601,0.028485607,4.5567676e-06,0.69065344,0.00023307225,4.7922535e-06,1.4472122e-06
36,8.027384e-07,4.7156377e-07,1.1300943e-06,1.2563639e-06,1.3395154e-06,0.4009689,0.027257027,1.4168205e-06,0.56821346,0.0035522196,1.666505e-06,3.4532403e-07
37,3.5308756e-07,1.9382878e-07,6.3396425e-07,4.5617122e-07,8.8367096e-07,0.19157161,0.627869,6.475652e-07,0.18052132,3.4028973e-05,6.4920323e-07,2.1034658e-07
38,1.3905398e-06,6.7963623e-07,2.08536e-06,1.6841103e-06,2.7007459e-06,0.27722433,0.11800991,2.282742e-06,0.6045869,0.00016487633,2.458687e-06,6.667782e-07
39,1.2218608e-06,6.622799e-07,1.9506458e-06,1.4838275e-06,2.6193961e-06,0.26488468,0.4792372,2.0534017e-06,0.2557587,0.000106686304,2.047328e-06,7.1514467e-07
40,4.9590216e-07,2.2358309e-07,8.2655356e-07,5.378764e-07,1.2861764e-06,0.17194483,0.4760453,8.4913034e-07,0.3519946,9.89549e-06,8.5217573e-07,2.596381e-07
41,8.9488296e-08,4.7217597e-08,1.2665811e-07,1.368293e-07,1.5565416e-07,0.32050788,0.27682853,9.714401e-08,0.36868355,0.03397919,1.8631833e-07,1.7518678e-08
42,4.1396487e-07,2.1028517e-07,7.330222e-07,4.9485186e-07,1.0236946e-06,0.16440044,0.6973522,7.24919e-07,0.13822502,1.7803975e-05,7.2731575e-07,2.395226e-07
43,1.0959916e-05,6.026977e-06,1.5772297e-05,1.2314336e-05,1.7058223e-05,0.37803298,0.5869058,1.6822709e-05,0.034642745,0.00031773152,1.3770988e-05,8.0833615e-06
44,1.9092353e-07,9.5709034e-08,3.0588063e-07,2.7721038e-07,2.9955672e-07,0.34546012,0.36659196,1.7967535e-07,0.23932885,0.04861744,3.0714784e-07,2.7212325e-08
45,2.150022e-05,1.42043955e-05,2.8535893e-05,2.7635113e-05,2.8122038e-05,0.45107052,0.4384845,2.8184084e-05,0.10469095,0.005562113,2.7598295e-05,1.6066142e-05
46,5.676444e-06,2.9281198e-06,8.194679e-06,6.189513e-06,9.40444e-06,0.30059832,0.6579353,8.857365e-06,0.041274134,0.00013940505,7.535842e-06,4.0171576e-06
47,6.050856e-07,2.909466e-07,9.722518e-07,7.097968e-07,1.4101405e-06,0.18411613,0.1932863,1.0482104e-06,0.6225565,3.466947e-05,1.1134596e-06,2.9247113e-07
48,5.9521886e-07,3.683507e-07,9.710728e-07,8.453789e-07,1.2882583e-06,0.2948852,0.52454287,1.0199899e-06,0.1803022,0.0002631733,1.0919647e-06,3.7466987e-07
49,2.7867836e-06,1.5703496e-06,4.2361485e-06,3.3972492e-06,5.2728856e-06,0.32390574,0.48981568,4.4614817e-06,0.18598741,0.0002634812,4.250385e-06,1.795507e-06
50,1.9394354e-06,1.1491096e-06,3.0522037e-06,2.4723893e-06,3.7343661e-06,0.29030216,0.58957934,3.0933816e-06,0.1198504,0.00024839144,2.9872488e-06,1.2869734e-06
51,2.172296e-06,1.1118108e-06,3.274161e-06,2.4413348e-06,4.3559544e-06,0.280377,0.45884216,3.5591286e-06,0.26066947,8.989234e-05,3.3183655e-06,1.2947819e-06
52,1.53836e-06,8.3164286e-07,2.766112e-06,1.8871924e-06,2.8850427e-06,0.13942178,0.8522811,2.5894778e-06,0.008244104,3.7144702e-05,2.2562149e-06,1.055298e-06
53,9.18071e-06,6.816413e-06,1.2637112e-05,1.5382986e-05,9.692792e-06,0.3265973,0.33683762,6.5585455e-06,0.12902582,0.20746289,1.260679e-05,3.4937161e-06
54,3.8363305e-06,2.1421101e-06,5.4560173e-06,4.7698377e-06,6.765363e-06,0.36811835,0.26366886,5.9220597e-06,0.3671648,0.0010107511,6.1395253e-06,2.1944527e-06
55,7.429289e-06,3.7715006e-06,1.0228676e-05,9.273322e-06,1.1452577e-05,0.38627872,0.03757262,1.1945443e-05,0.5752703,0.0008080813,1.2043241e-05,4.1001454e-06
56,1.9608735e-06,1.0346432e-06,3.0684516e-06,2.269106e-06,3.7947375e-06,0.24820594,0.6797556,3.1945515e-06,0.07193539,8.348356e-05,2.9297196e-06,1.2816395e-06
57,9.4252306e-07,4.4434773e-07,1.663186e-06,1.2923185e-06,2.0012856e-06,0.13384812,0.0071298084,1.8490871e-06,0.8589946,1.6775291e-05,1.9758622e-06,5.153418e-07
58,9.907086e-06,5.0416165e-06,1.3709782e-05,1.1293921e-05,1.6291817e-05,0.43949315,0.11400524,1.5625641e-05,0.44611317,0.00029599475,1.4106772e-05,6.4078695e-06
59,4.1932978e-07,1.982329e-07,8.221103e-07,6.17832e-07,9.928492e-07,0.09353403,0.003590792,8.8587484e-07,0.9028637,6.290626e-06,9.616155e-07,2.2203173e-07
60,3.2381656e-06,1.5729338e-06,4.6424084e-06,3.6711072e-06,6.0906764e-06,0.31017065,0.13905104,5.3485473e-06,0.5506491,9.771411e-05,5.082085e-06,1.8704593e-06
61,2.6988907e-06,1.3916665e-06,4.009011e-06,3.658178e-06,4.524709e-06,0.29028177,0.016619531,4.736109e-06,0.692747,0.00032422278,4.995582e-06,1.4326887e-06
62,3.1581112e-06,2.1428043e-06,4.864462e-06,5.1346083e-06,3.223561e-06,0.31006268,0.2712211,2.2630902e-06,0.15822922,0.26046115,4.4375747e-06,6.605215e-07
63,1.5440366e-06,8.596754e-07,2.5833338e-06,1.9326299e-06,2.919274e-06,0.21440695,0.7551811,2.5442364e-06,0.030299477,9.678334e-05,2.3214102e-06,1.0361557e-06
64,7.123493e-07,3.3046857e-07,1.2730158e-06,9.4702625e-07,1.6225556e-06,0.13110368,0.011911296,1.3960691e-06,0.8569675,9.405031e-06,1.4679316e-06,3.884062e-07
65,7.186293e-07,3.755156e-07,1.0972763e-06,8.835077e-07,1.5928468e-06,0.20063569,0.32416824,1.1747943e-06,0.47505984,0.00012873315,1.3343379e-06,3.581527e-07
66,5.8217256e-06,3.1470972e-06,8.023784e-06,6.819123e-06,9.941512e-06,0.40104878,0.28826323,8.864804e-06,0.31001115,0.0006220251,8.565572e-06,3.5902403e-06
67,1.6565494e-06,9.556367e-07,2.5832703e-06,2.1053884e-06,3.3696876e-06,0.29345635,0.412394,2.7739934e-06,0.29385862,0.00027379117,2.7935114e-06,9.974276e-07
68,2.1127953e-06,1.1921985e-06,3.331982e-06,2.5580623e-06,4.0335785e-06,0.26166362,0.63488555,3.3899835e-06,0.10327594,0.00015378135,3.1868128e-06,1.3758379e-06
69,4.02179e-06,2.6805305e-06,6.3681314e-06,6.4698397e-06,4.134015e-06,0.30349556,0.30211073,2.8847273e-06,0.12670076,0.26766035,5.237636e-06,8.241201e-07
70,7.995358e-07,4.155821e-07,1.2699793e-06,9.676976e-07,1.8021577e-06,0.22342886,0.37553185,1.3369071e-06,0.40094617,8.4717816e-05,1.4361506e-06,4.238644e-07
71,1.1885002e-06,5.8061033e-07,2.0904183e-06,1.6782608e-06,2.409269e-06,0.13142416,0.0048494022,2.3207242e-06,0.86369115,2.1896412e-05,2.5027286e-06,6.5888594e-07
72,7.2878333e-07,3.4724656e-07,1.138015e-06,8.364838e-07,1.6791747e-06,0.2123767,0.28184238,1.2339625e-06,0.50572425,4.898332e-05,1.3016906e-06,3.6775108e-07
73,1.0004247e-05,4.9870155e-06,1.3271509e-05,1.1826745e-05,1.4941715e-05,0.4088357,0.03984213,1.5913938e-05,0.5506728,0.00055735436,1.5026079e-05,5.9502145e-06
74,1.9539625e-06,1.1775451e-06,3.3285778e-06,2.6145508e-06,3.4750115e-06,0.24442835,0.73429215,3.1263428e-06,0.021067342,0.0001921582,2.898001e-06,1.3758969e-06
75,8.35476e-08,4.586902e-08,1.2977574e-07,1.3248801e-07,1.4049405e-07,0.32664973,0.38059253,8.659088e-08,0.25312772,0.039629202,1.5490704e-07,1.4765378e-08
76,8.5994157e-07,4.1585446e-07,1.3753847e-06,1.0848329e-06,1.8255096e-06,0.2085369,0.06193937,1.5203822e-06,0.72946006,5.4532095e-05,1.6529123e-06,4.3607534e-07
77,4.7280076e-07,2.2455328e-07,9.2512346e-07,7.106968e-07,1.0768803e-06,0.093233235,0.002607012,1.0031782e-06,0.9041464,7.628575e-06,1.0907647e-06,2.4952874e-07
78,4.6962592e-07,3.0384638e-07,6.965115e-07,7.7117227e-07,9.2781465e-07,0.31579542,0.3884904,7.0648406e-07,0.2909102,0.0047989027,1.0136664e-06,2.2190902e-07
79,5.8131127e-07,2.9444396e-07,9.5039223e-07,6.8108415e-07,1.3688765e-06,0.18690605,0.5148294,9.888805e-07,0.29822198,3.628373e-05,1.0335593e-06,3.161774e-07
80,9.49113e-07,5.38975e-07,1.4984948e-06,1.212675e-06,2.046294e-06,0.24610108,0.4281614,1.5840473e-06,0.32556957,0.00015788419,1.7085105e-06,5.423864e-07
81,2.0131704e-06,1.205666e-06,3.1833183e-06,2.636282e-06,3.5992612e-06,0.2720462,0.67150265,3.1123952e-06,0.05615421,0.0002768473,3.0064875e-06,1.3504788e-06
