dataset_id,factor,level,mixture_seed,method_id,cell_type,spots,truth_mean,predicted_mean,mean_bias,mean_absolute_error,root_mean_squared_error,pearson,spearman
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,shapemix_count_only,CD4 TCM,1024,0.12233880411582285,0.08971322535141983,-0.032625578764403,0.059854768237828634,0.0819925813106789,0.7223632501819792,0.7397471677098183
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,shapemix_count_only,CD16 Mono,1024,0.046245441842822956,0.054508495683362496,0.008263053840539545,0.026645319367419908,0.037145050178587796,0.8486866579647481,0.7855145694968525
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,shapemix_count_only,NK,1024,0.040588827023489545,0.03752687565608456,-0.0030619513674049748,0.018973592038799354,0.031589469104356775,0.8800142231578876,0.7878341623321214
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,shapemix_count_only,CD8 TEM_1,1024,0.03526947215953631,0.03628688809885412,0.0010174159393178117,0.031746722382765956,0.04734670263947277,0.6442082307304484,0.5513110989877739
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,shapemix_count_only,CD8 TEM_2,1024,0.03165895256385261,0.026890041085817107,-0.004768911478035501,0.024068324601093788,0.038834018760331816,0.7712466208458555,0.6555623313212788
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,shapemix_count_only,Intermediate B,1024,0.03014635853704098,0.02780914430017469,-0.0023372142368662816,0.016538588239268875,0.031045740186960002,0.8443459716989302,0.7357527766083565
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,shapemix_count_only,Memory B,1024,0.028162331997758534,0.026921210171735023,-0.0012411218260235122,0.016851032149146083,0.029051572579057893,0.831500215954149,0.7127640742532801
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,shapemix_count_only,CD4 TEM,1024,0.029686411370686894,0.046130006795295296,0.0164435954246084,0.029967167356909886,0.042798237138271036,0.7391964075322579,0.6278543933113432
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,shapemix_count_only,cDC,1024,0.018546997856495606,0.03198752459389323,0.01344052673739762,0.020538705424133847,0.029625486383921592,0.8365300602730542,0.601503634526512
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,shapemix_count_only,Treg,1024,0.016351725728577567,0.028790471858660727,0.01243874613008316,0.02561172882174803,0.03560711762065163,0.6039589508804245,0.44997368054687337
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,shapemix_count_only,gdT,1024,0.01633459764245821,0.019126371431399905,0.002791773788941694,0.023166944246573812,0.03708059320524302,0.4229372735289304,0.4059225766585706
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,shapemix_count_only,MAIT,1024,0.01524598472338017,0.02372295171944199,0.00847696699606182,0.018196985858833843,0.02862623556826546,0.7603044881095278,0.5342908935658962
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,shapemix_count_only,Naive B,1024,0.013134696818771288,0.016591688747797952,0.0034569919290266633,0.01384087756514412,0.024253879734197934,0.7808312215324158,0.5235064627740033
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,nnls,CD14 Mono,1024,0.26998813939187694,0.24154243009335064,-0.028445709298526294,0.06145665152218083,0.07976699055097979,0.882821619395951,0.8773214285003766
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,nnls,CD4 Naive,1024,0.14652016289738812,0.146296115438858,-0.00022404745853011883,0.06259736754533599,0.08389627948748153,0.7663577803313522,0.737086641908217
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,nnls,CD8 Naive,1024,0.13978109533004135,0.14101323870429872,0.0012321433742573545,0.05003123840909811,0.07171466606680832,0.8170818590556816,0.7953235803890422
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,nnls,CD4 TCM,1024,0.12233880411582285,0.09990845660876976,-0.02243034750705307,0.06062196392570386,0.08626008952884073,0.6851053665042841,0.6759748347225977
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,nnls,CD16 Mono,1024,0.046245441842822956,0.06581650478665176,0.019571062943828797,0.03780991920846056,0.054633441662779475,0.7393504229897946,0.6525929955206283
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,nnls,NK,1024,0.040588827023489545,0.04098263846709756,0.0003938114436080201,0.020247827562221855,0.03423394972459388,0.857996898036535,0.7748641595218746
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,nnls,CD8 TEM_1,1024,0.03526947215953631,0.03238837173141335,-0.002881100428122956,0.03731506236066882,0.06623051981410462,0.3910843055117599,0.39346513117296167
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,nnls,CD8 TEM_2,1024,0.03165895256385261,0.03202972110473776,0.0003707685408851558,0.023955691909285596,0.04203050099419619,0.7199502584126415,0.6172507909918155
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,nnls,Intermediate B,1024,0.03014635853704098,0.026916934199574943,-0.00322942433746603,0.017167243872979465,0.03428750726117308,0.801448959119331,0.7252790131076234
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,nnls,Memory B,1024,0.028162331997758534,0.028478521671731004,0.00031618967397246543,0.018184875408431965,0.03331853732704489,0.7716610979038667,0.7020459247761371
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,nnls,CD4 TEM,1024,0.029686411370686894,0.0371194527449978,0.007433041374310903,0.027781775411664877,0.04556951488544785,0.6520376722822299,0.557042756739387
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,nnls,cDC,1024,0.018546997856495606,0.024990606794868142,0.006443608938372541,0.017390685709370406,0.031132139927666704,0.7686394974564037,0.550909969897374
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,nnls,Treg,1024,0.016351725728577567,0.03389065743093578,0.017538931702358214,0.028835967058451734,0.04698419597509488,0.49703171962677856,0.3887987736723304
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,nnls,gdT,1024,0.01633459764245821,0.015320453061560541,-0.00101414458089767,0.02163313234727226,0.04122721550045534,0.2974938288256078,0.2999381157452342
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,nnls,MAIT,1024,0.01524598472338017,0.018959302848866336,0.003713318125486165,0.017066741148547743,0.031613439337453614,0.6699541892324019,0.48573442537265854
pbmc_shapemix_stress_v2_anchor_standard_mix_307,anchor,standard,307,nnls,Naive B,1024,0.013134696818771288,0.014346594312287514,0.0012118974935162263,0.014148882639597177,0.028891352443327505,0.6505456016062862,0.47315701706842905
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_length,CD14 Mono,1024,0.26998813939187694,0.24595548328292177,-0.02403265610895517,0.05395358843857852,0.0702425631635998,0.9035100252494546,0.888936154398224
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_length,CD4 Naive,1024,0.14652016289738812,0.17842225784940313,0.031902094952015014,0.0702185621829901,0.09121710740212208,0.7299367701320919,0.6906048576913522
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_length,CD8 Naive,1024,0.13978109533004135,0.11076306659224192,-0.029018028737799444,0.05802413738467362,0.07710194276735481,0.7994476894870868,0.7857517080652334
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_length,CD4 TCM,1024,0.12233880411582285,0.08493162309702974,-0.03740718101879309,0.06711616675931042,0.0914503414096127,0.6373251850403027,0.6538515479536613
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_length,CD16 Mono,1024,0.046245441842822956,0.06306819995665648,0.016822758113833526,0.037277824259767126,0.047416261316169904,0.7590916537880638,0.7047623186788057
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_length,NK,1024,0.040588827023489545,0.0409214257177614,0.00033259869427186117,0.025820586990384864,0.037978971438611626,0.8213584659781837,0.7369768922372022
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_length,CD8 TEM_1,1024,0.03526947215953631,0.027846875092806797,-0.0074225970667295155,0.03596313712407535,0.05369004238506745,0.5235775678138905,0.4878716013673896
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_length,CD8 TEM_2,1024,0.03165895256385261,0.03657052913405635,0.004911576570203741,0.03007917849175907,0.042800155761502305,0.7022868768537758,0.5920534084589322
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_length,Intermediate B,1024,0.03014635853704098,0.02357700323344676,-0.006569355303594212,0.022955517276516728,0.03970835004335143,0.7579617678186665,0.6870758597362936
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_length,Memory B,1024,0.028162331997758534,0.031547623995042566,0.003385291997284029,0.024190074361659597,0.03783696758311118,0.6936245708899966,0.6278090667917882
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_length,CD4 TEM,1024,0.029686411370686894,0.0308320569299341,0.0011456455592472024,0.031008371432584336,0.04252114197089356,0.6553188895109692,0.5650766342509463
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_length,cDC,1024,0.018546997856495606,0.017334803274321756,-0.0012121945821738503,0.018459059028039404,0.03272136645686268,0.7606901010186086,0.5615658957307196
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_length,Treg,1024,0.016351725728577567,0.05875654981563904,0.04240482408706148,0.05071086135674098,0.06049631820776224,0.3969797815204989,0.32312726734407343
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_length,gdT,1024,0.01633459764245821,0.020459878226064654,0.0041252805836064456,0.02575519560628803,0.03728352375489223,0.3908893060085503,0.3655915561224934
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_length,MAIT,1024,0.01524598472338017,0.015350296379147638,0.00010431165576746794,0.019388362780288958,0.03346671375275919,0.6744434551557196,0.4925237149352671
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_length,Naive B,1024,0.013134696818771288,0.013662327423525224,0.0005276306047539344,0.017493390625240156,0.031025067356819636,0.6048160993333294,0.452337397162021
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_count_only,CD14 Mono,1024,0.26998813939187694,0.23945054332811408,-0.030537596063762856,0.055668073171358384,0.07194792565157038,0.9065351858908306,0.8911183771770653
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_count_only,CD4 Naive,1024,0.14652016289738812,0.17887792165135227,0.03235775875396417,0.07009005701002109,0.09083749093446508,0.7434513271141447,0.7070877244286888
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_count_only,CD8 Naive,1024,0.13978109533004135,0.10676859521349753,-0.03301250011654383,0.05866893181915433,0.07767898320252692,0.8058419579690461,0.7922091261149284
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_count_only,CD4 TCM,1024,0.12233880411582285,0.07396772195360742,-0.04837108216221542,0.07146504373320975,0.09607060838412385,0.6431886652154599,0.6617531994565553
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_count_only,CD16 Mono,1024,0.046245441842822956,0.06779253064427807,0.021547088801455127,0.037713029482274854,0.0476138111275476,0.789320152196904,0.7251826164497973
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_count_only,NK,1024,0.040588827023489545,0.04057863111633876,-1.0195907150778601e-05,0.024613440669714746,0.03642056546802851,0.8363319307656827,0.749661378680487
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_count_only,CD8 TEM_1,1024,0.03526947215953631,0.027056299624887124,-0.008213172534649186,0.03550821058441075,0.05346967918436994,0.5350148293101911,0.5089064658383047
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_count_only,CD8 TEM_2,1024,0.03165895256385261,0.0363860012246302,0.004727048660777593,0.029869800183882477,0.0421585130088924,0.7126159826702805,0.6003090281827814
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_count_only,Intermediate B,1024,0.03014635853704098,0.022420141801129913,-0.007726216735911064,0.022083975170525218,0.038932444572928146,0.7800988377028173,0.7046753208350358
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_count_only,Memory B,1024,0.028162331997758534,0.03207995113485204,0.00391761913709351,0.02310365416274527,0.03651628659030284,0.7214252581365159,0.6482090357996048
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_count_only,CD4 TEM,1024,0.029686411370686894,0.03094801136247708,0.0012615999917901842,0.029696954873056097,0.04104569305814472,0.6818572669912533,0.6011253039882487
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_count_only,cDC,1024,0.018546997856495606,0.018218524824300857,-0.0003284730321947497,0.017471742771323875,0.03064535762586746,0.7786080199229632,0.5757794048657912
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_count_only,Treg,1024,0.016351725728577567,0.07488662969180684,0.05853490396322927,0.06241140579969208,0.07531338375555378,0.47817991203648214,0.38009519213776555
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_count_only,gdT,1024,0.01633459764245821,0.020558856207829185,0.004224258565370974,0.026116728428195103,0.03769506035696644,0.370675355708455,0.37405228024486736
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_count_only,MAIT,1024,0.01524598472338017,0.015832681124318976,0.0005866964009388061,0.01891262772552227,0.03227990837916013,0.6949589287287897,0.5082611589720375
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,shapemix_count_only,Naive B,1024,0.013134696818771288,0.014176959096578928,0.0010422622778076406,0.01650526127938723,0.02887702277104694,0.6818614516716475,0.48644990842604663
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,nnls,CD14 Mono,1024,0.26998813939187694,0.23792360023655085,-0.03206453915532608,0.0666325851627169,0.08667097460472772,0.8655632552586878,0.8589565300760194
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,nnls,CD4 Naive,1024,0.14652016289738812,0.148732144658772,0.0022119817613838856,0.0735664951034572,0.09677401443949467,0.705897644671021,0.671434333737029
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,nnls,CD8 Naive,1024,0.13978109533004135,0.13821165918277273,-0.001569436147268603,0.06062543526160981,0.08430908970321845,0.7534188883566815,0.7218367002812809
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,nnls,CD4 TCM,1024,0.12233880411582285,0.09308605080465374,-0.029252753311169104,0.06950682537399396,0.09776121336498246,0.6109024517645705,0.5987425772542844
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,nnls,CD16 Mono,1024,0.046245441842822956,0.0667093768082431,0.020463934965420153,0.0414931736600744,0.06116579252872988,0.6813462721053599,0.5977459881984474
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,nnls,NK,1024,0.040588827023489545,0.03979140856392875,-0.0007974184595607958,0.022366175232786424,0.03889692189262108,0.8139159074368336,0.7198410338739156
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,nnls,CD8 TEM_1,1024,0.03526947215953631,0.034053522887630375,-0.0012159492719059342,0.040837222683512926,0.07096147955537499,0.3211404559884715,0.31415123388309774
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,nnls,CD8 TEM_2,1024,0.03165895256385261,0.03112084981567,-0.000538102748182609,0.027045736824314017,0.047648570203036984,0.6407456020741469,0.5405651772636902
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,nnls,Intermediate B,1024,0.03014635853704098,0.025490120044507843,-0.004656238492533134,0.020220915048108266,0.04003950988086725,0.7204925130828851,0.6375992411536492
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,nnls,Memory B,1024,0.028162331997758534,0.028314803702526297,0.00015247170476776265,0.020795525836697203,0.0379443388779778,0.7033583994481202,0.6257777694585779
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,nnls,CD4 TEM,1024,0.029686411370686894,0.03899170309161802,0.009305291720931126,0.03218755044582226,0.05279645795474714,0.5738485907531035,0.49035300136933907
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,nnls,cDC,1024,0.018546997856495606,0.027336277327102653,0.008789279470607049,0.020235975511668947,0.03568103044484672,0.7120168650823699,0.5188563744244256
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,nnls,Treg,1024,0.016351725728577567,0.03644106290641681,0.02008933717783925,0.03330833850204631,0.055579406589270026,0.37668730328137073,0.32589412238178256
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,nnls,gdT,1024,0.01633459764245821,0.01771160754115471,0.0013770098986964998,0.02514914642518818,0.047117065436772104,0.19688875882598256,0.20733957492278599
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,nnls,MAIT,1024,0.01524598472338017,0.019903073654010263,0.00465708893063009,0.019146995836061425,0.035574561331748904,0.5929930819124998,0.40168469693749415
pbmc_shapemix_stress_v2_depth_keep_0p25_mix_307,depth,keep_0p25,307,nnls,Naive B,1024,0.013134696818771288,0.016182738774441464,0.0030480419556701776,0.017578315178236385,0.03490473367623431,0.49739318029581825,0.34828775325175126
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_length,CD14 Mono,1024,0.26998813939187694,0.2504378504977113,-0.019550288894165636,0.05033426889207732,0.06619470698815454,0.9118291338313451,0.8987114098808058
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_length,CD4 Naive,1024,0.14652016289738812,0.15780593375601304,0.011285770858624904,0.05993855851984779,0.07808536974176851,0.7732938028217882,0.7450040075130692
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_length,CD8 Naive,1024,0.13978109533004135,0.13244037744613574,-0.007340717883905619,0.04843858386405815,0.06570920450717802,0.8340060721045776,0.8260949529651546
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_length,CD4 TCM,1024,0.12233880411582285,0.09386072245895277,-0.02847808165687006,0.061339030746406564,0.08407796980475514,0.6839659149871591,0.6904324283337472
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_length,CD16 Mono,1024,0.046245441842822956,0.05617989302033455,0.00993445117751159,0.03151069442036865,0.04155872996028356,0.8065451634275392,0.7533306093164086
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_length,NK,1024,0.040588827023489545,0.03979026553721719,-0.0007985614862723516,0.0226200086385936,0.03468054598172558,0.8535723370947707,0.76032020283621
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_length,CD8 TEM_1,1024,0.03526947215953631,0.03114538777069658,-0.004124084388839729,0.0338226363950728,0.05032954682672294,0.5901554054471527,0.5268586786835394
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_length,CD8 TEM_2,1024,0.03165895256385261,0.032407699981059246,0.0007487474172066385,0.026633116938132074,0.03935496862995699,0.7565807694801434,0.630918711389539
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_length,Intermediate B,1024,0.03014635853704098,0.026559682816386813,-0.0035866757206541584,0.020268284124126033,0.03614835434315244,0.7920379355423293,0.7044169158552702
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_length,Memory B,1024,0.028162331997758534,0.02953024545349477,0.0013679134557362362,0.021175874508164078,0.03451492293244288,0.7493398553733961,0.6639040003931876
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_length,CD4 TEM,1024,0.029686411370686894,0.037235881237358014,0.007549469866671118,0.030599284712774726,0.04159017972045472,0.6799389618292048,0.5843200370224878
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_length,cDC,1024,0.018546997856495606,0.02230461704745068,0.0037576191909550753,0.01802684492490765,0.028637312778655954,0.8059108175628986,0.589623302102345
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_length,Treg,1024,0.016351725728577567,0.03815744084092413,0.021805715112346562,0.035078712477590465,0.043283064082257676,0.47175182674623617,0.3729648973511315
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_length,gdT,1024,0.01633459764245821,0.01932746139626676,0.0029928637538085504,0.024579932660122115,0.03720035334687268,0.3951852505484551,0.3901424094716643
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_length,MAIT,1024,0.01524598472338017,0.01865950157425344,0.0034135168508732687,0.019258840854079532,0.031068163302617108,0.7044970332643589,0.5049527014866333
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_length,Naive B,1024,0.013134696818771288,0.014157039165744303,0.0010223423469730155,0.0162766968812111,0.02919079080916572,0.6674053615971953,0.48505588846828496
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_count_only,CD14 Mono,1024,0.26998813939187694,0.24401405050161593,-0.025974088890261007,0.05215322906471291,0.06792554447980499,0.9139921174765391,0.9008531645714415
pbmc_shapemix_stress_v2_depth_keep_0p50_mix_307,depth,keep_0p50,307,shapemix_count_only,CD4 Naive,1024,0.14652016289738812,0.15829730528598096,0.01177714238859287,0.059688405682222626,0.07824139942949009,0.7813267891750688,0.7570614905940976
