component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5120000,4028739.0,5120000.0,33482237.0,32990259.9136213,491977.08637870103,13842153.992433403,74996377.8128512,2.703545701647149,3.8272353000008374
shape_bin,short,fragment_length_lt_100,5120000,,,18048537.0,17826041.27557371,222495.72442628816,9971202.964855894,39779693.38975089,1.9475005790734168,2.7873771479987637
shape_bin,mono,fragment_length_100_249,5120000,,,11046901.0,10862840.70361297,184060.2963870298,7657353.048515775,22740754.131548844,1.4955767672882374,2.1074993573707523
shape_bin,long,fragment_length_ge_250,5120000,,,4386799.0,4301377.934434612,85421.06556538772,4260092.735753598,7487994.1828747345,0.8320493624518746,1.2093381925014697
