,T_CD4,T_CD8,T_reg,mDC,mono-mac,myeloid,pDC,plasma,tumour_1,tumour_2
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
3,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5
6,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0
7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
12,0.1111111111111111,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222
13,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
29,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
30,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
31,0.0,0.7142857142857143,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.0
32,0.0,0.5454545454545454,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.3636363636363636,0.0
33,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
34,0.0,0.3333333333333333,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0
37,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
38,0.1428571428571428,0.5714285714285714,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0
39,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
43,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
47,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
49,0.0,0.5,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,0.0
50,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
51,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
52,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
53,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
55,0.0,0.6428571428571429,0.0,0.0,0.2857142857142857,0.0714285714285714,0.0,0.0,0.0,0.0
56,0.0,0.75,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125
57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25
59,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.625
60,0.0,0.5384615384615384,0.0,0.0769230769230769,0.2307692307692307,0.0,0.0,0.0,0.0,0.1538461538461538
61,0.0,0.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
63,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
64,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0
65,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
66,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
67,0.0526315789473684,0.1578947368421052,0.0526315789473684,0.0,0.1052631578947368,0.0,0.0,0.1578947368421052,0.4736842105263157,0.0
68,0.0,0.5384615384615384,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.3846153846153846,0.0
69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
71,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
72,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
73,0.0,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.4444444444444444
74,0.0,0.7142857142857143,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428
75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.3333333333333333
77,0.0,0.3333333333333333,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.5
78,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.4
79,0.1428571428571428,0.4285714285714285,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857
80,0.0,0.6666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666
81,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
82,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25
83,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
84,0.0,0.375,0.0,0.0,0.25,0.0,0.0,0.0,0.375,0.0
85,0.0,0.375,0.0,0.0,0.125,0.0,0.0,0.0,0.375,0.125
86,0.0,0.4705882352941176,0.0,0.0,0.1176470588235294,0.0,0.0,0.0,0.4117647058823529,0.0
87,0.0,0.4137931034482758,0.0,0.0,0.0689655172413793,0.0,0.0,0.0344827586206896,0.4827586206896552,0.0
88,0.0,0.35,0.05,0.0,0.1,0.0,0.0,0.0,0.5,0.0
89,0.0,0.5,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.3333333333333333,0.0
90,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
91,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
93,0.3333333333333333,0.5,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0
94,0.0,0.625,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.125
95,0.0909090909090909,0.4545454545454545,0.0,0.0,0.1363636363636363,0.0454545454545454,0.0,0.0,0.0,0.2727272727272727
96,0.0,0.5,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.375
97,0.1428571428571428,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.2857142857142857
98,0.0833333333333333,0.25,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0833333333333333,0.0,0.25
99,0.0,0.6666666666666666,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666
100,0.0,0.5,0.125,0.0,0.125,0.0,0.0,0.125,0.0,0.125
101,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4
102,0.1666666666666666,0.6666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.0
105,0.0,0.4444444444444444,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.0
106,0.0,0.375,0.0,0.125,0.0,0.0,0.0,0.25,0.25,0.0
107,0.0,0.3636363636363636,0.0,0.0,0.2727272727272727,0.0909090909090909,0.0,0.0,0.2727272727272727,0.0
108,0.0869565217391304,0.217391304347826,0.0,0.0,0.1304347826086956,0.0434782608695652,0.0,0.0,0.5217391304347826,0.0
109,0.0,0.5,0.125,0.0,0.0625,0.0,0.0,0.0,0.3125,0.0
110,0.0,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.4,0.0
111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
114,0.0909090909090909,0.4545454545454545,0.0909090909090909,0.0,0.3636363636363636,0.0,0.0,0.0,0.0,0.0
115,0.0,0.7142857142857143,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428
116,0.0,0.4285714285714285,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.5
117,0.1111111111111111,0.2777777777777778,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.4444444444444444
118,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
119,0.125,0.375,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.375
120,0.0,0.6666666666666666,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666
121,0.0,0.8181818181818182,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0
122,0.1666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
125,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0
126,0.0,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.4444444444444444,0.0
127,0.0,0.5714285714285714,0.0,0.0,0.1428571428571428,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0
128,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.6666666666666666,0.0
129,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0
130,0.0,0.4,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.2666666666666666,0.0
131,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
132,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0
133,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
134,0.0476190476190476,0.4761904761904761,0.0,0.0476190476190476,0.0952380952380952,0.0,0.0,0.0,0.0,0.3333333333333333
135,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0
136,0.0,0.5,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.25
137,0.1666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.1666666666666666
138,0.0,0.4,0.0,0.0,0.3,0.0,0.1,0.2,0.0,0.0
139,0.0,0.4545454545454545,0.0,0.0,0.1818181818181818,0.0,0.0,0.0909090909090909,0.0,0.2727272727272727
140,0.0,0.5,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666
141,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
143,0.0769230769230769,0.2307692307692307,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.5384615384615384,0.0
144,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.6,0.0
145,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
146,0.0,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.0
147,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
148,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0
149,0.2,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.3,0.0
150,0.0,0.2857142857142857,0.0,0.0,0.1428571428571428,0.0,0.0,0.1428571428571428,0.4285714285714285,0.0
151,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
153,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
154,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
155,0.1428571428571428,0.5714285714285714,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0
156,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25
157,0.0625,0.4375,0.0,0.0625,0.125,0.0,0.0,0.0625,0.0,0.25
158,0.1428571428571428,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0
159,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
160,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
161,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
162,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0
163,0.0526315789473684,0.3157894736842105,0.0,0.0,0.1578947368421052,0.0526315789473684,0.0,0.0,0.4210526315789473,0.0
164,0.0,0.5,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.4285714285714285,0.0
165,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.0
166,0.0,0.5384615384615384,0.0,0.0,0.1538461538461538,0.0,0.0,0.0,0.3076923076923077,0.0
167,0.0,0.3809523809523809,0.0,0.0,0.0476190476190476,0.0476190476190476,0.0,0.0,0.5238095238095238,0.0
168,0.0,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.7142857142857143,0.0
169,0.0,0.1764705882352941,0.0,0.0,0.1764705882352941,0.0588235294117647,0.0,0.1764705882352941,0.4117647058823529,0.0
170,0.0,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
171,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
173,0.0,0.5,0.0,0.1666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
174,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25
175,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.2307692307692307,0.0,0.0
176,0.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.2
