,Atrial Cardiomyocyte,Ventricular Cardiomyocyte,Fibroblast,Endothelial cell,Lymphatic Endothelial cell,Mural cell,Mesothelial cell,Neural cell,Adipocyte,Myeloid,Lymphoid,Mast cell
0,7.980379e-05,0.44408816,0.023863168,0.058038905,0.014312798,0.0270413,0.11624681,0.025367815,0.004666344,0.105993755,0.14039925,0.039901946
1,4.1625204e-05,0.20125385,0.17784756,0.1681042,0.078683354,0.17476393,0.014,0.06854284,0.008156016,0.081069745,0.011874889,0.015661992
2,8.319821e-05,0.2327534,0.07334439,0.1434973,0.08250248,0.026378863,0.2691095,0.023900315,0.0063636494,0.08798064,0.029194074,0.024892207
3,0.0019688546,0.44482738,0.04994958,0.014694037,0.01513721,0.09006157,0.25652897,0.060175307,0.0065695327,0.014357794,0.03696094,0.008768843
4,0.0020830098,0.35078982,0.015054765,0.022031354,0.19864634,0.030114755,0.24536113,0.03765903,0.0036054049,0.077766836,0.010159956,0.006727656
5,0.0040356535,0.3337439,0.014207963,0.07557973,0.15652795,0.051422868,0.24171597,0.040161822,0.003692382,0.006389021,0.07113578,0.0013869987
6,0.0007518808,0.39247918,0.07686007,0.06384545,0.029773248,0.03060451,0.28455585,0.0911909,0.0053730314,0.0059007066,0.009654426,0.009010787
7,1.4112311e-09,0.0024857863,0.13392779,0.16221021,0.19464044,0.054312516,0.07182247,0.11649228,0.0059625134,0.12551747,0.11317678,0.019451726
8,0.00033051285,0.25610682,0.024290793,0.021840405,0.14949323,0.030291174,0.15558031,0.12439511,0.0033647153,0.19017743,0.043435257,0.0006942691
9,3.9107903e-08,0.001998493,0.10913772,0.26136798,0.079569735,0.12553689,0.02014493,0.04827824,0.0065751467,0.2337765,0.112566695,0.0010475898
10,0.011419359,0.27768067,0.026917664,0.13393866,0.06538681,0.036154334,0.36545068,0.025214998,0.0029636903,0.03690037,0.017203785,0.0007689653
11,0.0001973712,0.2606455,0.058572263,0.11563134,0.04424087,0.17074479,0.01653774,0.06189451,0.0078082937,0.0827078,0.09844551,0.082574055
12,0.00037016583,0.22947946,0.0757444,0.09613305,0.024728313,0.040667772,0.26058134,0.112560645,0.0060074967,0.08216879,0.07111148,0.00044707514
13,0.00011230284,0.20821768,0.20362066,0.11011422,0.069183715,0.079222836,0.16085668,0.042889044,0.012598856,0.09018689,0.009604217,0.013392933
14,7.8636197e-07,0.20838521,0.11118057,0.03260919,0.14056636,0.028214267,0.0053405715,0.15744323,0.004995193,0.21316656,0.05230733,0.045790683
15,4.1630274e-06,0.005854086,0.16674094,0.22669688,0.04733632,0.24650274,0.15604906,0.07360681,0.010014864,0.008454865,0.03128555,0.027453752
16,0.0007500499,0.07726955,0.027176075,0.09101428,0.08683006,0.03657221,0.30765066,0.012491257,0.0025385367,0.28356212,0.07326625,0.0008789103
17,0.0031055699,0.21134049,0.03168302,0.057488218,0.09376113,0.034494583,0.46574527,0.014252508,0.002394683,0.06967838,0.01452099,0.0015351833
18,1.5187071e-07,0.0055194777,0.06460685,0.030847842,0.17137678,0.037874695,0.286594,0.14646056,0.006780298,0.18349987,0.02819809,0.038241386
19,0.0001844405,0.26316217,0.28209436,0.033858243,0.100142,0.050912846,0.11783081,0.027250784,0.014195286,0.007040958,0.090366356,0.012961752
