,meanscell_abundance_w_sf_endothelial cell,meanscell_abundance_w_sf_astrocyte,meanscell_abundance_w_sf_oligodendrocyte,meanscell_abundance_w_sf_microglial cell,meanscell_abundance_w_sf_vascular associated smooth muscle cell,meanscell_abundance_w_sf_inhibitory interneuron,meanscell_abundance_w_sf_pericyte,meanscell_abundance_w_sf_glutamatergic neuron,meanscell_abundance_w_sf_radial glial cell,meanscell_abundance_w_sf_oligodendrocyte precursor cell,meanscell_abundance_w_sf_neural progenitor cell,meanscell_abundance_w_sf_medial ganglionic eminence derived interneuron,meanscell_abundance_w_sf_caudal ganglionic eminence derived interneuron
0,0.016735906,0.004176638,0.0029513887,0.9307306,0.036486857,0.00746543,0.09933058,1.0694395,0.22030708,0.6634035,0.005091219,0.7492338,1.1474531
1,0.028097983,0.0069225812,0.001464798,0.49400583,1.8094053,0.023120262,0.09504475,0.0109992875,0.7821037,0.0031765746,0.69980687,0.8489692,1.4310008
2,0.09741795,0.02621865,0.006869293,0.32906225,0.7859248,2.160338,0.82754344,3.4500496,0.019815844,0.48857257,0.00219092,0.100415185,0.26891875
3,0.4348467,0.5630171,1.5222367,1.8678288,0.2302503,0.22542457,1.2041123,0.012884897,0.36185974,0.62225604,0.007830753,0.26054788,0.3394455
4,0.014517906,0.0023239863,0.19897904,1.7974304,0.0059883455,0.06378332,0.012579306,0.038914375,1.0320091,0.08560588,2.2081833,0.052207503,0.4320674
5,0.018640999,0.005436483,0.030657696,0.114192545,0.7031658,0.8523494,0.3551379,0.07469497,0.9432919,0.7290144,1.0175471,1.3921406,0.10918203
6,0.020181367,0.0022618813,0.235549,0.41957206,1.7298828,1.1318363,0.20172289,1.8527182,0.008468614,0.014953418,0.9549363,0.14304808,0.7315646
7,0.06404168,0.010997921,0.5340981,0.00785757,1.8822236,0.2040374,1.3791236,0.7022613,0.8213732,0.6558455,0.5639708,0.24934062,0.05117851
8,0.031443655,0.0050720414,0.004182142,0.5142908,0.040674377,0.28987437,0.82166296,0.09361481,0.7126201,0.0091133285,1.1586661,0.28521234,1.1031647
9,0.021634873,0.07293456,0.013960375,0.008737641,0.88592243,0.9331472,0.71667534,0.7926628,0.7690568,1.0155019,0.8612343,0.04733425,0.09209217
10,0.09598836,0.014421465,0.008894166,0.7514427,1.258244,2.2289896,0.12714367,0.015490004,0.4597566,2.3238893,0.001978247,0.18252844,0.053698935
11,0.01367172,0.0038111967,0.0029427507,0.4508223,0.029423209,0.024273403,0.2463654,0.63235193,0.88016415,0.0051182685,0.37857157,0.043005016,1.8451707
12,0.03598299,0.011865875,0.010096335,0.008233634,1.3392413,0.8604334,0.2097613,0.18059683,0.8259514,0.45073304,2.208685,0.44189668,0.58078
13,0.030550627,0.0032150645,0.0039766417,0.67473996,0.6419959,0.11673082,0.512245,1.9032174,0.008853984,0.23923324,0.14302288,1.0461006,1.2695308
14,0.021811271,0.0087825805,0.005477631,0.006089991,0.03540379,0.75265896,1.109255,0.2041575,0.006522699,0.4291094,0.6202519,0.49410918,0.97173166
15,0.017957857,0.0039949166,0.006271139,0.45085853,0.050837446,0.56016695,0.64641374,0.2287885,0.5087436,0.6887414,0.46845636,0.06461402,0.5504087
16,0.10977718,0.24275695,0.018917209,0.019659074,0.7279231,1.432814,0.18135013,0.58980477,0.36272103,2.2291975,0.07351307,0.6428528,0.83656275
17,0.13729584,0.0029045201,0.15333797,1.2441432,0.9551915,1.3967334,0.08858508,0.40476823,0.009138016,0.86297244,1.2740092,0.5439407,0.9667619
18,0.049023494,0.0035819018,0.0037244286,0.87616706,1.4005295,0.014484545,0.7885985,0.97184944,0.073328145,0.055898555,1.3733655,0.36292306,0.10535673
19,0.055170834,0.0075417943,0.01222901,0.46114767,1.8815516,0.114203855,0.70006293,0.17454939,0.011330588,1.9372605,0.27133667,0.24810067,1.11603
20,0.37883857,0.0016435926,0.0055794846,0.76182884,0.023169504,0.017812205,0.5879685,2.9873972,0.019217052,0.87845117,0.2341738,0.12729408,0.58100307
21,0.01523218,0.0029671034,0.25762004,0.3115821,0.45000762,1.5091006,0.27293026,0.10757693,0.007095937,0.93392575,0.9888624,0.5315896,0.52595633
22,0.04694679,0.043649778,0.15767567,0.008796558,0.20050049,1.4179755,1.0451719,1.3685219,0.016702954,0.56058043,0.27967727,0.5091134,0.8776709
23,0.022949034,0.0047213854,0.0024952586,0.7421212,1.0534085,0.29994035,0.3784331,0.8520931,0.29603302,0.15478916,0.01939379,0.95460004,0.9978341
24,0.020390995,0.21059416,1.0578246,0.84219325,0.1439742,0.3551554,0.07383093,0.49914238,0.86713064,0.7149483,0.022217294,0.39606518,1.6155854
25,0.012055752,0.07882859,0.0024257244,0.006489822,0.33149645,0.15150341,0.19814871,0.19526722,1.0142283,0.003699811,0.9475076,1.7024282,0.3932858
26,0.03040743,0.5736542,0.18283805,1.353609,0.15668863,0.17515494,0.3622056,0.39371684,0.7011221,0.3586377,0.5456054,0.09714671,1.2999068
27,0.031112187,0.07297715,0.3502926,0.817039,0.09637938,1.1397694,1.0294863,1.0106109,0.89182514,0.3707535,0.09601536,0.35021493,0.19100317
28,0.052293982,0.026047317,0.71831,0.46715775,1.8139055,0.10418782,0.45354933,0.06059057,0.88856065,1.2667968,0.24350175,0.16670242,0.46430522
29,0.022893222,0.007477948,0.1650256,0.027817281,0.29608482,0.50638556,1.6093929,3.3133426,1.3288369,0.0055347704,0.0056613414,0.4550441,0.60663587
30,0.027423693,0.012967086,0.006810294,0.025073333,0.43688923,1.0114428,0.19218042,0.16406325,1.176173,0.9757188,1.0070803,0.09346468,0.052917436
31,0.0594174,0.13258371,0.008142161,1.1360422,1.1290251,0.03577993,0.079615526,0.054386236,0.73216134,3.0253594,0.42247438,1.7555945,0.23052701
32,0.023794495,0.0035862776,0.0036935236,0.005468276,1.1143895,0.031629317,1.9231892,0.43739378,0.7217347,0.73552966,0.038304653,0.25393173,1.5107169
33,0.042400885,0.030755041,0.003359446,0.049975302,1.5270917,0.88885814,0.07164848,0.04293449,0.85238665,1.2573439,0.095558934,1.6909748,0.07081415
34,0.020516668,1.1894935,0.0039005612,0.45118985,0.21529537,0.18547796,0.6444285,0.6252686,0.7181695,2.0103865,0.003939251,0.0243526,0.021452548
35,0.024472775,0.05281697,0.75425965,0.24542654,0.041278906,0.3747273,1.2405794,0.023646418,0.9135184,0.41642693,0.0028096284,0.6847129,0.66898906
36,0.032032922,0.006978831,0.0049582506,0.51615864,1.7218324,0.6806352,1.2170565,0.73577064,0.009652029,1.9411827,1.1112028,0.016950913,0.016411055
37,0.043130502,0.0034960632,0.0022953367,1.0347257,0.7601051,0.005760835,0.23455055,0.6500172,0.005472678,0.393511,0.69543034,1.5515176,0.20772165
38,0.040008917,0.12580176,0.3464285,1.7589073,0.3485824,0.20494212,0.07260737,0.049378693,0.9848712,0.16664846,0.7642934,0.54751986,1.1222976
39,0.02360578,0.020651015,0.00794067,0.005214029,0.48182258,0.012623517,0.45414224,0.22242837,1.4711827,1.6401689,0.0024747297,1.5843128,0.0577083
40,0.030886991,0.0072697913,0.0040583955,0.7225998,1.0720134,0.57217616,0.19493431,1.0773959,0.5861723,0.008909959,0.77861476,0.4402965,1.6546059
41,0.018976413,0.0073984447,0.06326504,0.78390783,0.01631515,0.0052566733,1.3828026,0.40854827,0.19791324,0.27533194,1.4665763,0.044769704,0.21804081
42,0.044971734,0.0028796103,0.0032988996,1.5005223,1.7643764,0.7809195,0.9671124,0.96787024,0.0104108425,0.38325277,0.0041805054,0.79638505,0.9978505
43,0.021541094,0.0119456705,0.22224513,0.9045812,0.08114671,0.055794608,0.14940037,0.060857378,0.7314594,0.30062988,0.8238415,1.1007346,1.3678222
44,0.021423258,0.013288852,0.001836317,1.0010031,0.29927975,0.2969249,0.5935361,0.044586435,1.520694,0.0032100065,0.91603124,0.5097943,0.9802043
45,0.030293763,0.0058001387,0.00793979,0.04401023,0.504606,0.06563065,0.63894856,0.8543886,0.022613099,1.1408846,0.6560142,1.2027642,1.5716487
46,0.03879249,0.007544916,0.0064258594,0.9524158,0.5454188,0.97682345,0.8190365,1.766426,0.7450533,1.4956515,0.7312421,0.2930332,0.10262332
47,0.22833371,0.0049494654,0.46679768,0.36293036,0.5240352,0.20156568,1.0874859,0.13941704,0.015812295,0.33122048,0.16811644,1.9851437,0.5360758
48,0.043753356,0.014382026,0.016526109,0.09253153,0.13572627,1.5358584,0.54949915,1.0172548,0.9369849,1.4684682,0.6797003,0.18568133,1.3536903
49,0.013442174,0.005813755,0.0013966704,0.20523234,0.7523431,0.3985931,0.26035726,0.025160873,2.095968,0.0020199313,0.3227842,1.5329074,0.5697544
50,0.025802791,0.042790197,0.45409593,0.42347175,1.1168813,1.2037313,0.1999884,0.6984691,1.6626911,0.27491504,0.0056708013,0.34281048,0.12907603
