,Ventricular Cardiomyocyte,Fibroblast,Myeloid,Endothelial cell,Neural cell,Lymphatic Endothelial cell,Mural cell,Lymphoid,Mast cell,Adipocyte,Atrial Cardiomyocyte,Mesothelial cell
0,0.2558905806314136,0.30546741283365986,0.09148477415734363,0.11596509239192168,0.011512268413215385,0.0023125334496307552,0.07562488070818783,0.029745292254885553,0.0018876633939569718,0.00947940843494167,0.10022031822278517,0.0004097751080578708
1,0.24904488307866815,0.3043169038970135,0.09956803256125163,0.11636771283758074,0.01156414488557782,0.002424537938566443,0.07265224144781215,0.030834313859107856,0.002489074038507092,0.01027980898962865,0.10002658439597274,0.00043176207031328284
2,0.25160217559995457,0.3070456411763189,0.09621342775858441,0.11525538134971,0.011537556713887362,0.0022805256706143764,0.07152620827211831,0.0308817622689246,0.0020039864877380658,0.010221889313920835,0.10103975216596618,0.00039169322226237455
3,0.2542712498859069,0.3047642498686986,0.09785091375883082,0.11464088002912749,0.010528515363730461,0.002167669628924085,0.07129974802046934,0.031627218987856275,0.0019515626577933825,0.010117083753553122,0.10035324210714282,0.00042766593796678153
4,0.24820803180601358,0.30535049884268217,0.09927032392659359,0.1161322655147451,0.011507664220126536,0.0023814602063526947,0.07217501074436511,0.03282136191932637,0.0020552627640392693,0.010700500470451292,0.0989148346315614,0.0004827849537429263
5,0.25740229636083906,0.30615962150685777,0.09515724857193864,0.11175819174789553,0.011981369885867019,0.0024313233060204082,0.07254178772309253,0.030232743385913054,0.001975336833853916,0.009812955344355945,0.10013456424034207,0.0004125610930240802
6,0.2536754694617671,0.3036123687043821,0.0977256329501334,0.11537817849021877,0.01071286154971135,0.0023246519644139264,0.07185612635840476,0.032276255778768345,0.001824262902466038,0.009331956398879451,0.10079413434360537,0.0004881010972493663
7,0.25346980321133233,0.3071830260497748,0.09637300013261815,0.11613931049282857,0.011300109346971138,0.002523769563940149,0.07143830576436443,0.03067074171316522,0.0017571927831908582,0.009903335115459771,0.09876440151978794,0.00047700430656659384
8,0.24776157672567242,0.30701515044352107,0.09585686331496569,0.11604666039244167,0.011522852592118705,0.002334679298921713,0.07666515398839129,0.030552595573892245,0.0018055079659570125,0.009569773549430123,0.10036344583993562,0.0005057403147524305
9,0.2500784950469906,0.3047196062575918,0.09999970245243983,0.11496709766315356,0.01113844597779769,0.0023066934698439123,0.07038135928265364,0.033082204609063776,0.0018740954519760134,0.00995624148040969,0.10078368742632084,0.0007123708817586352
10,0.2500124520534859,0.30320122828107116,0.09905804573828676,0.11451853668335414,0.011069461078434102,0.002481296222920362,0.07456412163840043,0.032327278655681524,0.0020788465961718767,0.009878314525216191,0.10036152695502419,0.0004488915719533526
