restart_index,seed_tuple,converged,stopping_reason,steps,count_log_likelihood,shape_log_likelihood,abundance_log_prior,total_log_objective,nonfinite_events,runtime_seconds,best_step,final_gradient_norm,history_rows,selected
0,"[20260822,1103,401,0,0]",True,objective_patience,251,-15129297.171875,-18532375.828125,-30579.412963867188,-33692252.41296387,[],149.35032513400074,251,43.93013381958008,252,True
1,"[20260822,1103,401,0,1]",True,objective_patience,409,-15129302.03125,-18532420.8515625,-30562.931762695312,-33692285.814575195,[],245.7200136169995,409,48.79943084716797,410,False
2,"[20260822,1103,401,0,2]",True,objective_patience,448,-15129287.28125,-18532399.8203125,-30578.628051757812,-33692265.72961426,[],267.06329937100236,448,55.32268524169922,449,False
