,meanscell_abundance_w_sf_endothelial cell,meanscell_abundance_w_sf_astrocyte,meanscell_abundance_w_sf_oligodendrocyte,meanscell_abundance_w_sf_microglial cell,meanscell_abundance_w_sf_vascular associated smooth muscle cell,meanscell_abundance_w_sf_inhibitory interneuron,meanscell_abundance_w_sf_pericyte,meanscell_abundance_w_sf_glutamatergic neuron,meanscell_abundance_w_sf_radial glial cell,meanscell_abundance_w_sf_oligodendrocyte precursor cell,meanscell_abundance_w_sf_neural progenitor cell,meanscell_abundance_w_sf_medial ganglionic eminence derived interneuron,meanscell_abundance_w_sf_caudal ganglionic eminence derived interneuron
0,0.0811952,0.011210097,0.025674691,0.023640743,0.031905685,11.384861,0.061281208,0.01762707,0.015394291,4.263021,0.013773598,0.02766507,0.027171707
1,0.06348609,0.010881842,0.021465525,0.052409153,0.12320954,1.5386289,0.043440327,4.4656954,0.010103194,1.2274774,0.0070306594,1.3309846,0.5784733
2,0.029515497,0.030892663,0.057032205,0.107915446,0.2429191,3.3340976,0.027402062,0.04308232,0.0054492243,0.6518035,0.0346116,0.03316459,0.02992685
3,0.056728035,0.027582824,0.022510413,0.017933493,0.017383395,1.757349,0.031574562,0.23181343,0.018480748,6.4500046,0.012788166,0.09059987,0.06362897
4,0.040971026,0.020329822,0.022472188,0.0062800436,0.019704498,0.17562445,0.021881025,3.0103233,0.030482337,6.361896,0.13436821,0.11616622,0.09305715
5,0.06177255,0.008211386,0.6181871,0.060051154,0.018045137,1.4464821,0.021860648,2.9392538,0.009715639,2.821871,0.006619554,0.25366643,0.14741656
6,0.06291154,0.016566178,0.03086802,0.15179558,0.028213833,8.031678,0.16308542,1.1669959,0.006952134,0.063221626,0.013140506,0.86870724,0.42830405
7,0.05531628,0.0044817943,0.022381721,1.5870072,0.021240177,0.009716944,0.09679529,4.618729,0.0047436524,1.7211967,0.006147279,0.4238756,0.12366236
8,0.019278593,0.011539365,0.010524843,0.005441585,0.007495732,2.8028288,0.011299359,0.08323477,0.3508979,3.7587202,0.05117194,0.027782155,0.027964428
9,0.021122484,0.010941632,0.008973936,0.008450285,0.013660208,0.024651166,0.011682152,4.616092,0.029803257,1.2391396,0.010963065,0.044289336,0.05642133
10,0.029222772,0.018749125,0.010156075,0.01570131,0.021075597,4.90101,0.021465914,0.36853784,3.1909504,0.0057352013,0.16506125,0.025127796,0.019358896
11,0.06929646,0.018491602,0.05996301,0.033246152,0.041769337,5.5232863,0.16105351,0.87080806,0.012218968,2.4282048,0.014374388,0.6172796,0.32171887
12,0.04477861,0.015580487,0.012721597,0.006673038,0.027301122,0.009666936,0.028845798,1.6696912,0.01931363,5.4425254,0.0130530195,0.6889647,0.12939397
13,0.7788362,0.0812519,0.8769672,0.11796664,0.06267579,1.2044147,0.03672219,0.102006316,0.012873755,4.9985247,0.014907255,0.3875291,0.40630335
14,0.025139283,0.0052731927,0.08918204,0.008423199,0.0100765675,1.8115602,0.01286801,3.9035742,0.012385065,1.6810545,1.3648887,0.022395372,0.028673388
15,0.018952645,0.0055990363,0.02114684,0.014745428,0.009584141,1.866009,0.010264689,2.609094,0.010828478,0.12276231,0.006934058,0.019057328,0.017115269
16,0.038482938,0.04269558,0.009038004,0.025014494,0.01502724,1.8461641,0.0167988,0.060411256,0.008730968,1.9360712,0.0063337013,0.14087673,0.037560474
17,0.047106553,0.017803848,0.017608529,0.016017966,0.018073458,4.9146433,0.025785096,1.4060801,0.018233636,5.557306,0.013115216,0.038308393,0.030734854
18,0.051816728,0.0335766,0.00956718,0.028483368,0.026996149,0.032937124,0.059156373,6.6471953,0.015181513,0.014696778,0.014505222,0.2733143,0.94468087
19,0.0766352,0.025328593,0.09347567,0.08887993,0.023937427,3.2576668,0.02481872,3.887239,0.024200695,2.1276736,0.019192262,0.063741356,0.7665476
20,0.119581655,0.020431738,0.024978569,0.019686121,0.032008022,2.5868773,0.050259233,0.3747934,0.02547325,6.384455,0.025388777,0.12019908,0.1724554
21,0.06876075,0.44946277,0.026177786,0.027381636,0.05937474,2.6474607,0.07233741,3.9880233,1.1832175,0.23919538,0.39561674,0.05087667,0.30224013
22,0.019712238,0.0063685984,0.899602,0.0073707183,0.011187489,2.96187,0.012247695,5.360387,0.016008997,1.8270018,0.017275559,0.025400111,0.02486068
23,0.033715308,0.0060449312,0.14897753,0.017115306,0.013333237,2.1898654,0.026916374,1.0933577,0.010086308,0.72102016,0.0072753797,0.030130891,0.018762663
24,0.045272328,0.01579426,0.014031089,0.01275604,0.022479134,1.9563774,0.021211345,0.72280025,0.02971627,5.2558093,0.78659046,0.027376652,0.01700572
25,0.051182814,0.045031726,0.016658576,0.020794647,0.046585526,0.0075102206,0.04122061,2.7210553,0.013896365,4.635959,0.012571961,1.1269954,0.17218377
26,0.17581712,0.013025581,0.019649256,0.02495857,0.2704816,1.4819369,0.06786898,0.56640905,0.09873975,3.817443,0.015188363,0.9789086,0.06064049
27,0.055097457,0.016628696,0.022657624,0.035595056,0.02028444,5.3291183,0.032352094,1.6604458,0.022340877,6.1690083,0.26629314,0.051553637,0.03703365
28,0.08035315,0.014687178,0.037786182,0.017948015,0.042525783,4.7121463,0.027380703,7.686088,0.016194128,3.1667607,0.009342545,0.89886314,0.04645714
29,0.046398226,0.009823351,0.10475672,0.011946757,0.016505929,7.1132183,0.021526529,0.22058737,0.018739825,2.6286716,0.39341113,0.018883463,0.024363436
30,0.046644706,0.019048518,0.47666046,0.023189524,0.02365821,0.016303988,0.023516227,0.10419838,0.01573757,6.6089926,0.14965448,0.027173571,0.030394895
31,0.021330947,0.0042408234,0.025927212,0.010448345,0.008622483,7.150691,0.017618477,0.039295375,0.0054051667,0.006689718,0.008511049,0.5898385,0.03193956
32,0.02093998,0.0035385333,0.006077946,0.0075387396,0.0094785085,3.8590806,0.012405914,3.4325185,0.007422713,0.005156225,0.021091394,0.019310327,0.010990569
33,0.050775863,0.013989252,0.027920054,0.012245704,0.016912334,2.354845,0.01662133,0.54454935,0.032486375,9.218515,0.09723729,0.022206169,0.025919955
34,0.07893115,0.017433273,0.04786308,0.022552514,0.024764474,0.010818964,0.18036373,4.28911,0.0057813134,0.27279943,0.0052376785,2.0667138,0.22314647
35,0.035139427,0.0067260666,0.016223041,0.040257595,0.019124266,1.0889734,0.03694219,6.054919,0.0072139096,0.016409649,0.0131589845,0.14023522,0.0341261
36,0.1464346,0.011347918,0.90062416,0.1484909,0.04233066,0.22287884,0.18273255,0.71959144,0.011967098,2.0163052,0.012495909,0.52217287,0.46355832
37,0.031736862,0.027607305,0.022156123,0.009227462,0.01614081,0.018882016,0.03369989,0.4549182,0.022765463,4.74773,0.05856706,0.49595922,0.23126476
38,0.03862462,0.0060275383,0.022817904,0.008437424,0.011206384,3.947626,0.016310697,3.5485864,0.012800984,2.20353,0.015097116,0.024226965,0.018814461
