component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5120000,3256336.0,5120000.0,36457996.0,36200537.18768762,257458.81231237948,12848287.628431426,80669420.66566111,2.509431177428013,3.9693508567222846
shape_bin,short,fragment_length_lt_100,5120000,,,20116228.0,19971325.75069933,144902.24930066988,9197327.581790447,44525019.8096401,1.7963530433184467,2.9489477668433417
shape_bin,mono,fragment_length_100_249,5120000,,,11774942.0,11679337.511754613,95604.48824538663,6939409.036026244,23790501.94225218,1.3553533273488758,2.155593285060085
shape_bin,long,fragment_length_ge_250,5120000,,,4566826.0,4549873.925233687,16952.074766312726,3906731.097635887,7819940.966586401,0.7630334175070091,1.2358528310589438
