,meanscell_abundance_w_sf_endothelial cell,meanscell_abundance_w_sf_astrocyte,meanscell_abundance_w_sf_oligodendrocyte,meanscell_abundance_w_sf_microglial cell,meanscell_abundance_w_sf_vascular associated smooth muscle cell,meanscell_abundance_w_sf_inhibitory interneuron,meanscell_abundance_w_sf_pericyte,meanscell_abundance_w_sf_glutamatergic neuron,meanscell_abundance_w_sf_radial glial cell,meanscell_abundance_w_sf_oligodendrocyte precursor cell,meanscell_abundance_w_sf_neural progenitor cell,meanscell_abundance_w_sf_medial ganglionic eminence derived interneuron,meanscell_abundance_w_sf_caudal ganglionic eminence derived interneuron
0,0.0021726354,0.0038861607,0.008097934,0.767403,0.5392562,0.8787182,0.21070275,0.60661536,0.16307466,0.18466316,0.10727013,0.016585153,0.12243706
1,0.00053529325,0.12132783,0.03290808,0.76042676,0.3508046,0.032529574,0.9499995,0.029950464,0.18280767,0.44954783,0.29354548,0.005749816,0.003094001
2,0.0009010285,0.066710986,0.0020172026,0.6249862,0.010578941,0.099418156,0.008911413,0.17085655,0.34443545,0.11244238,0.8641527,0.024829058,0.3697366
3,0.00064124237,0.0012146919,0.022509553,0.0010380492,0.45866928,0.5964757,0.0010380108,0.013893259,0.19560243,0.62171876,0.25336996,0.502656,0.006782915
4,0.0007302457,0.0027990018,0.0371881,0.5368482,0.4515774,0.601825,0.2738017,0.47758502,0.014941576,0.28534102,0.162284,0.42698652,0.65117425
5,0.0011445669,0.005112429,0.26524654,0.010546357,0.7900677,0.10663399,0.4087354,0.2426244,0.5231206,0.14329517,0.45467144,0.20843679,0.0077126566
6,0.001052071,0.011355396,0.030909466,0.2056519,0.29135063,0.58055556,0.45611843,0.3235201,0.24728219,0.40529144,0.19643942,0.022446288,0.71342444
7,0.006788889,0.0025425975,0.003992073,0.007749011,0.6642426,0.45715716,0.65017146,0.1736068,0.18412992,0.2970544,0.38183805,0.18532167,0.0796804
8,0.005202436,0.024723634,0.0017735311,0.001797466,0.6702907,0.71997374,0.0038901758,0.026765848,0.009839015,0.8492841,0.033791482,0.0050585005,0.0033538619
9,0.0004737801,0.0024435916,0.007643719,0.285651,0.002256685,0.20085263,0.17977528,0.029734481,0.92961335,0.0026241285,0.35906303,0.05637668,0.6958479
10,0.00095556566,0.0037636936,0.011052493,0.0023608576,0.33254355,0.33990955,0.35877633,0.3347526,0.51592946,0.13564451,0.1959357,0.15720798,0.75976497
11,0.0012772527,0.0157913,0.01256686,0.0014945372,0.35624564,0.110793285,0.0019328502,0.5816891,0.29473063,0.4853127,0.48919624,0.27455693,0.4078393
12,0.001007555,0.0024266334,0.0017236026,0.4515204,0.005650574,0.4622664,0.4828469,0.39208096,0.0054816394,0.0043822885,0.14872763,0.17784843,0.70188195
13,0.0006617872,0.0064639538,0.0054224962,0.0023769373,0.0047665993,0.37565136,0.37623557,0.21053731,0.37622485,0.5714884,0.32332838,0.17630576,0.24051473
14,0.0075786267,0.004074692,0.010138679,0.4435743,0.013524818,0.25068384,0.365973,0.37563437,0.10298481,0.51169735,0.17843373,0.4270289,0.14447254
15,0.0025226173,0.0027963337,0.0023160437,0.42789668,0.21363959,0.70541894,0.023944678,0.028207107,0.005981981,0.53973395,0.43111107,0.26715457,0.44050515
16,0.0014518838,0.013534741,0.0021041625,0.18367468,0.33838814,0.41113624,0.29463068,0.6303388,0.14305355,0.20945825,0.82738787,0.1114953,0.021645913
17,0.0009705093,0.0038110563,0.008925314,0.18447725,0.7774766,0.16391324,0.009723222,0.22144215,0.018080562,0.42729074,0.29012582,0.27407968,0.42271206
18,0.0011793334,0.0026805103,0.0023165862,0.4127186,0.8709912,0.09210163,0.88481796,0.1834073,0.060361993,0.16466996,0.25375772,0.13538726,0.32422626
19,0.18469343,0.005560694,0.22758022,0.42620292,0.29337144,0.40226123,0.36391795,0.33518296,0.07307599,0.80610996,0.1680785,0.17902747,0.12821968
