spot_id,CD14 Mono,CD4 Naive,CD8 Naive
spot_0000,0.08582202719832989,0.46883179997157964,0.4453461728300905
spot_0001,0.6123234146251184,0.19137447281868106,0.19630211255620053
spot_0002,0.27369550839988693,0.4609862027560949,0.2653182888440182
spot_0003,0.22474901502759279,0.3602939329664933,0.4149570520059139
spot_0004,0.32312626192166066,0.3359246479952076,0.34094909008313173
spot_0005,0.1669028203905239,0.37150836425371225,0.46158881535576385
spot_0006,0.2656384808422234,0.297218123094007,0.43714339606376956
spot_0007,0.0034599118702701315,0.4694819944511517,0.5270580936785781
spot_0008,0.19515709083527688,0.5724956325734181,0.23234727659130502
spot_0009,0.22705323730474816,0.3559056174268736,0.4170411452683782
spot_0010,0.4843556298742157,0.20669592178214768,0.3089484483436366
spot_0011,0.34492276189026466,0.4464986275472922,0.2085786105624431
spot_0012,0.7025648198340851,0.030996174748542403,0.2664390054173725
spot_0013,0.5475991229901472,0.22676544233989276,0.22563543466995994
spot_0014,0.41230370043108416,0.30650367017605024,0.2811926293928656
spot_0015,0.2680364410089819,0.2647367229731071,0.46722683601791104
spot_0016,0.44535556193894005,0.5174971032530387,0.03714733480802129
spot_0017,0.0016358871397496827,0.9167475945301711,0.08161651833007927
spot_0018,0.5302830916227372,0.3329771692413816,0.13673973913588122
spot_0019,0.22506811453687728,0.43761935993785034,0.3373125255252724
spot_0020,0.10232661317737,0.4997860725964447,0.3978873142261853
spot_0021,0.2426597124152197,0.21357243450439836,0.5437678530803819
spot_0022,0.5088036961653009,0.18163092350248516,0.309565380332214
spot_0023,0.22269221240714576,0.27812649627935476,0.4991812913134995
spot_0024,0.14393727908472928,0.4345239570296673,0.42153876388560346
spot_0025,0.4102779252540458,0.32160228392000284,0.2681197908259514
spot_0026,0.22966276665763258,0.3229056263477021,0.44743160699466533
spot_0027,0.005655696148157645,0.19205739986756037,0.8022869039842819
spot_0028,0.6949022664351583,0.17522283738404235,0.1298748961807993
spot_0029,0.5707476252504631,0.2201491492766361,0.2091032254729008
spot_0030,0.17524746938585334,0.36734423214791034,0.4574082984662364
spot_0031,0.2552879534030977,0.45552192615902176,0.2891901204378805
spot_0032,0.33492973690456396,0.4687050498293045,0.19636521326613152
spot_0033,0.17976593138890862,0.42780971467313456,0.3924243539379568
spot_0034,0.23517547287152138,0.2717371371672759,0.4930873899612027
spot_0035,0.13284241362415575,0.40711164922775417,0.4600459371480901
spot_0036,0.2482764225306151,0.44520259980269083,0.30652097766669406
spot_0037,0.3694168377661139,0.20895908005418498,0.42162408217970115
spot_0038,0.5570943574687199,0.2354353580356617,0.20747028449561833
spot_0039,0.12095063485040412,0.4992558991408772,0.37979346600871866
spot_0040,0.09450832297065646,0.45536956096057946,0.4501221160687641
spot_0041,0.40522464675503495,0.2886262118384047,0.3061491414065604
spot_0042,0.4863994175962977,0.20202127057552255,0.3115793118281798
spot_0043,0.3228915711151017,0.15890016011781863,0.5182082687670797
spot_0044,0.7226373041449711,0.24837933026197692,0.02898336559305204
spot_0045,0.3955198387591327,0.28973279401542773,0.31474736722543956
spot_0046,0.5050357188250922,0.3939805921088798,0.10098368906602793
spot_0047,0.3792826851511933,0.28556363739234064,0.335153677456466
spot_0048,0.5571420703115738,0.030727828580069737,0.4121301011083564
spot_0049,0.6557169514478753,0.08356163597471407,0.26072141257741066
spot_0050,0.14167574932810556,0.43038286235126627,0.42794138832062817
spot_0051,0.25981792320351654,0.3948104408046926,0.3453716359917909
spot_0052,0.40327816266478944,0.29451745095841014,0.3022043863768004
spot_0053,0.29517407165283344,0.2988053531013504,0.40602057524581614
spot_0054,0.0011113344533509827,0.4756956630434472,0.5231930025032019
spot_0055,0.4579157890372334,0.4744254707189029,0.06765874024386373
spot_0056,0.29194770828974465,0.3962705567956254,0.31178173491462996
spot_0057,0.1848259095639106,0.4692070742217071,0.3459670162143823
spot_0058,0.2467392913217193,0.21711813204330022,0.5361425766349805
spot_0059,0.32904552608620763,0.39384639305406766,0.2771080808597247
spot_0060,0.4507192791907841,0.3459025646602998,0.2033781561489161
spot_0061,0.45701181460781753,0.09408163921603059,0.44890654617615183
spot_0062,0.6322485647040026,0.3264251293506102,0.041326305945387186
spot_0063,0.4424259158502581,0.3173080531604182,0.2402660309893237
spot_0064,0.29604013386761985,0.3865622252472729,0.31739764088510725
spot_0065,0.2216323320795762,0.2853052310123404,0.4930624369080834
spot_0066,0.263576519877279,0.28617278334667823,0.45025069677604274
spot_0067,0.3492960500362304,0.4256069633912109,0.2250969865725587
spot_0068,0.0017479415005505453,0.4848009104705662,0.5134511480288833
spot_0069,0.2586147008422808,0.21755763056763894,0.5238276685900803
spot_0070,0.14746547039983574,0.27055792542184315,0.5819766041783211
spot_0071,0.08779589548659797,0.4810600333036726,0.4311440712097294
spot_0072,0.475534525245178,0.08415889980359667,0.4403065749512254
spot_0073,0.5198088001376593,0.36399522803324064,0.11619597182910006
spot_0074,0.22491124157330308,0.23947118022495423,0.5356175782017427
spot_0075,0.2958681080487654,0.2986059118158852,0.40552598013534946
spot_0076,0.34284701672691453,0.31111204203655823,0.34604094123652723
spot_0077,0.5040076572808684,0.22454877679155671,0.2714435659275749
spot_0078,0.4631874575405667,0.22645578401947825,0.310356758439955
spot_0079,0.5360828657826147,0.1775917147157785,0.2863254195016068
spot_0080,0.07410128137913151,0.7352637566450755,0.19063496197579305
spot_0081,0.1113002835280266,0.4769454054942006,0.4117543109777728
spot_0082,0.42211177473399697,0.25247666606172203,0.325411559204281
spot_0083,0.16062386109200377,0.3297952349383793,0.5095809039696169
spot_0084,0.3219665796378382,0.15660987681810742,0.5214235435440544
