component,bin_name,layer_name,entries,observed_nonzero_entries,expected_positive_entries,observed_total,expected_total,residual_total,absolute_error_sum,squared_error_sum,mean_absolute_error,root_mean_squared_error
total_count,,,5120000,4120312.0,5120000.0,35681279.0,35173690.79898309,507588.2010169104,14351173.001605984,80048390.98034357,2.802963476876169,3.9540424078844114
shape_bin,short,fragment_length_lt_100,5120000,,,19279217.0,19008644.646301087,270572.353698913,10341879.149443123,42549919.74679389,2.01989827137561,2.8827991953213945
shape_bin,mono,fragment_length_100_249,5120000,,,11744504.0,11576833.358355274,167670.64164472558,7934763.30405299,24136702.228808172,1.5497584578228496,2.1712207750627517
shape_bin,long,fragment_length_ge_250,5120000,,,4657558.0,4588212.794326711,69345.20567328855,4439158.395920449,7943983.469288154,0.8670231242032127,1.2456160208287876
